source,target
51121103813,51121103814
51121103814,51121103815
51121103815,51121103816
51121103816,916275869
335456461,51121103817
51121103817,51121103818
51121103818,335456472
1045479700,51121103819
51121103819,1045479699
1045479700,51121103820
51121103820,51121103821
51121103821,1045480257
915032436,51121103822
51121103822,51121103823
51121103823,948257946
1045488564,51121103824
51121103824,1045488562
335454386,51121103825
51121103825,51121103826
51121103826,171522939
171521259,51121103827
51121103827,51121103828
51121103828,51121103829
51121103829,171521253
171521086,51121103830
51121103830,1045492533
171521261,51121103831
51121103831,51121103832
51121103832,171521259
851488482,51121103833
51121103833,851488483
171521259,51121103834
51121103834,171521254
1074275957,51121103835
51121103835,1074275956
1045480232,51121103836
51121103836,51121103837
51121103837,51121103838
51121103838,51121103839
51121103839,1045480244
335459999,51121103840
51121103840,171529674
275214608,51121103841
51121103841,51121103842
51121103842,51121103843
51121103843,328013411
171519909,51121103844
51121103844,51121103845
51121103845,51121103846
51121103846,51121103847
51121103847,275499566
915027141,51121103848
51121103848,171535250
24870062,51121103849
51121103849,51121103850
51121103850,51121103851
51121103851,24870053
275500968,51121103852
51121103852,275500967
1045498303,51121103853
51121103853,51121103854
51121103854,51121103855
51121103855,1045498302
171519923,51121103856
51121103856,51121103857
51121103857,171519917
171519835,51121103858
51121103858,948233014
171519846,51121103859
51121103859,51121103860
51121103860,1045498302
914902970,51121103861
51121103861,914902969
171522092,51121103862
51121103862,51121103863
51121103863,51121103864
51121103864,171522082
171522092,51121103865
51121103865,51121103866
51121103866,51121103867
51121103867,171522162
243541006,51121103868
51121103868,243541005
171521484,51121103869
51121103869,51121103870
51121103870,51121103871
51121103871,171521485
171521621,51121103872
51121103872,51121103873
51121103873,171521623
275506003,51121103874
51121103874,51121103875
51121103875,51121103876
51121103876,51121103877
51121103877,948255657
243541316,51121103878
51121103878,51121103879
51121103879,338858681
171522303,51121103880
51121103880,51121103881
51121103881,243541337
243541316,51121103882
51121103882,215649410
24867162,51121103883
51121103883,51121103884
51121103884,51121103885
51121103885,171521668
171519975,51121103886
51121103886,51121103887
51121103887,171519984
848895329,51121103888
51121103888,51121103889
51121103889,51121103890
51121103890,51121103891
51121103891,51121103892
51121103892,51121103893
51121103893,51121103894
51121103894,335456239
171519925,51121103895
51121103895,171519917
335454364,51121103896
51121103896,335454365
275496844,51121103897
51121103897,51121103898
51121103898,51121103899
51121103899,171519647
171519906,51121103900
51121103900,335454364
335454364,51121103901
51121103901,51121103902
51121103902,51121103903
51121103903,171519909
215647972,51121103904
51121103904,51121103905
51121103905,51121103906
51121103906,51121103907
51121103907,216610569
335455705,51121103908
51121103908,51121103909
51121103909,51121103910
51121103910,51121103911
51121103911,916275816
915039444,51121103912
51121103912,918455167
24867162,51121103913
51121103913,335456433
171522089,51121103914
51121103914,51121103915
51121103915,51121103916
51121103916,51121103917
51121103917,171522158
338858967,51121103918
51121103918,338858862
24867162,51121103919
51121103919,171521652
24867136,51121103920
51121103920,275502244
171522090,51121103921
51121103921,51121103922
51121103922,171522084
976096275,51121103923
51121103923,976096276
171522191,51121103924
51121103924,171522183
171522076,51121103925
51121103925,335455354
171519910,51121103926
51121103926,171519915
24867173,51121103927
51121103927,51121103928
51121103928,51121103929
51121103929,51121103930
51121103930,51121103931
51121103931,51121103932
51121103932,51121103933
51121103933,851480951
24867132,51121103934
51121103934,171519953
171522089,51121103935
51121103935,51121103936
51121103936,171522082
851480950,51121103937
51121103937,51121103938
51121103938,51121103939
51121103939,51121103940
51121103940,171522303
1073801762,51121103941
51121103941,51121103942
51121103942,1060363311
275500968,51121103943
51121103943,51121103944
51121103944,51121103945
51121103945,24870062
338858860,51121103946
51121103946,51121103947
51121103947,338858859
171519647,51121103948
51121103948,51121103949
51121103949,51121103950
51121103950,275496842
171519971,51121103951
51121103951,171519984
275502244,51121103952
51121103952,275502249
171519859,51121103953
51121103953,51121103954
51121103954,51121103955
51121103955,51121103956
51121103956,171519846
171522084,51121103957
51121103957,51121103958
51121103958,171522082
171522162,51121103959
51121103959,51121103960
51121103960,51121103961
51121103961,171522089
171522279,51121103962
51121103962,851480950
171518886,51121103963
51121103963,51121103964
51121103964,51121103965
51121103965,51121103966
51121103966,171518906
171519917,51121103967
51121103967,171519915
171522068,51121103968
51121103968,51121103969
51121103969,51121103970
51121103970,51121103971
51121103971,51121103972
51121103972,171522084
976096274,51121103973
51121103973,976096273
335454379,51121103974
51121103974,51121103975
51121103975,51121103976
51121103976,338858800
171522276,51121103977
51121103977,51121103978
51121103978,51121103979
51121103979,51121103980
51121103980,171522295
915040725,51121103981
51121103981,171519986
171519986,51121103982
51121103982,51121103983
51121103983,51121103984
51121103984,171519968
851480950,51121103985
51121103985,51121103986
51121103986,51121103987
51121103987,171522276
171519968,51121103988
51121103988,51121103989
51121103989,51121103990
51121103990,171519929
171521450,51121103991
51121103991,51121103992
51121103992,51121103993
51121103993,171521474
915040725,51121103994
51121103994,51121103995
51121103995,51121103996
51121103996,915040726
171521484,51121103997
51121103997,171521474
215641446,51121103998
51121103998,24866471
171519927,51121103999
51121103999,51121104000
51121104000,51121104001
51121104001,171519965
171519968,51121104002
51121104002,51121104003
51121104003,171519915
338870087,51121104004
51121104004,338870088
171526744,51121104005
51121104005,216610567
222001874,51121104006
51121104006,335455168
171520572,51121104007
51121104007,51121104008
51121104008,1045480304
916275873,51121104009
51121104009,51121104010
51121104010,916275876
222001854,51121104011
51121104011,51121104012
51121104012,335455167
171521600,51121104013
51121104013,171521601
222001833,51121104014
51121104014,51121104015
51121104015,222001832
916275870,51121104016
51121104016,51121104017
51121104017,916275871
916275869,51121104018
51121104018,51121104019
51121104019,51121104020
51121104020,51121104021
51121104021,51121104022
51121104022,51121104023
51121104023,51121104024
51121104024,51121104025
51121104025,916275879
916275870,51121104026
51121104026,51121104027
51121104027,51121104028
51121104028,51121104029
51121104029,51121104030
51121104030,916275880
335455167,51121104031
51121104031,51121104032
51121104032,51121104033
51121104033,335455173
335455167,51121104034
51121104034,335455166
1045480244,51121104035
51121104035,1045480257
335454366,51121104036
51121104036,335454365
1045480249,51121104037
51121104037,1045480251
222001834,51121104038
51121104038,222001833
1045480253,51121104039
51121104039,1045480244
1045480245,51121104040
51121104040,1045480246
916275873,51121104041
51121104041,916275872
24866461,51121104042
51121104042,51121104043
51121104043,51121104044
51121104044,51121104045
51121104045,215641769
335455168,51121104046
51121104046,221993765
880294298,51121104047
51121104047,51121104048
51121104048,222001688
24866454,51121104049
51121104049,51121104050
51121104050,24866461
171518435,51121104051
51121104051,51121104052
51121104052,171518447
956524717,51121104053
51121104053,956524720
850872577,51121104054
51121104054,950089886
171518425,51121104055
51121104055,338881802
222001878,51121104056
51121104056,221993767
948233014,51121104057
51121104057,1045498302
957565728,51121104058
51121104058,215641775
215641769,51121104059
51121104059,51121104060
51121104060,215641775
916276344,51121104061
51121104061,916276346
956524719,51121104062
51121104062,171518401
24866464,51121104063
51121104063,51121104064
51121104064,215641778
24866462,51121104065
51121104065,24866464
171530290,51121104066
51121104066,915039563
916275816,51121104067
51121104067,171516369
916277037,51121104068
51121104068,916277038
24881287,51121104069
51121104069,915039276
1045480223,51121104070
51121104070,1045480232
171520825,51121104071
51121104071,51121104072
51121104072,1045479709
215648035,51121104073
51121104073,24880636
171520825,51121104074
51121104074,51121104075
51121104075,1045492555
916276340,51121104076
51121104076,51121104077
51121104077,916276341
171529825,51121104078
51121104078,171529817
24880636,51121104079
51121104079,51121104080
51121104080,51121104081
51121104081,51121104082
51121104082,51121104083
51121104083,51121104084
51121104084,51121104085
51121104085,51121104086
51121104086,51121104087
51121104087,215647986
916276345,51121104088
51121104088,916276340
171530447,51121104089
51121104089,24881597
1045479709,51121104090
51121104090,1045479708
1045480240,51121104091
51121104091,1045480242
24881301,51121104092
51121104092,24881287
171529547,51121104093
51121104093,51121104094
51121104094,51121104095
51121104095,171529589
916276341,51121104096
51121104096,916276342
1045479701,51121104097
51121104097,1045480275
1045480288,51121104098
51121104098,51121104099
51121104099,1045480294
216617022,51121104100
51121104100,335459030
335458912,51121104101
51121104101,24881301
338836102,51121104102
51121104102,338836101
1045479715,51121104103
51121104103,51121104104
51121104104,1045480289
1045479703,51121104105
51121104105,1045479702
1045480295,51121104106
51121104106,1045479703
171520827,51121104107
51121104107,171520825
1045480265,51121104108
51121104108,171520785
948234915,51121104109
51121104109,51121104110
51121104110,51121104111
51121104111,51121104112
51121104112,51121104113
51121104113,51121104114
51121104114,335455627
171520569,51121104115
51121104115,51121104116
51121104116,1045480303
1045479716,51121104117
51121104117,1045480303
275990228,51121104118
51121104118,51121104119
51121104119,1060363311
915045213,51121104120
51121104120,915045212
1045479716,51121104121
51121104121,1045480267
171519395,51121104122
51121104122,171519399
1045480291,51121104123
51121104123,1045480292
275499243,51121104124
51121104124,51121104125
51121104125,51121104126
51121104126,51121104127
51121104127,51121104128
51121104128,275499227
171519370,51121104129
51121104129,275499188
171520040,51121104130
51121104130,51121104131
51121104131,51121104132
51121104132,51121104133
51121104133,51121104134
51121104134,820452160
243541277,51121104135
51121104135,51121104136
51121104136,243541286
338869421,51121104137
51121104137,51121104138
51121104138,338869423
171519492,51121104139
51121104139,171519489
171519729,51121104140
51121104140,51121104141
51121104141,171519730
275499576,51121104142
51121104142,275499569
171519889,51121104143
51121104143,51121104144
51121104144,171519896
171519399,51121104145
51121104145,51121104146
51121104146,171519402
171519888,51121104147
51121104147,51121104148
51121104148,171519870
171519485,51121104149
51121104149,51121104150
51121104150,338858345
918455861,51121104151
51121104151,915040735
171519744,51121104152
51121104152,1045496769
171519462,51121104153
51121104153,171519463
243541256,51121104154
51121104154,820452159
820452158,51121104155
51121104155,820452157
275499567,51121104156
51121104156,51121104157
51121104157,275499610
820452159,51121104158
51121104158,820452157
820452159,51121104159
51121104159,51121104160
51121104160,948235738
820452157,51121104161
51121104161,243541256
171520569,51121104162
51121104162,1045479720
851850470,51121104163
51121104163,51121104164
51121104164,51121104165
51121104165,171520305
171520155,51121104166
51121104166,171520143
1045480288,51121104167
51121104167,171520569
171520156,51121104168
51121104168,171520155
1045479720,51121104169
51121104169,1045480223
1045480223,51121104170
51121104170,1045480233
171520554,51121104171
51121104171,51121104172
51121104172,1045479699
171520933,51121104173
51121104173,171520841
851850470,51121104174
51121104174,51121104175
51121104175,51121104176
51121104176,51121104177
51121104177,51121104178
51121104178,51121104179
51121104179,51121104180
51121104180,851850471
171520841,51121104181
51121104181,171520942
171520602,51121104182
51121104182,51121104183
51121104183,914964964
1045480308,51121104184
51121104184,1045479721
916275871,51121104185
51121104185,51121104186
51121104186,51121104187
51121104187,916275878
1045480292,51121104188
51121104188,1045480293
171520158,51121104189
51121104189,51121104190
51121104190,851850470
915027141,51121104191
51121104191,915027142
1045480294,51121104192
51121104192,1045480291
171521522,51121104193
51121104193,171521528
335456104,51121104194
51121104194,243541256
275450847,51121104195
51121104195,335456104
848777825,51121104196
51121104196,171520602
215646338,51121104197
51121104197,215646348
917383067,51121104198
51121104198,51121104199
51121104199,51121104200
51121104200,918455861
916275817,51121104201
51121104201,916275816
24867153,51121104202
51121104202,215650335
1098100285,51121104203
51121104203,171521396
805721326,51121104204
51121104204,51121104205
51121104205,171525220
24880052,51121104206
51121104206,51121104207
51121104207,51121104208
51121104208,811041851
851479993,51121104209
51121104209,51121104210
51121104210,851479995
917755909,51121104211
51121104211,51121104212
51121104212,171525207
338858517,51121104213
51121104213,335456079
171515072,51121104214
51121104214,51121104215
51121104215,275984058
171516073,51121104216
51121104216,51121104217
51121104217,51121104218
51121104218,51121104219
51121104219,171515512
872680776,51121104220
51121104220,51121104221
51121104221,51121104222
51121104222,1039866912
171515160,51121104223
51121104223,51121104224
51121104224,51121104225
51121104225,51121104226
51121104226,51121104227
51121104227,51121104228
51121104228,51121104229
51121104229,51121104230
51121104230,51121104231
51121104231,51121104232
51121104232,171513682
915024555,51121104233
51121104233,51121104234
51121104234,915024554
918464463,51121104235
51121104235,51121104236
51121104236,51121104237
51121104237,171510633
171519003,51121104238
51121104238,51121104239
51121104239,51121104240
51121104240,51121104241
51121104241,51121104242
51121104242,51121104243
51121104243,171519024
171515791,51121104244
51121104244,51121104245
51121104245,171515797
171510169,51121104246
51121104246,51121104247
51121104247,51121104248
51121104248,51121104249
51121104249,51121104250
51121104250,51121104251
51121104251,51121104252
51121104252,51121104253
51121104253,51121104254
51121104254,51121104255
51121104255,848895324
171515503,51121104256
51121104256,51121104257
51121104257,51121104258
51121104258,51121104259
51121104259,51121104260
51121104260,918461185
171525251,51121104261
51121104261,51121104262
51121104262,51121104263
51121104263,51121104264
51121104264,51121104265
51121104265,51121104266
51121104266,171525217
171525207,51121104267
51121104267,171525217
171525146,51121104268
51121104268,51121104269
51121104269,51121104270
51121104270,275983400
918458218,51121104271
51121104271,51121104272
51121104272,51121104273
51121104273,51121104274
51121104274,51121104275
51121104275,51121104276
51121104276,916271170
243542365,51121104277
51121104277,24865708
171519024,51121104278
51121104278,51121104279
51121104279,51121104280
51121104280,51121104281
51121104281,51121104282
51121104282,51121104283
51121104283,51121104284
51121104284,51121104285
51121104285,51121104286
51121104286,51121104287
51121104287,171519060
805721327,51121104288
51121104288,51121104289
51121104289,805721326
171515190,51121104290
51121104290,51121104291
51121104291,275095168
221993646,51121104292
51121104292,51121104293
51121104293,51121104294
51121104294,51121104295
51121104295,51121104296
51121104296,51121104297
51121104297,196987051
171514473,51121104298
51121104298,51121104299
51121104299,51121104300
51121104300,51121104301
51121104301,51121104302
51121104302,51121104303
51121104303,51121104304
51121104304,51121104305
51121104305,171514311
275159881,51121104306
51121104306,51121104307
51121104307,243541855
171510467,51121104308
51121104308,51121104309
51121104309,171510459
805721326,51121104310
51121104310,51121104311
51121104311,51121104312
51121104312,171525251
915032307,51121104313
51121104313,915032337
24866211,51121104314
51121104314,51121104315
51121104315,51121104316
51121104316,51121104317
51121104317,51121104318
51121104318,171517071
24880142,51121104319
51121104319,51121104320
51121104320,51121104321
51121104321,51121104322
51121104322,51121104323
51121104323,51121104324
51121104324,51121104325
51121104325,51121104326
51121104326,24880220
1045448559,51121104327
51121104327,51121104328
51121104328,51121104329
51121104329,1045448558
171510000,51121104330
51121104330,51121104331
51121104331,51121104332
51121104332,171510044
196987067,51121104333
51121104333,51121104334
51121104334,51121104335
51121104335,51121104336
51121104336,196987528
243541934,51121104337
51121104337,51121104338
51121104338,51121104339
51121104339,51121104340
51121104340,51121104341
51121104341,275984008
171515776,51121104342
51121104342,51121104343
51121104343,335464361
864802611,51121104344
51121104344,864802612
171520457,51121104345
51121104345,51121104346
51121104346,243541523
196987051,51121104347
51121104347,51121104348
51121104348,51121104349
51121104349,51121104350
51121104350,51121104351
51121104351,196987034
335463536,51121104352
51121104352,51121104353
51121104353,915035554
915034048,51121104354
51121104354,51121104355
51121104355,918461185
915045747,51121104356
51121104356,915045746
171510184,51121104357
51121104357,51121104358
51121104358,51121104359
51121104359,51121104360
51121104360,51121104361
51121104361,51121104362
51121104362,51121104363
51121104363,171510054
851480936,51121104364
51121104364,171520457
24866224,51121104365
51121104365,24866214
24866007,51121104366
51121104366,275976627
171518738,51121104367
51121104367,171518729
243542013,51121104368
51121104368,51121104369
51121104369,51121104370
51121104370,51121104371
51121104371,51121104372
51121104372,51121104373
51121104373,243542018
171517036,51121104374
51121104374,51121104375
51121104375,51121104376
51121104376,51121104377
51121104377,171516958
243541981,51121104378
51121104378,51121104379
51121104379,171515167
24880046,51121104380
51121104380,51121104381
51121104381,51121104382
51121104382,51121104383
51121104383,51121104384
51121104384,24880040
916275794,51121104385
51121104385,243541560
171516958,51121104386
51121104386,51121104387
51121104387,338857936
171515168,51121104388
51121104388,51121104389
51121104389,216615349
171519191,51121104390
51121104390,51121104391
51121104391,51121104392
51121104392,171519186
243541961,51121104393
51121104393,51121104394
51121104394,51121104395
51121104395,918464461
275976716,51121104396
51121104396,51121104397
51121104397,915017864
171519176,51121104398
51121104398,51121104399
51121104399,171519178
171515516,51121104400
51121104400,916274880
171514578,51121104401
51121104401,51121104402
51121104402,1062907147
243542006,51121104403
51121104403,51121104404
51121104404,243542005
335463598,51121104405
51121104405,51121104406
51121104406,51121104407
51121104407,51121104408
51121104408,24866080
171515403,51121104409
51121104409,51121104410
51121104410,51121104411
51121104411,51121104412
51121104412,916275282
171522435,51121104413
51121104413,51121104414
51121104414,51121104415
51121104415,51121104416
51121104416,51121104417
51121104417,51121104418
51121104418,171515571
171519191,51121104419
51121104419,51121104420
51121104420,51121104421
51121104421,171519176
243541525,51121104422
51121104422,243541528
915045961,51121104423
51121104423,51121104424
51121104424,915045962
171517447,51121104425
51121104425,51121104426
51121104426,51121104427
51121104427,51121104428
51121104428,976097051
976097051,51121104429
51121104429,51121104430
51121104430,51121104431
51121104431,976097052
243541170,51121104432
51121104432,243541183
171517447,51121104433
51121104433,338858991
915031333,51121104434
51121104434,51121104435
51121104435,51121104436
51121104436,915031335
171515373,51121104437
51121104437,51121104438
51121104438,51121104439
51121104439,51121104440
51121104440,51121104441
51121104441,171515275
171515733,51121104442
51121104442,51121104443
51121104443,171515672
275984045,51121104444
51121104444,51121104445
51121104445,171515077
171510656,51121104446
51121104446,51121104447
51121104447,51121104448
51121104448,243541894
915031387,51121104449
51121104449,51121104450
51121104450,51121104451
51121104451,171510467
171514422,51121104452
51121104452,51121104453
51121104453,51121104454
51121104454,51121104455
51121104455,51121104456
51121104456,275976716
243541948,51121104457
51121104457,51121104458
51121104458,51121104459
51121104459,51121104460
51121104460,950304580
171515977,51121104461
51121104461,51121104462
51121104462,171516077
171514311,51121104463
51121104463,51121104464
51121104464,51121104465
51121104465,51121104466
51121104466,51121104467
51121104467,51121104468
51121104468,915040275
851480937,51121104469
51121104469,851480938
171516039,51121104470
51121104470,51121104471
51121104471,51121104472
51121104472,51121104473
51121104473,51121104474
51121104474,171516008
171516209,51121104475
51121104475,51121104476
51121104476,51121104477
51121104477,51121104478
51121104478,51121104479
51121104479,215673368
1061989640,51121104480
51121104480,51121104481
51121104481,51121104482
51121104482,51121104483
51121104483,1061989639
171513682,51121104484
51121104484,51121104485
51121104485,51121104486
51121104486,51121104487
51121104487,915016003
171522435,51121104488
51121104488,51121104489
51121104489,51121104490
51121104490,215640377
851480942,51121104491
51121104491,51121104492
51121104492,51121104493
51121104493,851480937
916275794,51121104494
51121104494,51121104495
51121104495,916275795
171515166,51121104496
51121104496,51121104497
51121104497,275095170
915041723,51121104498
51121104498,915041722
171510444,51121104499
51121104499,51121104500
51121104500,171510442
171514409,51121104501
51121104501,51121104502
51121104502,171514414
171518980,51121104503
51121104503,51121104504
51121104504,51121104505
51121104505,51121104506
51121104506,51121104507
51121104507,916276322
851480943,51121104508
51121104508,851480941
171510379,51121104509
51121104509,51121104510
51121104510,51121104511
51121104511,51121104512
51121104512,171510555
1061991336,51121104513
51121104513,51121104514
51121104514,1061991337
851472972,51121104515
51121104515,51121104516
51121104516,51121104517
51121104517,51121104518
51121104518,51121104519
51121104519,51121104520
51121104520,51121104521
51121104521,171517206
171518339,51121104522
51121104522,51121104523
51121104523,51121104524
51121104524,51121104525
51121104525,275977129
24866434,51121104526
51121104526,51121104527
51121104527,51121104528
51121104528,51121104529
51121104529,51121104530
51121104530,24866568
24866556,51121104531
51121104531,51121104532
51121104532,1061991335
171518331,51121104533
51121104533,51121104534
51121104534,51121104535
51121104535,916275533
914998994,51121104536
51121104536,171512888
914998987,51121104537
51121104537,51121104538
51121104538,914998986
171515031,51121104539
51121104539,51121104540
51121104540,51121104541
51121104541,51121104542
51121104542,51121104543
51121104543,51121104544
51121104544,51121104545
51121104545,51121104546
51121104546,51121104547
51121104547,51121104548
51121104548,51121104549
51121104549,51121104550
51121104550,918464456
171515934,51121104551
51121104551,51121104552
51121104552,51121104553
51121104553,51121104554
51121104554,171515482
171516209,51121104555
51121104555,51121104556
51121104556,851479990
243541727,51121104557
51121104557,243541726
243541728,51121104558
51121104558,243541726
171518331,51121104559
51121104559,51121104560
51121104560,51121104561
51121104561,171518339
914998986,51121104562
51121104562,914998994
916275534,51121104563
51121104563,916275533
171515922,51121104564
51121104564,243541145
171518651,51121104565
51121104565,51121104566
51121104566,51121104567
51121104567,51121104568
51121104568,1062385679
171518171,51121104569
51121104569,275981001
171518640,51121104570
51121104570,171518636
171517203,51121104571
51121104571,51121104572
51121104572,51121104573
51121104573,1062907150
243541725,51121104574
51121104574,51121104575
51121104575,1062385679
171510436,51121104576
51121104576,51121104577
51121104577,51121104578
51121104578,51121104579
51121104579,51121104580
51121104580,171510439
171510459,51121104581
51121104581,51121104582
51121104582,51121104583
51121104583,51121104584
51121104584,171510379
171515922,51121104585
51121104585,171516262
171517160,51121104586
51121104586,51121104587
51121104587,51121104588
51121104588,51121104589
51121104589,51121104590
51121104590,51121104591
51121104591,51121104592
51121104592,51121104593
51121104593,51121104594
51121104594,51121104595
51121104595,51121104596
51121104596,51121104597
51121104597,51121104598
51121104598,848561139
171518300,51121104599
51121104599,51121104600
51121104600,979703371
216614943,51121104601
51121104601,51121104602
51121104602,171518292
215642842,51121104603
51121104603,215642838
171525271,51121104604
51121104604,51121104605
51121104605,51121104606
51121104606,51121104607
51121104607,51121104608
51121104608,51121104609
51121104609,51121104610
51121104610,51121104611
51121104611,51121104612
51121104612,275110107
171515275,51121104613
51121104613,51121104614
51121104614,51121104615
51121104615,51121104616
51121104616,51121104617
51121104617,918464463
171510423,51121104618
51121104618,171510413
215642886,51121104619
51121104619,51121104620
51121104620,51121104621
51121104621,171518300
171518669,51121104622
51121104622,51121104623
51121104623,51121104624
51121104624,171518673
243541906,51121104625
51121104625,51121104626
51121104626,51121104627
51121104627,171510442
215642887,51121104628
51121104628,51121104629
51121104629,51121104630
51121104630,171518299
171518663,51121104631
51121104631,51121104632
51121104632,171518669
171518218,51121104633
51121104633,171518213
171518663,51121104634
51121104634,171518638
171518213,51121104635
51121104635,51121104636
51121104636,51121104637
51121104637,51121104638
51121104638,51121104639
51121104639,51121104640
51121104640,171518118
171517182,51121104641
51121104641,51121104642
51121104642,51121104643
51121104643,51121104644
51121104644,275981554
171518636,51121104645
51121104645,51121104646
51121104646,51121104647
51121104647,171518638
851479991,51121104648
51121104648,51121104649
51121104649,51121104650
51121104650,851479993
24866434,51121104651
51121104651,51121104652
51121104652,171518339
171518663,51121104653
51121104653,171518662
171518213,51121104654
51121104654,51121104655
51121104655,275977632
171515491,51121104656
51121104656,171515934
915024636,51121104657
51121104657,51121104658
51121104658,915024637
171517323,51121104659
51121104659,51121104660
51121104660,51121104661
51121104661,51121104662
51121104662,171517235
171517321,51121104663
51121104663,51121104664
51121104664,51121104665
51121104665,171517323
171518301,51121104666
51121104666,51121104667
51121104667,51121104668
51121104668,171518327
215673568,51121104669
51121104669,51121104670
51121104670,171518577
215642894,51121104671
51121104671,275977631
171517303,51121104672
51121104672,171517306
215642885,51121104673
51121104673,171518310
338859001,51121104674
51121104674,51121104675
51121104675,171517447
171518577,51121104676
51121104676,51121104677
51121104677,51121104678
51121104678,171518578
24866405,51121104679
51121104679,171518202
171518576,51121104680
51121104680,51121104681
51121104681,171518570
171518578,51121104682
51121104682,171518576
275977588,51121104683
51121104683,51121104684
51121104684,171518202
979704818,51121104685
51121104685,51121104686
51121104686,979704817
171516017,51121104687
51121104687,243541131
171510404,51121104688
51121104688,51121104689
51121104689,171510423
171518602,51121104690
51121104690,51121104691
51121104691,171518604
215673360,51121104692
51121104692,51121104693
51121104693,215673368
171518699,51121104694
51121104694,51121104695
51121104695,171518704
243541146,51121104696
51121104696,243541145
171517278,51121104697
51121104697,51121104698
51121104698,51121104699
51121104699,171517235
24866419,51121104700
51121104700,51121104701
51121104701,171518570
171518603,51121104702
51121104702,171518605
171525299,51121104703
51121104703,51121104704
51121104704,51121104705
51121104705,918458217
171525307,51121104706
51121104706,51121104707
51121104707,51121104708
51121104708,171525328
171518605,51121104709
51121104709,51121104710
51121104710,171518622
171525101,51121104711
51121104711,51121104712
51121104712,171525122
171517321,51121104713
51121104713,171517306
171518699,51121104714
51121104714,51121104715
51121104715,979704817
171525125,51121104716
51121104716,171525122
171516262,51121104717
51121104717,171516209
171525046,51121104718
51121104718,51121104719
51121104719,51121104720
51121104720,24880046
171516008,51121104721
51121104721,243541131
275983399,51121104722
51121104722,51121104723
51121104723,51121104724
51121104724,171525145
171525125,51121104725
51121104725,51121104726
51121104726,842024746
171526048,51121104727
51121104727,51121104728
51121104728,51121104729
51121104729,51121104730
51121104730,51121104731
51121104731,243540599
171525045,51121104732
51121104732,51121104733
51121104733,171525038
171525044,51121104734
51121104734,851472974
914991462,51121104735
51121104735,51121104736
51121104736,51121104737
51121104737,914991464
811041851,51121104738
51121104738,811041852
171525126,51121104739
51121104739,51121104740
51121104740,51121104741
51121104741,275983408
171510036,51121104742
51121104742,51121104743
51121104743,51121104744
51121104744,915028073
171525146,51121104745
51121104745,171525145
851479994,51121104746
51121104746,851479993
171517278,51121104747
51121104747,51121104748
51121104748,51121104749
51121104749,171517270
215642895,51121104750
51121104750,51121104751
51121104751,335455335
171518218,51121104752
51121104752,51121104753
51121104753,51121104754
51121104754,171518121
171516255,51121104755
51121104755,851479990
171518118,51121104756
51121104756,51121104757
51121104757,51121104758
51121104758,171518121
24880046,51121104759
51121104759,51121104760
51121104760,1061992078
851479992,51121104761
51121104761,851479991
196987067,51121104762
51121104762,51121104763
51121104763,811041852
171516008,51121104764
51121104764,51121104765
51121104765,243541125
918464448,51121104766
51121104766,51121104767
51121104767,51121104768
51121104768,918458219
171518737,51121104769
51121104769,171518728
171518728,51121104770
51121104770,171518729
915022480,51121104771
51121104771,171510036
335455500,51121104772
51121104772,51121104773
51121104773,51121104774
51121104774,51121104775
51121104775,171518737
171518737,51121104776
51121104776,51121104777
51121104777,51121104778
51121104778,51121104779
51121104779,51121104780
51121104780,171524744
1061992078,51121104781
51121104781,51121104782
51121104782,51121104783
51121104783,1061992079
196987053,51121104784
51121104784,24880070
335455500,51121104785
51121104785,51121104786
51121104786,51121104787
51121104787,171525010
171510423,51121104788
51121104788,171510439
171510439,51121104789
51121104789,171510442
171525122,51121104790
51121104790,51121104791
51121104791,51121104792
51121104792,842024745
243541833,51121104793
51121104793,51121104794
51121104794,51121104795
51121104795,915036693
24880040,51121104796
51121104796,24866626
915028074,51121104797
51121104797,915028073
24880052,51121104798
51121104798,880294702
1061989636,51121104799
51121104799,1061989635
918464450,51121104800
51121104800,51121104801
51121104801,51121104802
51121104802,51121104803
51121104803,915021503
842040662,51121104804
51121104804,171525100
171516907,51121104805
51121104805,51121104806
51121104806,51121104807
51121104807,51121104808
51121104808,51121104809
51121104809,171514473
275982943,51121104810
51121104810,171525045
171516967,51121104811
51121104811,51121104812
51121104812,51121104813
51121104813,171517036
196299413,51121104814
51121104814,171510128
171510567,51121104815
51121104815,51121104816
51121104816,51121104817
51121104817,171510590
171518979,51121104818
51121104818,51121104819
51121104819,51121104820
51121104820,51121104821
51121104821,51121104822
51121104822,51121104823
51121104823,171519020
24866623,51121104824
51121104824,24866624
24866626,51121104825
51121104825,51121104826
51121104826,24866629
915022465,51121104827
51121104827,51121104828
51121104828,51121104829
51121104829,915022466
171513638,51121104830
51121104830,51121104831
51121104831,51121104832
51121104832,51121104833
51121104833,51121104834
51121104834,51121104835
51121104835,51121104836
51121104836,51121104837
51121104837,915040275
24866601,51121104838
51121104838,51121104839
51121104839,51121104840
51121104840,221977802
221977804,51121104841
51121104841,24866620
918458217,51121104842
51121104842,918458218
915039020,51121104843
51121104843,915039149
171510003,51121104844
51121104844,51121104845
51121104845,51121104846
51121104846,51121104847
51121104847,51121104848
51121104848,915030657
275156503,51121104849
51121104849,51121104850
51121104850,51121104851
51121104851,51121104852
51121104852,24863203
1061992080,51121104853
51121104853,1061992078
