source,target,level
24881319,215644983,4
24881319,215644983,4
215644983,24881377,4
215644983,24881377,4
24881375,215645001,4
24881375,215645001,4
171530084,216616822,4
171530084,216616822,4
216616823,24881379,4
216616823,24881379,4
216616824,171531466,4
216616824,171531466,4
216616825,24883370,4
216616825,24883370,4
171531467,216616825,4
171531467,216616825,4
216616966,24881314,4
216616966,24881314,4
24881323,216616966,4
24881323,216616966,4
215651213,24881128,4
215651213,24881128,4
215644997,24881323,4
215644997,24881323,4
216617007,215644997,4
216617007,215644997,4
215645001,216617007,4
215645001,216617007,4
24865388,171513506,4
171513506,24865388,4
171513506,24865341,4
24865341,171513506,4
243540618,171528251,4
243540618,171528251,4
243540619,24880786,4
243540619,24880786,4
171528252,243540619,4
171528252,243540619,4
216616826,243543189,4
216616826,243543189,4
243543188,215645577,4
243543188,215645577,4
24881014,24881016,4
24881014,24881016,4
24881017,24881015,4
24881017,24881015,4
171528251,215651256,4
171528251,215651256,4
215651256,24880803,4
215651256,24880803,4
275987232,171528252,4
275987232,171528252,4
24880802,275987232,4
24880802,275987232,4
216616822,275987796,4
216616822,275987796,4
275987807,216616823,4
275987807,216616823,4
275987897,216616824,4
275987897,216616824,4
215645583,216616826,4
215645583,216616826,4
24883370,215645583,4
24883370,215645583,4
24881519,275988043,4
24881519,275988043,4
275988035,24881520,4
275988035,24881520,4
171528871,276016215,4
171528871,276016215,4
276016215,215651213,4
276016215,215651213,4
276016219,171529266,4
276016219,171529266,4
24881128,276016219,4
24881128,276016219,4
171529265,215651223,4
171529265,215651223,4
215651223,275509094,4
215651223,275509094,4
276016221,276016220,4
276016221,276016220,4
24880875,24880881,4
24880875,24880881,4
24880788,243540618,4
24880788,243540618,4
171531492,171531488,4
171531492,171531488,4
171531487,171531491,4
171531487,171531491,4
171531466,171531487,4
171531466,171531487,4
171531488,171531467,4
171531488,171531467,4
215645577,275987897,4
215645577,275987897,4
335461836,276016221,4
335461836,276016221,4
171529266,335461836,4
171529266,335461836,4
24880884,171529265,4
24880884,171529265,4
24880881,24880884,4
24880881,24880884,4
275987796,335461843,4
275987796,335461843,4
335461843,171530158,4
335461843,171530158,4
335461844,275987807,4
335461844,275987807,4
171530157,335461844,4
171530157,335461844,4
171530158,335461847,4
171530158,335461847,4
335461845,24881397,4
335461845,24881397,4
335461848,171530157,4
335461848,171530157,4
24881395,335461846,4
24881395,335461846,4
275988025,24881395,4
275988025,24881395,4
24881522,24881543,4
24881522,24881543,4
24881542,24881524,4
24881542,24881524,4
24880825,171528296,4
24880825,171528296,4
276016220,24880825,4
276016220,24880825,4
171528295,335462612,4
171528295,335462612,4
335462612,24880875,4
335462612,24880875,4
335462616,24880788,4
335462616,24880788,4
24880786,335462615,4
24880786,335462615,4
275509096,215651220,4
275509096,215651220,4
275509094,275509096,4
275509094,275509096,4
24881397,275988041,4
24881397,275988041,4
275988043,275988025,4
275988043,275988025,4
275988041,275988035,4
275988041,275988035,4
171526396,918469856,4
171526396,918469856,4
918469856,335462616,4
918469856,335462616,4
918469857,24880358,4
918469857,24880358,4
335462615,918469857,4
335462615,918469857,4
918508171,24883345,4
918508171,24883345,4
243543189,918508171,4
243543189,918508171,4
215645490,918508172,4
215645490,918508172,4
918508172,243543188,4
918508172,243543188,4
976137025,335461848,4
976137025,335461848,4
335461846,976137025,4
335461846,976137025,4
335461847,976137026,4
335461847,976137026,4
976137026,335461845,4
976137026,335461845,4
24866272,24866275,4
24866272,24866275,4
24866275,24866271,4
24866275,24866271,4
171517788,171517815,4
171517815,171517788,4
171517784,171517788,4
171517788,171517784,4
24866275,171517599,4
171517599,24866275,4
171517649,171517651,4
171517651,171517649,4
171517651,24866292,4
24866292,171517651,4
24866292,24866293,4
24866293,24866292,4
24866293,171517663,4
171517663,24866293,4
215656338,171517767,4
171517767,215656338,4
24862208,24862168,4
24862208,24862168,4
24862171,24862218,4
24862171,24862218,4
171517767,275985673,4
275985673,171517767,4
275985673,24866303,4
24866303,275985673,4
171517599,215656333,4
215656333,171517599,4
215656333,171517649,4
171517649,215656333,4
171517663,215656338,4
215656338,171517663,4
338870913,171517784,4
171517784,338870913,4
24866303,338870913,4
338870913,24866303,4
171517815,806245206,4
806245206,171517815,4
806245206,24866412,4
24866412,806245206,4
338858845,24866859,4
24866833,338858848,4
24881589,24881600,4
338858849,24866828,4
24866837,338858850,4
24881582,24881578,4
24866815,24866844,4
335456558,24866803,4
24866450,24866454,4
24866499,24866498,4
24880234,24880241,4
24880220,24880221,4
24880199,24880206,4
24880207,24880185,4
24866624,24866628,4
24866628,24866620,4
24865463,24865013,4
24865011,24865007,4
24862167,24862194,4
24881578,24881532,4
24880159,24880160,4
24862168,24862167,4
24862167,24862171,4
24862167,24862171,4
24862171,24862168,4
24870062,24870053,4
196986175,24880143,4
196986141,24880159,4
196986141,196986409,4
196986390,196986175,4
171525100,24880074,4
24880074,171525100,4
196987054,196987053,4
196987053,196987054,4
24866472,24866450,4
221975783,221975732,4
221975785,221975713,4
221975713,221975784,4
196987067,196987081,4
196987067,196987528,4
221975732,24867001,4
221975732,24867001,4
24866973,221975766,4
24866973,221975766,4
222001889,222001827,4
222001949,222001889,4
221975766,222001949,4
222001887,222001974,4
222001887,222001974,4
338858792,243541256,4
221975716,24866988,4
221975785,221975716,4
196987016,196987034,4
222001692,222001679,4
222001688,24866495,4
222001688,24866495,4
222001718,222001712,4
222001712,221977840,4
275980904,222001712,4
275980904,222001712,4
222001688,275980904,4
222001688,275980904,4
222001679,222001739,4
222001943,222001949,4
171520773,221975783,4
221975783,171520773,4
222001974,275505811,4
24881600,24881610,4
335463023,24862250,4
24866852,338858845,4
338858850,24866783,4
24867132,338858860,4
338858860,24867132,4
171518425,24866470,4
811041852,196987067,4
196987054,811041852,4
811041851,811041852,4
813011270,813011271,4
813011270,813011271,4
813011271,813011272,4
813011271,813011272,4
222001692,24866515,4
222001692,24866515,4
820452157,820452158,4
820452159,820452157,4
171520040,338858791,4
820452160,171520040,4
196987034,196987051,4
848140353,335463023,4
24862168,848140353,4
863501720,24866489,4
863501724,863501719,4
813011272,863501724,4
196987051,864802611,4
864802611,864802612,4
864802612,171525100,4
24880074,880294699,4
880294699,24880069,4
948259918,222001943,4
275505811,948259918,4
948259919,222001943,4
221975783,948259919,4
221975766,948259920,4
221975766,948259920,4
948259920,221975732,4
948259920,221975732,4
976096274,976096273,4
976096274,976096273,4
976096275,976096274,4
976096276,976096275,4
976096276,976096275,4
976096277,976096276,4
976096277,976096276,4
1062385671,24866489,4
1062385671,24866489,4
24866495,1062385671,4
24866495,1062385671,4
1062385672,863501720,4
863501719,1062385672,4
24866496,1062385674,4
1062385674,222001718,4
976096273,1098100286,4
976096273,1098100286,4
1098100286,976096277,4
171521865,171521268,5
24866309,171518565,5
171517823,24866309,5
171517781,171517809,5
171517780,171517781,5
171517759,171517780,5
171517757,171517759,5
171517755,171517758,5
171517750,171517755,5
171517743,171517750,5
171517813,335455676,5
335455676,171517823,5
171517809,338870890,5
338870890,171517813,5
171517818,171517820,5
171517812,171517818,5
171517765,171517766,5
171517766,171517808,5
171517808,335465680,5
335465680,338870888,5
338870888,171517810,5
171517810,338870889,5
338870889,171517812,5
171517817,171517821,5
171529817,171529825,5
171518329,171518330,5
171535391,335458591,5
335465126,275512658,5
335465155,335465126,5
171520187,335465126,5
335465130,275512658,5
275512658,335465136,5
335465139,335465136,5
335465141,335465136,5
335465148,335465126,5
335465148,335465155,5
335465159,335465148,5
914890702,914890701,5
171518114,171518120,5
976093695,1045482998,5
1045482986,1060089142,5
1060089142,1060089141,5
1060089141,1060089145,5
1060089145,1060089146,5
1045482998,1060089149,5
1060089150,1060089149,5
1060089151,1060089150,5
1060089146,1060089152,5
1060089152,1060089151,5
171521197,24867130,5
171521195,171521197,5
171521190,171521195,5
171521182,171521187,5
171521175,171521191,5
171521171,171521175,5
171521786,171521168,5
171521785,171521786,5
171520833,171521785,5
171520831,171520833,5
171521187,171521190,5
171521191,275503480,5
275503480,171521182,5
171521168,275506532,5
275506532,171521171,5
335455339,335455340,5
335455341,335455339,5
335455341,338874685,5
338874689,338874685,5
338874689,335455341,5
171520584,171521165,5
171520585,171520584,5
171518005,171518003,5
275498634,171519094,5
171510184,171510054,5
976143943,335454880,5
171517390,171517389,5
328012379,328012380,5
328012380,338857633,5
328012379,171517389,5
921334844,921334846,5
851472972,851472973,5
338857663,338857678,5
171521519,171521514,5
171519674,171519673,5
171511032,915014346,5
915014346,171511063,5
24880995,24880994,5
24880994,24881005,5
171522090,171522110,5
171522092,171522090,5
171522162,171522092,5
171521914,171522169,5
171517947,171517978,5
24866347,171517947,5
171522169,171522162,5
171521160,171521158,5
171521183,171521160,5
171521187,171521183,5
171513058,171513069,5
171512982,1004561649,5
1004561649,171513058,5
1004561649,1004561650,5
171513069,1004561651,5
171513069,1004561653,5
1004561653,1004561652,5
338870797,338870796,5
243541581,171517364,5
171517373,171517374,5
171517373,171517371,5
243542345,243542348,5
171518396,171518397,5
171517316,171517063,5
171524540,171524546,5
171521127,950311304,5
171521128,950311305,5
1045488481,1045488483,5
1045488483,1045488478,5
1045488485,1045488484,5
950311305,1045488486,5
1045488486,1045488481,5
950311304,1045488487,5
1045488487,1045488497,5
1045488497,1045488485,5
1045488484,1060078583,5
1060078583,1060078584,5
1060078584,950311306,5
1045488478,1060078585,5
1060078585,950311307,5
950311307,1060080275,5
1060080275,215650352,5
950311306,1060080276,5
1060080276,243541298,5
976097053,976097055,5
976097054,976097055,5
335463949,275984034,5
171530644,171530134,5
287955039,287955041,5
171527043,171527044,5
171517775,171517774,5
171527931,915005195,5
915005195,171527940,5
171522138,171522140,5
171510089,915031332,5
915031332,171510120,5
171521654,171521659,5
171521655,171521659,5
171531773,171531772,5
171531772,335459292,5
171519969,171519973,5
171519973,335454360,5
335454359,171520051,5
171522101,171521697,5
171522097,171522101,5
171518387,171518403,5
243540916,917379798,5
917379798,243540910,5
171518465,171518461,5
171518461,24866485,5
24866485,24866484,5
171518459,171518465,5
171525715,979687306,5
979687306,171525726,5
243542012,916273018,5
916273018,243542010,5
171520261,171520219,5
275506425,171521938,5
216601325,335463098,5
171527243,171527246,5
171527168,171527243,5
171527246,243540494,5
171518729,24866629,5
171518728,171518729,5
171518061,171518728,5
243541708,171518061,5
171516967,171517036,5
954281233,24865245,5
872680776,954281233,5
171520132,171520113,5
171520125,171520132,5
914900167,914900166,5
171522210,275505972,5
171522206,171522210,5
171522223,171522206,5
338857606,950302556,5
950302556,338857605,5
171517967,171518031,5
171517961,171517967,5
851480947,851480946,5
851480946,851480948,5
335454380,335454379,5
171519037,171519363,5
851472971,851472970,5
171518053,171518045,5
335454837,335454841,5
171517746,171517804,5
171519049,171519055,5
171517622,171517651,5
171517623,171517622,5
216616251,976199820,5
243540409,243540404,5
171527271,243540409,5
171520587,221993694,5
171520588,918469868,5
918469868,918469869,5
918469869,171520587,5
171514548,171514553,5
171514553,171514556,5
171520158,851850470,5
851850470,171520305,5
215640596,215640595,5
215640595,243541005,5
806148406,806148405,5
806148407,922329145,5
922329145,806148406,5
171512441,338872349,5
275983399,171525145,5
171522729,171522603,5
171529674,335459999,5
335459999,275214616,5
338857835,338857833,5
171516052,335464395,5
171518065,171518066,5
171517643,171518064,5
171517641,171517643,5
275981573,171518065,5
171518064,275981573,5
171513253,171513261,5
171513292,171513296,5
24864901,171513151,5
24864901,171513253,5
171513151,243540883,5
171513296,918265728,5
171513261,918265728,5
171517906,243541679,5
275986609,243541679,5
171523427,171523225,5
171518714,171518623,5
1061989626,1061989625,5
171518344,171518341,5
171510466,171510467,5
171521322,843736727,5
843736727,843736726,5
1120747155,979698927,5
171521105,1121194399,5
1121194399,1120747155,5
171523613,922334498,5
922334498,919512407,5
335455500,24866626,5
918466677,171524050,5
918466678,171524025,5
918466678,918466677,5
171530200,24881397,5
24865424,335463039,5
335463039,1121939361,5
1121939361,24865475,5
335454355,171519940,5
335454355,171519955,5
338857929,275982733,5
275982733,914993223,5
914993223,171516907,5
171529367,171529373,5
171529373,171529383,5
335461703,24879513,5
335455653,1045498304,5
1045498304,335455651,5
171516011,171516015,5
171523170,171523179,5
171522751,171522752,5
848561143,171521080,5
171521065,1045491734,5
1045491734,171521079,5
171521079,1045492548,5
1045492548,848561143,5
171521080,1045494399,5
1045494399,171521112,5
171517253,275981573,5
335455567,171517253,5
171514132,171514105,5
171520167,171520189,5
171520178,171520189,5
243540963,243540964,5
243540964,243540967,5
243541002,243540967,5
171525053,171525058,5
171517353,171519107,5
171517352,171517353,5
216615349,954206158,5
954206158,954206159,5
954206159,954206162,5
171521621,171521619,5
171521623,171521621,5
171517420,338857569,5
338857569,338857581,5
171530391,171530394,5
171521277,171521288,5
171531641,171531738,5
171518118,171518121,5
171518178,171518118,5
171518121,1114900393,5
1114900393,171518215,5
171514063,171514077,5
171511472,171511535,5
171511326,918464436,5
171511472,918464436,5
24863171,171510128,5
171510091,24863171,5
171510089,171510091,5
171510000,171510003,5
171509964,196299402,5
171510128,196299413,5
196299402,171510000,5
171510003,171510089,5
171515958,171515970,5
171534434,171534437,5
171530398,276017120,5
24881519,171530355,5
171530355,979692038,5
979692038,171530398,5
171510444,171510434,5
171510442,171510444,5
1061989647,1061989648,5
171523107,171523106,5
171523106,335456375,5
171523274,171523107,5
171518033,171518031,5
171518034,171518033,5
171523390,171523386,5
171523161,24870105,5
171534583,171534663,5
275451393,171523327,5
171534460,915037058,5
915037058,915037059,5
915037059,171534663,5
171523386,916252841,5
916252841,275451393,5
171523318,916275132,5
916275132,916275133,5
916275133,171523161,5
171523327,916275560,5
916275560,171523318,5
918508176,171523390,5
918508176,171534460,5
964740760,976098014,5
842925165,842925166,5
171518910,171518895,5
216616350,918459963,5
918459963,216601222,5
1111486319,1111486321,5
1111486321,1111486320,5
1111486317,1111486322,5
1111486322,1111486319,5
171521946,275506435,5
171513959,171513958,5
171513953,171513959,5
171513958,171514229,5
171513963,171513953,5
171525846,171525850,5
171525850,917709837,5
917709837,171525903,5
171529942,24881312,5
243540719,171529988,5
24881312,171529988,5
171529988,171529993,5
215673457,171518829,5
171518832,1062385676,5
1062385676,171518829,5
171518857,171518859,5
335455525,335455536,5
335455536,335455544,5
335455525,335455544,5
171530355,24881523,5
24881523,915035407,5
171530239,979692035,5
979692035,915035407,5
335456103,335456099,5
338836101,338836102,5
171535793,171535835,5
171511618,171511607,5
243540910,243540909,5
243540911,917379799,5
917379799,243540910,5
851480940,851480938,5
851480941,851480942,5
851480940,851480943,5
851480942,851480937,5
851480941,851480944,5
851480944,851480943,5
287955001,243541607,5
338858446,171519700,5
171519700,338858447,5
171519700,275499267,5
171519702,275499267,5
275499267,338858449,5
171510943,171511032,5
274783645,171510928,5
848632042,848632043,5
848632043,171510943,5
171510670,875076016,5
875076016,171510690,5
171511032,915008251,5
915008251,24860641,5
171510928,918461176,5
918461176,848632042,5
805721322,805721324,5
805721321,805721322,5
805721322,805721323,5
171516056,916275492,5
916275492,276016166,5
276016166,979565961,5
171523304,171523308,5
171523305,171523321,5
171529926,171529923,5
24881017,171529926,5
24881016,24881017,5
171528795,915038970,5
915038970,171528823,5
171528823,918458221,5
918458221,918469871,5
918469871,24881016,5
914975907,171528823,5
171529085,171529096,5
171530886,24883324,5
171530676,171530886,5
24879643,171524077,5
171524077,171524121,5
171517669,171518095,5
171525403,171525470,5
171525470,171525498,5
914990886,171525403,5
914990887,914990886,5
914990887,335461714,5
171519501,171519631,5
171518396,171518399,5
171518389,171518396,5
171518381,171518389,5
171518110,275981983,5
171518107,171518110,5
243542010,171515077,5
243542010,171515087,5
950302555,171517473,5
171518412,950302555,5
851479988,851479987,5
171531204,171531164,5
171530371,171530359,5
171531164,171530405,5
171530405,171530371,5
171531128,275988099,5
335461990,171531204,5
171531103,915036606,5
915036606,171531128,5
275988099,915044848,5
915044848,335461990,5
171530359,979692038,5
171525271,275110107,5
171510537,851482037,5
851482037,171510561,5
275976677,275976659,5
275976656,1061989625,5
1061989625,275976677,5
275976659,1061989627,5
915037610,24880424,5
915037610,171526504,5
171523448,171523430,5
171523426,915041032,5
915041032,171523448,5
275512869,275512880,5
171519612,171519627,5
171517933,171517930,5
171517729,171517930,5
171517904,171517933,5
335459579,335459585,5
171528482,171528504,5
243540584,171528484,5
171528484,171528482,5
335454709,243541370,5
335454709,335454711,5
275498076,275498081,5
275498081,338858894,5
171517211,171517321,5
171525225,275983432,5
275983432,275983431,5
171512057,171512061,5
243542074,915003601,5
915003601,171512057,5
171521450,171521474,5
171519968,171519986,5
171519915,171519968,5
171519910,171519915,5
171521484,171521474,5
171519986,915040725,5
915040725,915040726,5
915040726,171521450,5
24867157,949534563,5
949534563,171521484,5
851480950,171522303,5
171523275,171523281,5
171523275,171523280,5
338829695,819091563,5
243541638,243541640,5
171520015,171520017,5
171520015,171520027,5
171520027,171520017,5
275450849,171520017,5
850872572,950089886,5
950089886,850872577,5
275987863,275987864,5
805730804,275987863,5
171516015,171516017,5
171516039,171516048,5
243541131,171516008,5
171516008,171516039,5
171516017,243541131,5
24866067,915016347,5
915016347,171516015,5
171513919,886006124,5
171513946,171513919,5
171518328,171518331,5
171518326,171518328,5
171518325,171518326,5
171518321,171518325,5
171518331,916275533,5
916275533,171518347,5
1060292796,24866737,5
171520743,916275613,5
916275613,171520751,5
171515918,243541145,5
243541145,171515922,5
171515922,171516262,5
243540817,215644124,5
914980613,914980614,5
918464442,918464443,5
918464443,171523807,5
918464446,918464442,5
24879419,918464447,5
918464447,918464446,5
171523807,914980613,5
914980614,243540817,5
338858690,338858698,5
338858704,338858709,5
338858711,338858709,5
171523130,171523148,5
24870094,275173956,5
171523148,275173956,5
275173985,24869949,5
171522896,914902969,5
914902969,275173985,5
171522896,919930580,5
919930580,171523130,5
243541798,338858973,5
171519975,171519984,5
338857628,338857571,5
171522208,171522210,5
338858715,338858727,5
171516067,915040813,5
915040813,171516178,5
171526516,979707342,5
979707342,24880447,5
171517630,243541664,5
171517629,171517630,5
171517629,171517628,5
171517630,1061991154,5
1061991154,1061991155,5
1061991156,1061991155,5
1061991156,1061991157,5
1061991155,1061991157,5
171527092,24880604,5
171527073,171527092,5
171513475,335463667,5
171513475,171513465,5
275215657,338836680,5
338836680,24881271,5
171519134,171520119,5
171520136,915027759,5
915027759,171520119,5
171519951,171519934,5
24865559,335464176,5
171518839,171518508,5
171519191,171519186,5
171529485,171529537,5
171513638,171514351,5
171522140,171522152,5
171515852,243541149,5
171515846,171515852,5
24881522,24881524,5
171530405,24881522,5
171517395,171517409,5
171517449,171518369,5
171518375,171518371,5
171517441,171517409,5
171517384,171517395,5
171517381,171517384,5
222029786,171518375,5
851472961,171517449,5
171517441,851472962,5
851472962,851472961,5
24866489,880294293,5
880294293,222029786,5
171518369,921338666,5
171518371,921338666,5
171519357,171519359,5
171519355,171519357,5
171519354,171519355,5
171519348,171519354,5
171519359,275499150,5
338869909,171519392,5
171519361,338869909,5
275499150,171519361,5
335454844,335454835,5
171519519,335455618,5
243541627,243541624,5
171523374,171523390,5
171511543,171511535,5
171512011,24864570,5
171511543,171511960,5
171511934,914997979,5
914997979,171511960,5
171511585,915003543,5
915003543,915003544,5
915003544,171512011,5
916272365,916272366,5
916272366,171511585,5
171511535,918464458,5
918464458,916272365,5
1119392946,171521352,5
171517970,171517947,5
171517962,171517970,5
171528604,171528118,5
171531576,171531581,5
171531575,171531576,5
171531549,171531572,5
171531572,171531575,5
171531534,171531536,5
338858815,171519757,5
171519752,171519757,5
171519757,338858814,5
171517888,171517895,5
171517887,171517888,5
335459579,335459572,5
335459583,335459579,5
1111486323,1111486318,5
1111486323,1111486324,5
1111486321,1111486324,5
1111486318,1111486324,5
171519482,171519499,5
171519482,171519477,5
171519477,171519503,5
171518129,171518142,5
275990556,171515867,5
171518604,171518605,5
171519706,171519726,5
171519704,171519706,5
171519717,171519706,5
171517624,171517742,5
171521979,171521977,5
171521980,171521979,5
171528279,24880803,5
171528995,171529970,5
171512342,171512348,5
171522982,171522981,5
171522972,171522982,5
171522962,171522972,5
171517710,171517746,5
171517625,171517710,5
171517746,171517791,5
243541678,243541679,5
215644081,171524006,5
171519892,171519888,5
243540415,243540409,5
243540423,243540415,5
335459232,335459234,5
171527485,979692030,5
24880741,979692030,5
171526418,215650747,5
328012379,338857631,5
171520975,171520968,5
171520933,171520942,5
24867076,171520933,5
171520942,243541366,5
243541366,243541370,5
243541370,171520975,5
171522303,171522290,5
171522269,171522279,5
171522279,171522290,5
171524750,171524751,5
171524767,171524751,5
171522000,171522023,5
171526999,915030680,5
915030680,915030681,5
915030681,171527003,5
171518388,338857612,5
976098877,976098878,5
1061989632,1061989631,5
1061989632,1061989633,5
1061989629,1061989648,5
1061989648,1061989631,5
171510044,171510000,5
171510036,171510044,5
171510054,171510059,5
915022480,171510054,5
915022480,171510036,5
915024636,171510410,5
915024636,171510063,5
171510059,915024638,5
171510063,915024638,5
171521200,171521202,5
171517673,171517665,5
171521154,171521200,5
335464049,275095097,5
215642839,171518483,5
171518483,24866520,5
215642841,215642839,5
171518238,171518242,5
171518236,171518238,5
171518235,171518236,5
171518688,171518690,5
948255653,171521934,5
948255653,171521821,5
806148413,806148414,5
243541145,243541146,5
338857893,338857885,5
338857893,171522122,5
338857885,171522122,5
171517878,918466694,5
918466694,171517879,5
171519343,171519361,5
338869909,338869910,5
921334850,921334851,5
921334850,921334853,5
921334853,921334851,5
171521528,171521532,5
171521528,171521522,5
171525034,171525035,5
171524780,171525034,5
171534468,171534470,5
171517755,215656338,5
171517756,171517755,5
335455493,335455521,5
335455521,335455525,5
171522287,976093944,5
976093944,335455493,5
976093945,976093944,5
171523296,171523282,5
171518737,171518728,5
171525010,335455500,5
335455500,171518737,5
24863832,171510846,5
171511476,914992119,5
914992119,171511472,5
918466695,171511476,5
171510846,919928254,5
919928254,918466695,5
171517060,171517063,5
171517059,171517060,5
171517063,171517334,5
171523324,171523311,5
215652741,171520063,5
171520063,338858530,5
338858530,338858800,5
171516888,275982603,5
171518693,24866601,5
171518050,171518693,5
171518052,171518050,5
171518046,171518052,5
171519729,171519730,5
171519724,171519729,5
335458060,335458061,5
171517113,171517071,5
171517160,848561139,5
848561139,171517203,5
171517206,851472972,5
851472972,171517113,5
171517203,1062907150,5
1062907150,171517206,5
171517781,171517782,5
171517808,171517781,5
171517803,335465680,5
171517804,171517803,5
171517801,171517804,5
171517782,275985673,5
171516492,171516496,5
243540627,243540628,5
243540628,275983732,5
275983732,243540626,5
338858522,171520065,5
171523047,171523052,5
171523047,171523048,5
171518339,24866434,5
171518331,171518339,5
171518636,24866434,5
171518638,171518636,5
171518663,171518638,5
171518301,171518328,5
171518299,171518301,5
171518669,171518663,5
171518673,171518669,5
24866427,215642887,5
215642887,171518299,5
24867127,171521240,5
171521248,24867127,5
171521245,171521248,5
171521246,171521245,5
171521258,171521273,5
171521265,171521258,5
171521264,171521265,5
171520158,171520163,5
221993700,221993701,5
171520163,221993700,5
335455165,171520158,5
171518533,335455165,5
221993694,221993702,5
221993701,915028135,5
915028135,221993694,5
171513911,171513913,5
976093946,171519895,5
976093946,171519961,5
171517951,275977572,5
171517954,171517951,5
171517973,171517954,5
976093947,976093946,5
287955041,287955047,5
287955052,287955041,5
338871020,275503110,5
171512530,171512584,5
171518760,171518764,5
171518666,171518760,5
171521213,171521210,5
171522185,171522186,5
171521282,171521302,5
171521271,171521282,5
171521246,171521271,5
171521244,171521246,5
171522287,275506003,5
915040491,171522337,5
948255657,275506003,5
948255658,948255657,5
948255658,915040491,5
171522186,949533570,5
949533570,171522287,5
171522166,171522185,5
171522162,171522166,5
171522070,171522071,5
171521897,171522070,5
171521302,171521897,5
171522071,275503110,5
275503110,171522089,5
171522089,171522162,5
171521211,171521217,5
171521210,171521211,5
171521207,171521210,5
171521206,171521207,5
171521242,1045496754,5
1045496754,171521244,5
171521217,1045496767,5
1045496767,171521242,5
976094679,976094676,5
171519888,171519870,5
275981626,171518094,5
171518085,171518093,5
171518104,171518085,5
171518098,171518104,5
171518101,171518098,5
171518099,171518101,5
171517670,171518099,5
915038971,915038970,5
914903633,914903632,5
171530243,171530246,5
275986188,335459572,5
335459572,976139727,5
976139727,335459570,5
275500985,171521722,5
275500985,171521717,5
171521717,171521722,5
275987849,243540772,5
243543188,243543189,5
921338667,921338666,5
921338668,921338667,5
921338669,921338667,5
921338669,921338668,5
921338670,921338668,5
921338670,921338669,5
976097050,921338670,5
171527130,171527152,5
24880605,171527130,5
171527152,171527168,5
171527168,275506907,5
275506907,171527172,5
872170844,171527172,5
171511960,243542060,5
171523169,171523170,5
171523211,171523413,5
275173951,171523156,5
275173954,275173951,5
171523156,171523169,5
171523211,171523170,5
171523473,915043449,5
915043449,335458134,5
171523413,916277171,5
916277171,916277172,5
335458134,916277172,5
171515672,171515733,5
171515628,171515640,5
171515625,171515628,5
275976625,171515625,5
275976627,275976625,5
24866007,275976627,5
275976629,275976627,5
171515640,171515672,5
335458135,335458134,5
335458135,335458194,5
171521902,171521903,5
338869953,171521902,5
24867183,171521901,5
875149296,875149295,5
171531244,171531204,5
171518242,171518255,5
171518254,171518242,5
171518253,171518254,5
171521142,1045488477,5
1045488477,171521144,5
171521144,1045488566,5
1045488566,215650357,5
171518192,171518197,5
171517786,171518192,5
171517785,171517786,5
171517769,171517785,5
171517680,171517769,5
171517673,171517680,5
171517632,243541664,5
171517654,171517673,5
243541664,171517654,5
842866290,842866289,5
171518197,1045503978,5
1045503978,171518200,5
171521631,171521637,5
171521388,171521397,5
171518656,171518659,5
171518656,842866292,5
171519723,275498098,5
171519723,171519721,5
171519697,171519723,5
171517925,171518029,5
171528353,171528344,5
171520861,171520868,5
171520862,171520863,5
171518193,24866411,5
171520863,171520861,5
243540781,950506829,5
950506829,243540778,5
275512870,275512945,5
243541944,24865605,5
335464045,243541944,5
335464046,335464045,5
24865605,851480000,5
171518149,171518151,5
171518128,171518149,5
171518127,171518128,5
171518126,171518127,5
215641768,215641775,5
243541737,215641768,5
171517818,335455676,5
805721327,805721326,5
171519732,171519736,5
171519729,171519732,5
171519731,171519732,5
24881309,24881310,5
171521679,171521680,5
171521690,171521675,5
171521675,275501344,5
275501344,171521679,5
171509784,914994413,5
914994413,914994414,5
171513151,914994414,5
171520126,171520166,5
171512573,171512607,5
171512607,979672968,5
979672968,171512636,5
976097045,976097046,5
243542226,914994852,5
914994852,171512410,5
171523296,171523301,5
171523288,171523296,5
171519270,171519276,5
171525106,171525055,5
171525105,171525106,5
171523467,171523490,5
171521909,335455088,5
171521845,171521846,5
171521842,171521845,5
171521841,171521842,5
24867178,171521841,5
171521846,275506206,5
275506206,171521909,5
171521794,24867178,5
171521180,171521794,5
171521171,171521180,5
275506533,275506546,5
275506546,171521171,5
171511707,171511865,5
171511844,24864243,5
171511841,171511844,5
171511707,914987141,5
914987141,171511844,5
171523031,24870069,5
171523012,171523031,5
171523009,171523012,5
171520162,171520151,5
171520151,171520147,5
171520147,171520146,5
171523061,171523064,5
171523066,171523064,5
851480952,851480951,5
851480953,851480952,5
851480952,851480954,5
851480953,948242348,5
948242348,851480954,5
171531670,171531786,5
196351628,196351629,5
171531786,171531663,5
196351628,171531663,5
243541170,243541183,5
243540586,979687310,5
979687310,171526246,5
215673770,243542013,5
171517036,171516958,5
171514631,171516958,5
171517036,171517113,5
171514573,1062907148,5
1062907148,171514631,5
171522631,171522632,5
171522919,916282551,5
916282551,171535100,5
171522632,1135213064,5
1135213064,171522919,5
171535100,1135213086,5
1135213086,171536104,5
171523017,171522986,5
171522972,171523017,5
171522972,171522940,5
24880019,915001790,5
915001790,171524810,5
171525503,918459968,5
918459968,171524810,5
171518619,171518620,5
171518614,171518617,5
171518613,171518614,5
171518621,171518613,5
171518604,171518621,5
