Line_ID,Start_Object_ID,End_Object_ID,Full_Line_ID
40878,15984,11847,40878
10859,11790,15959,10859
15874a,15929,15945,15874
15874b,15945,15959,15874
34247,15918,15919,34247
34945,15918,15917,34945
33899,11842,11847,33899
27121a,15949,15948,27121
27121b,15948,15952,27121
27121c,15952,15950,27121
27121d,15950,15951,27121
7743a,15950,15949,7743
7743b,15949,15948,7743
7743c,15948,15952,7743
7743d,15952,15915,7743
7743e,15915,15951,7743
13627a,15948,15949,13627
13627b,15949,15950,13627
13627c,15950,15952,13627
13627d,15952,15951,13627
30955a,15948,15949,30955
30955b,15949,15950,30955
30955c,15950,15952,30955
30955d,15952,15951,30955
31913a,15948,15949,31913
31913b,15949,15950,31913
31913c,15950,15952,31913
31913d,15952,15951,31913
33969a,15952,15948,33969
33969b,15948,15950,33969
33969c,15950,15951,33969
33969d,15951,15949,33969
4542,15864,11823,4542
28106a,8968,14920,28106
28106b,14920,25130,28106
28106c,25130,14916,28106
44880,8968,14916,44880
883a,8968,14929,883
883b,14929,14926,883
883c,14926,14920,883
21495,8968,14982,21495
10949a,10991,11002,10949
10949b,11002,10990,10949
10949c,10990,15884,10949
459,10991,10990,459
9956,10990,10991,9956
20014a,11002,16053,20014
20014b,16053,16069,20014
28755,16053,16100,28755
41123,11025,10992,41123
12278a,11025,10992,12278
12278b,10992,11024,12278
12278c,11024,11003,12278
17590a,10992,11001,17590
17590b,11001,11025,17590
17590c,11025,11003,17590
21784a,11025,10992,21784
21784b,10992,11003,21784
11321a,26635,26634,11321
11321b,26634,26633,11321
47811a,26635,26633,47811
47811b,26633,26634,47811
39421a,26633,26634,39421
39421b,26634,26635,39421
39421c,26635,26645,39421
39421d,26645,26646,39421
15001,11024,11714,15001
47612,11024,11023,47612
47122a,11024,11016,47122
47122b,11016,11020,47122
20167a,11024,26318,20167
20167b,26318,26326,20167
131,26646,26645,131
23221,26647,11715,23221
27620a,11714,26326,27620
27620b,26326,26318,27620
51511,26324,26325,51511
49770,26325,26324,49770
49181,26325,26324,49181
4713,26324,26325,4713
10394a,26326,26323,10394
10394b,26323,26318,10394
4676a,26318,26323,4676
4676b,26323,26326,4676
34843,26318,26323,34843
40655a,11727,26295,40655
40655b,26295,26289,40655
49708,26289,26295,49708
42908,26295,26289,42908
27359a,20460,20430,27359
27359b,20430,20433,27359
27359c,20433,20432,27359
32790a,20460,20430,32790
32790b,20430,20433,32790
32790c,20433,20432,32790
22452a,20430,20433,22452
22452b,20433,20432,22452
20601a,20430,20433,20601
20601b,20433,20432,20601
20601c,20432,16097,20601
20601d,16097,16076,20601
20601e,16076,16102,20601
20444a,20433,20430,20444
20444b,20430,20432,20444
46480a,20430,20433,46480
46480b,20433,20432,46480
46480c,20432,16076,46480
38531,16086,16042,38531
45997,16086,16098,45997
4199,16086,20429,4199
3453a,20429,20454,3453
3453b,20454,16073,3453
10527,20429,20454,10527
29961a,16074,20443,29961
29961b,20443,16085,29961
29961c,16085,20459,29961
32551,20458,20453,32551
35361,20457,20456,35361
45711,16043,16094,45711
17159a,16091,16097,17159
17159b,16097,16043,17159
17159c,16043,16102,17159
21967,16094,16087,21967
28663a,16097,16043,28663
28663b,16043,20443,28663
28663c,20443,16096,28663
28663d,16096,16102,28663
28663e,16102,20459,28663
29121a,16091,16090,29121
29121b,16090,16072,29121
2062a,16097,20461,2062
2062b,20461,16076,2062
2062c,16076,16102,2062
6159,16097,16102,6159
48087a,16097,16102,48087
48087b,16102,16076,48087
31720a,16043,16097,31720
31720b,16097,16102,31720
9286a,16097,16072,9286
9286b,16072,16090,9286
9286c,16090,16102,9286
9286d,16102,16092,9286
9286e,16092,16058,9286
9286f,16058,16057,9286
41657,16094,16087,41657
35832a,16043,16097,35832
35832b,16097,16102,35832
40441,20442,20428,40441
15302,20442,20405,15302
3288a,16088,16041,3288
3288b,16041,16084,3288
3288c,16084,16075,3288
38755a,16095,16088,38755
38755b,16088,16041,38755
52055a,16041,16095,52055
52055b,16095,16088,52055
20945,16041,16088,20945
8510a,16088,16095,8510
8510b,16095,16084,8510
8510c,16084,16080,8510
22940a,16088,16084,22940
22940b,16084,16095,22940
22940c,16095,16080,22940
31193a,16095,16082,31193
31193b,16082,16081,31193
36851a,20443,20461,36851
36851b,20461,20459,36851
23968a,20443,16075,23968
23968b,16075,20459,23968
834,20450,20461,834
40552,20440,16073,40552
48687,20440,20453,48687
34943,20440,16101,34943
39778a,20440,11019,39778
39778b,11019,10995,39778
39778c,10995,16101,39778
39778d,16101,11023,39778
7479,16082,16081,7479
14219a,16090,16072,14219
14219b,16072,16047,14219
14219c,16047,16062,14219
14219d,16062,16058,14219
14219e,16058,16057,14219
30723,16044,16075,30723
47342,20456,20455,47342
18087,20441,20428,18087
50236,16076,16098,50236
37508,16073,16098,37508
40568,16071,16070,40568
10107a,16048,16047,10107
10107b,16047,16062,10107
10107c,16062,16092,10107
21861a,16055,16103,21861
21861b,16103,16071,21861
21861c,16071,16070,21861
6769,16055,16103,6769
37584,16099,16071,37584
38601,16055,16103,38601
41971a,16048,16055,41971
41971b,16055,16103,41971
44790,16070,16100,44790
8677,16062,16047,8677
10644,16093,16092,10644
5704,16057,16058,5704
17876a,10998,10989,17876
17876b,10989,11023,17876
45304a,10989,11020,45304
45304b,11020,11016,45304
9450a,11019,10995,9450
9450b,10995,11023,9450
22648a,10995,11019,22648
22648b,11019,10994,22648
26059a,10995,11019,26059
26059b,11019,16101,26059
24189,11020,11016,24189
2847,11022,10980,2847
4442,11022,11023,4442
46522a,11715,11713,46522
46522b,11713,11744,46522
43153,15885,15886,43153
23347,15906,15905,23347
22211a,15906,15875,22211
22211b,15875,15905,22211
22211c,15905,15876,22211
13357,16052,15872,13357
26557,16052,15892,26557
35563a,16052,15892,35563
35563b,15892,15890,35563
35563c,15890,15891,35563
19866a,15892,15891,19866
19866b,15891,15890,19866
585,15886,15872,585
8090a,15890,15891,8090
8090b,15891,16083,8090
8090c,16083,16081,8090
3410a,15891,15890,3410
3410b,15890,16083,3410
11938,15905,15907,11938
41578a,15891,15890,41578
41578b,15890,15875,41578
41578c,15875,15876,41578
17685a,15875,15876,17685
17685b,15876,15891,17685
17685c,15891,15890,17685
14029a,15875,15905,14029
14029b,15905,15876,14029
16373,16083,16081,16373
20558,18438,18410,20558
23671a,18417,18438,23671
23671b,18438,18418,23671
23671c,18418,11517,23671
23671d,11517,11540,23671
23671e,11540,11568,23671
23671f,11568,11567,23671
1961a,18438,18410,1961
1961b,18410,11566,1961
1961c,11566,18418,1961
40614a,18438,18417,40614
40614b,18417,18410,40614
24526,18410,11514,24526
36999,18438,18418,36999
48698,18410,18416,48698
31336a,18417,18438,31336
31336b,18438,11565,31336
37552,18417,11565,37552
35943,11617,11547,35943
43945a,11547,11510,43945
43945b,11510,11508,43945
9937,11547,11511,9937
17298,11617,11614,17298
50250,11510,11511,50250
27622,11508,11547,27622
9306a,26501,26525,9306
9306b,26525,26498,9306
3440a,18408,26518,3440
3440b,26518,26520,3440
29716,18408,18416,29716
2461a,26525,26498,2461
2461b,26498,26499,2461
22069a,26498,26525,22069
22069b,26525,26500,22069
31908a,26525,26498,31908
31908b,26498,26499,31908
35025,26498,26525,35025
46910a,11514,11550,46910
46910b,11550,11516,46910
41608a,11541,11507,41608
41608b,11507,11569,41608
17224a,11541,11569,17224
17224b,11569,11505,17224
26518,11541,11507,26518
10468,11499,11548,10468
26246,11499,11548,26246
42018a,11499,11515,42018
42018b,11515,11550,42018
42018c,11550,11516,42018
29049,11499,11515,29049
2149a,11499,11581,2149
2149b,11581,11549,2149
12525,11499,11500,12525
4898a,26500,26524,4898
4898b,26524,26515,4898
19823,11507,11519,19823
30688a,11507,11519,30688
30688b,11519,11567,30688
30688c,11567,11568,30688
19576a,11507,11566,19576
19576b,11566,18439,19576
19576c,18439,18440,19576
22695a,11507,11585,22695
22695b,11585,26789,22695
24321,11507,11566,24321
9690a,11507,11566,9690
9690b,11566,18440,9690
9690c,18440,18439,9690
47506a,11507,11585,47506
47506b,11585,11542,47506
11276a,11507,11566,11276
11276b,11566,18409,11276
11276c,18409,18439,11276
11276d,18439,18440,11276
11276e,18440,18459,11276
11276f,18459,18460,11276
40480,11566,18418,40480
39055a,11515,11516,39055
39055b,11516,11550,39055
13482a,11548,11513,13482
13482b,11513,11511,13482
38171a,11513,11548,38171
38171b,11548,11511,38171
46370,11513,11548,46370
20202,11548,11511,20202
31127a,18366,18409,31127
31127b,18409,18459,31127
31127c,18459,18460,31127
35331a,11549,11581,35331
35331b,11581,11540,35331
35331c,11540,11517,35331
30072a,18440,18439,30072
30072b,18439,18460,30072
30072c,18460,18459,30072
30072d,18459,18409,30072
47306a,18409,18459,47306
47306b,18459,18460,47306
47306c,18460,18437,47306
47306d,18437,18412,47306
31359a,18439,18414,31359
31359b,18414,18440,31359
38526a,18439,18440,38526
38526b,18440,18414,38526
2171a,18459,18439,2171
2171b,18439,18460,2171
2171c,18460,18440,2171
2171d,18440,18409,2171
30012a,18409,18459,30012
30012b,18459,18460,30012
30012c,18460,18437,30012
47138,18413,18437,47138
48084,18413,18437,48084
38825,18437,18412,38825
40522a,11519,11568,40522
40522b,11568,11567,40522
45227,11516,11550,45227
39775,11540,11517,39775
12186a,11540,11517,12186
12186b,11517,11567,12186
12186c,11567,11568,12186
25334a,11540,11517,25334
25334b,11517,11568,25334
25334c,11568,11567,25334
26984,11517,11540,26984
9283a,11518,11568,9283
9283b,11568,11567,9283
43456a,11568,11567,43456
43456b,11567,11518,43456
14937,11520,11542,14937
17547,11520,11542,17547
44553a,11658,11662,44553
44553b,11662,11381,44553
44553c,11381,11380,44553
44553d,11380,11347,44553
10487,11658,11662,10487
738a,11658,11662,738
738b,11662,11381,738
738c,11381,11380,738
738d,11380,11347,738
738e,11347,11663,738
738f,11663,11665,738
738g,11665,11664,738
5516a,11662,11658,5516
5516b,11658,11665,5516
5516c,11665,11664,5516
5516d,11664,11663,5516
9045,11551,11542,9045
30859,11551,11542,30859
8614,11551,18368,8614
15175,11551,18370,15175
30858,11551,18370,30858
15105a,11347,11381,15105
15105b,11381,11380,15105
47593,11380,11381,47593
29085a,11380,11661,29085
29085b,11661,11381,29085
17955,11381,11380,17955
26055,11347,11542,26055
2005a,11542,11501,2005
2005b,11501,11552,2005
44756,11542,11501,44756
28829,11542,26789,28829
11037a,11526,11570,11037
11037b,11570,11571,11037
27551a,11526,11570,27551
27551b,11570,11571,27551
23113a,11577,11525,23113
23113b,11525,11571,23113
23113c,11571,11570,23113
10948,11577,11525,10948
24980a,11501,11552,24980
24980b,11552,11556,24980
24980c,11556,11557,24980
24980d,11557,11558,24980
24980e,11558,11559,24980
11199a,11560,11527,11199
11199b,11527,11561,11199
42599a,11561,11562,42599
42599b,11562,11563,42599
42599c,11563,11527,42599
42599d,11527,11560,42599
11063a,11560,11561,11063
11063b,11561,11527,11063
19507a,11560,11562,19507
19507b,11562,11561,19507
19507c,11561,11564,19507
19507d,11564,11563,19507
19507e,11563,11527,19507
19507f,11527,11575,19507
19507g,11575,11534,19507
43691a,11562,11563,43691
43691b,11563,11539,43691
12556a,11527,11563,12556
12556b,11563,11560,12556
12556c,11560,11562,12556
12556d,11562,11561,12556
2111,11564,11659,2111
2508,11564,11528,2508
37309a,11563,11564,37309
37309b,11564,11562,37309
37309c,11562,11528,37309
24074a,11527,11560,24074
24074b,11560,11561,24074
24074c,11561,11534,24074
24074d,11534,11575,24074
37281a,11564,11563,37281
37281b,11563,11562,37281
37281c,11562,11528,37281
31256a,11561,11560,31256
31256b,11560,11527,31256
31256c,11527,11534,31256
31256d,11534,11575,31256
30542a,11563,11562,30542
30542b,11562,11539,30542
47062,11504,11539,47062
32024,11504,11539,32024
14207,11504,11555,14207
25646a,11504,11664,25646
25646b,11664,11665,25646
8029a,11504,11502,8029
8029b,11502,11555,8029
8029c,11555,11553,8029
8029d,11553,11554,8029
26602a,11504,11665,26602
26602b,11665,11664,26602
23778,11504,11538,23778
25346,11659,11670,25346
45969,11503,11556,45969
19931a,11555,11552,19931
19931b,11552,11502,19931
19931c,11502,11554,19931
19931d,11554,11553,19931
40119a,11502,11554,40119
40119b,11554,11553,40119
31043,11521,11555,31043
41143a,11502,11554,41143
41143b,11554,11553,41143
38277a,11552,11556,38277
38277b,11556,11534,38277
38277c,11534,11575,38277
38277d,11575,11557,38277
38277e,11557,11559,38277
38277f,11559,11558,38277
12230a,11556,11557,12230
12230b,11557,11558,12230
12230c,11558,11559,12230
12230d,11559,11575,12230
12230e,11575,11534,12230
31858a,11502,11554,31858
31858b,11554,11553,31858
20307a,11556,11552,20307
20307b,11552,11502,20307
20307c,11502,11554,20307
20307d,11554,11553,20307
27640a,11664,11665,27640
27640b,11665,11657,27640
33303a,11657,11664,33303
33303b,11664,11665,33303
41171a,11533,11534,41171
41171b,11534,11573,41171
41171c,11573,11575,41171
41171d,11575,11574,41171
30979,11534,11575,30979
36685a,11558,11557,36685
36685b,11557,11559,36685
39007,11534,11575,39007
10074a,11534,11573,10074
10074b,11573,11533,10074
10074c,11533,11574,10074
10074d,11574,11575,10074
10074e,11575,11532,10074
10081a,11533,11534,10081
10081b,11534,11573,10081
10081c,11573,11574,10081
10081d,11574,11575,10081
14428a,11533,11573,14428
14428b,11573,11574,14428
15421a,11575,11534,15421
15421b,11534,11570,15421
15421c,11570,11571,15421
18009a,11575,11533,18009
18009b,11533,11534,18009
18009c,11534,11574,18009
18009d,11574,11573,18009
18009e,11573,26789,18009
18678a,11557,11559,18678
18678b,11559,11558,18678
18906,11534,11575,18906
5676a,11559,11557,5676
5676b,11557,11558,5676
25307a,11534,11574,25307
25307b,11574,11575,25307
25307c,11575,11570,25307
25307d,11570,11571,25307
27073a,11533,11573,27073
27073b,11573,11574,27073
28758a,11533,11573,28758
28758b,11573,11574,28758
21257a,11533,11574,21257
21257b,11574,11573,21257
26239a,11559,11558,26239
26239b,11558,11575,26239
26239c,11575,11557,26239
26239d,11557,11534,26239
48761a,26789,26778,48761
48761b,26778,26779,48761
19689a,26789,26778,19689
19689b,26778,26779,19689
48393a,26789,26778,48393
48393b,26778,26779,48393
32185a,26789,26778,32185
32185b,26778,26779,32185
34633a,26789,26778,34633
34633b,26778,26779,34633
17909,26789,11524,17909
42583a,26789,26778,42583
42583b,26778,26779,42583
25596a,11571,11570,25596
25596b,11570,11525,25596
41467a,11622,11635,41467
41467b,11635,11631,41467
29563a,11622,11635,29563
29563b,11635,11631,29563
1134a,26774,26765,1134
1134b,26765,26775,1134
35075a,26775,26765,35075
35075b,26765,26774,35075
36326a,26774,26775,36326
36326b,26775,11536,36326
36326c,11536,11523,36326
36326d,11523,11531,36326
36326e,11531,11535,36326
36326f,11535,26764,36326
36326g,26764,26763,36326
38861a,26766,26774,38861
38861b,26774,26775,38861
14966,26766,26788,14966
5814,26775,26774,5814
26180a,26775,26774,26180
26180b,26774,26763,26180
26180c,26763,26764,26180
39008a,26766,11530,39008
39008b,11530,11579,39008
39008c,11579,11580,39008
16023a,18484,18520,16023
16023b,18520,18521,16023
25324a,18484,18520,25324
25324b,18520,18521,25324
41034a,11532,11524,41034
41034b,11524,11506,41034
41034c,11506,11531,41034
7021,11532,11531,7021
38164a,11532,11536,38164
38164b,11536,11523,38164
38164c,11523,11531,38164
38164d,11531,11535,38164
21415,26788,26767,21415
14554,11524,26768,14554
4068,11524,11535,4068
12128a,11524,11536,12128
12128b,11536,11535,12128
33500,11524,26768,33500
35144,11524,11537,35144
31631,26767,26768,31631
7011a,11536,11535,7011
7011b,11535,11572,7011
48813a,11536,11511,48813
48813b,11511,11535,48813
18463,11576,11498,18463
1786a,11576,11511,1786
1786b,11511,11580,1786
1786c,11580,11578,1786
41731a,11576,11511,41731
41731b,11511,18517,41731
43206,11576,11511,43206
6545a,11544,11576,6545
6545b,11576,11511,6545
25462,11576,11544,25462
5996,11523,11537,5996
6250,11531,11582,6250
37406,11537,11505,37406
34775,11523,11500,34775
43949a,11523,11531,43949
43949b,11531,11511,43949
46212,11537,11505,46212
29600,11506,11537,29600
45827,11531,11537,45827
21980,11582,11569,21980
33075a,18507,18506,33075
33075b,18506,18505,33075
23976,18507,18508,23976
24498a,18507,18506,24498
24498b,18506,18505,24498
5650,18508,18507,5650
36600,18508,18531,36600
3179,18508,18531,3179
25946,18527,18530,25946
47346a,18505,18506,47346
47346b,18506,18527,47346
47346c,18527,18530,47346
41039a,18530,11535,41039
41039b,11535,11579,41039
41039c,11579,11580,41039
41039d,11580,18517,41039
1099,18505,18506,1099
4370a,18506,18505,4370
4370b,18505,18518,4370
4370c,18518,18504,4370
4370d,18504,18519,4370
5883a,18505,18506,5883
5883b,18506,18529,5883
5883c,18529,18513,5883
5883d,18513,18512,5883
40513,18506,18505,40513
7305a,18506,18505,7305
7305b,18505,11635,7305
7305c,11635,18500,7305
7305d,18500,11631,7305
7305e,11631,18504,7305
7305f,18504,18520,7305
7305g,18520,18518,7305
7305h,18518,18521,7305
7305i,18521,18519,7305
7579a,18505,18506,7579
7579b,18506,18527,7579
7579c,18527,18530,7579
21669a,18527,18530,21669
21669b,18530,18506,21669
21669c,18506,18505,21669
21669d,18505,18482,21669
35256,18505,18506,35256
37621a,18505,18506,37621
37621b,18506,18503,37621
37621c,18503,18502,37621
48008a,18505,18506,48008
48008b,18506,18512,48008
48008c,18512,18513,48008
48008d,18513,18529,48008
48835a,18506,18505,48835
48835b,18505,18503,48835
48835c,18503,18502,48835
19495,18506,18505,19495
3683a,18505,18506,3683
3683b,18506,18500,3683
3683c,18500,11635,3683
3683d,11635,11631,3683
3683e,11631,18521,3683
3683f,18521,18504,3683
3683g,18504,18520,3683
3683h,18520,18518,3683
3683i,18518,18519,3683
2810a,18505,18506,2810
2810b,18506,18504,2810
2810c,18504,18520,2810
2810d,18520,18519,2810
2810e,18519,18518,2810
2810f,18518,18521,2810
36385a,18492,18495,36385
36385b,18495,18510,36385
46689,18492,18489,46689
17800a,11529,11530,17800
17800b,11530,26769,17800
11484a,11530,11579,11484
11484b,11579,11580,11484
4563a,11529,26762,4563
4563b,26762,26776,4563
29165a,11631,11635,29165
29165b,11635,11623,29165
12609a,11635,11631,12609
12609b,11631,11623,12609
30547a,11621,11631,30547
30547b,11631,11635,30547
30547c,11635,18500,30547
30547d,18500,11630,30547
18730a,18500,18510,18730
18730b,18510,18495,18730
19119a,11621,11631,19119
19119b,11631,18500,19119
19119c,18500,11635,19119
19119d,11635,11613,19119
19119e,11613,11630,19119
19119f,11630,11629,19119
19119g,11629,11615,19119
7304a,11621,11631,7304
7304b,11631,11635,7304
27414a,18500,18520,27414
27414b,18520,18521,27414
39356a,11635,11631,39356
39356b,11631,11621,39356
39356c,11621,11613,39356
39356d,11613,11630,39356
41121a,11621,11613,41121
41121b,11613,11630,41121
3529a,18500,18520,3529
3529b,18520,18521,3529
33700a,11509,11511,33700
33700b,11511,11634,33700
44420,11509,11511,44420
29449,11509,11634,29449
48883,11569,11505,48883
37285,11619,11620,37285
8743,18495,18510,8743
2250a,11619,11638,2250
2250b,11638,11618,2250
2250c,11618,11637,2250
9488a,11619,11620,9488
9488b,11620,11618,9488
9488c,11618,11638,9488
9488d,11638,11637,9488
39842a,18518,18519,39842
39842b,18519,18504,39842
25107a,18504,18518,25107
25107b,18518,18519,25107
25107c,18519,18520,25107
25107d,18520,18521,25107
31405a,18518,18519,31405
31405b,18519,18504,31405
29324a,18519,18504,29324
29324b,18504,18518,29324
7435,11511,11615,7435
30722a,11578,11580,30722
30722b,11580,11579,30722
43143,11579,11580,43143
4227,11498,11572,4227
24963,11579,11580,24963
40112a,26762,26776,40112
40112b,26776,26764,40112
40112c,26764,26763,40112
29298a,26776,26762,29298
29298b,26762,26769,29298
44747,26762,26776,44747
7019a,26762,26776,7019
7019b,26776,26764,7019
7019c,26764,26763,7019
49505a,26762,26761,49505
49505b,26761,26776,49505
49505c,26776,26787,49505
49505d,26787,26760,49505
51089a,26763,26777,51089
51089b,26777,26764,51089
51089c,26764,26759,51089
51089d,26759,18761,51089
51089e,18761,18783,51089
30301a,26764,26763,30301
30301b,26763,26777,30301
2327,26764,26763,2327
45109,11522,18517,45109
4243,18531,18516,4243
21361,18531,18516,21361
28909a,18516,26760,28909
28909b,26760,26787,28909
31200a,18516,26760,31200
31200b,26760,26787,31200
3638,26787,26760,3638
27734,18482,18517,27734
30748a,18496,18501,30748
30748b,18501,18502,30748
8826a,18498,18497,8826
8826b,18497,18499,8826
42338a,18499,18497,42338
42338b,18497,18498,42338
34321a,18498,18496,34321
34321b,18496,18497,34321
34321c,18497,18499,34321
14919a,18497,18498,14919
14919b,18498,18499,14919
14919c,18499,18526,14919
30123a,18499,18498,30123
30123b,18498,18497,30123
969a,18499,18498,969
969b,18498,18497,969
969c,18497,18526,969
969d,18526,11457,969
969e,11457,11462,969
969f,11462,11474,969
969g,11474,11473,969
969h,11473,11470,969
969i,11470,11471,969
969j,11471,11472,969
25872a,18499,18497,25872
25872b,18497,18498,25872
37286a,18496,18501,37286
37286b,18501,18502,37286
18982a,18499,18497,18982
18982b,18497,18498,18982
18982c,18498,18496,18982
35189a,18497,18498,35189
35189b,18498,18499,35189
15546,18526,18494,15546
44785,18525,18526,44785
25079a,18515,18514,25079
25079b,18514,18529,25079
25079c,18529,18512,25079
25079d,18512,18513,25079
15917,18515,18514,15917
14300a,18515,18514,14300
14300b,18514,18513,14300
14300c,18513,18529,14300
14300d,18529,18512,14300
14300e,18512,18493,14300
14300f,18493,18491,14300
13394a,18514,18515,13394
13394b,18515,18493,13394
26396a,18501,18512,26396
26396b,18512,18529,26396
26396c,18529,18513,26396
5502a,18501,18512,5502
5502b,18512,18513,5502
5502c,18513,18529,5502
16338a,18512,18513,16338
16338b,18513,18529,16338
20698a,18513,18512,20698
20698b,18512,18529,20698
29376,11616,11613,29376
15750a,11616,11613,15750
15750b,11613,11629,15750
15750c,11629,11615,15750
29008a,11610,11640,29008
29008b,11640,11639,29008
671a,11610,11639,671
671b,11639,11640,671
8831,11624,11630,8831
25923,11624,11630,25923
46613,11613,11629,46613
20843a,11613,11630,20843
20843b,11630,11629,20843
20843c,11629,11615,20843
20680a,11639,11640,20680
20680b,11640,11634,20680
31188a,11640,11639,31188
31188b,11639,11615,31188
33122a,11634,11640,33122
33122b,11640,11639,33122
18295a,11639,11640,18295
18295b,11640,11615,18295
12837a,26499,26518,12837
12837b,26518,26520,12837
679,26499,26502,679
43545a,11611,26495,43545
43545b,26495,26493,43545
15995,11612,11633,15995
3230a,11612,11611,3230
3230b,11611,18489,3230
3230c,18489,11632,3230
3230d,11632,11642,3230
3230e,11642,11641,3230
3230f,11641,11636,3230
45572a,11611,11615,45572
45572b,11615,11633,45572
168a,11612,11641,168
168b,11641,11642,168
41566,11629,11615,41566
7356,11614,26497,7356
30092a,26502,26518,30092
30092b,26518,26520,30092
2265a,26520,26519,2265
2265b,26519,26518,2265
2265c,26518,26497,2265
14955a,26520,26497,14955
14955b,26497,26519,14955
14955c,26519,26518,14955
2398,26518,26520,2398
30869,26497,11615,30869
11401,11615,11633,11401
36307,18490,18523,36307
37817,18489,18486,37817
31501,18524,18522,31501
48334a,18489,11632,48334
48334b,11632,11636,48334
37524,18489,18486,37524
27244a,18523,18490,27244
27244b,18490,18509,27244
27244c,18509,18488,27244
4385,18489,18524,4385
15091a,18523,18490,15091
15091b,18490,18522,15091
3221a,11637,11636,3221
3221b,11636,11618,3221
3221c,11618,11632,3221
3221d,11632,11638,3221
49504,11632,11636,49504
50749a,11632,11641,50749
50749b,11641,11636,50749
50749c,11636,11642,50749
11142a,11636,11618,11142
11142b,11618,11632,11142
11142c,11632,11638,11142
11142d,11638,11637,11142
15864,11641,11642,15864
19571a,11641,11642,19571
19571b,11642,11609,19571
28530a,11618,11637,28530
28530b,11637,11638,28530
16020a,11638,11637,16020
16020b,11637,11618,16020
18821a,11609,11641,18821
18821b,11641,11642,18821
9722a,11479,11478,9722
9722b,11478,11458,9722
11236a,11476,11477,11236
11236b,11477,11460,11236
11236c,11460,11459,11236
45293a,11476,11477,45293
45293b,11477,11479,45293
45293c,11479,11478,45293
45293d,11478,11458,45293
45293e,11458,11461,45293
45293f,11461,20638,45293
29280a,11476,11477,29280
29280b,11477,11458,29280
29280c,11458,11478,29280
29280d,11478,11479,29280
48067a,11476,11477,48067
48067b,11477,11461,48067
37338a,11476,11477,37338
37338b,11477,11461,37338
4174a,11458,11479,4174
4174b,11479,11478,4174
48473a,11458,11479,48473
48473b,11479,11478,48473
17539a,11476,11477,17539
17539b,11477,11459,17539
32482a,11477,11476,32482
32482b,11476,11478,32482
32482c,11478,11479,32482
32482d,11479,11458,32482
32482e,11458,11461,32482
32482f,11461,11475,32482
32482g,11475,11462,32482
32482h,11462,11474,32482
32482i,11474,20638,32482
29989a,11458,11479,29989
29989b,11479,11478,29989
29989c,11478,20638,29989
29989d,20638,20637,29989
22861a,11477,11476,22861
22861b,11476,11478,22861
22861c,11478,11479,22861
22861d,11479,11458,22861
22861e,11458,20638,22861
26849a,18494,11471,26849
26849b,11471,11470,26849
26849c,11470,11473,26849
42060a,18493,11460,42060
42060b,11460,18491,42060
42060c,18491,18528,42060
2228a,20634,20651,2228
2228b,20651,20635,2228
2228c,20635,20650,2228
2228d,20650,20636,2228
2228e,20636,20649,2228
6376a,20634,20635,6376
6376b,20635,20651,6376
10408a,11460,18491,10408
10408b,18491,18528,10408
26879,11460,18528,26879
16161,11460,11459,16161
19854a,11475,11461,19854
19854b,11461,11457,19854
19854c,11457,11474,19854
19854d,11474,11462,19854
49539,11461,18742,49539
48444a,20651,20635,48444
48444b,20635,20636,48444
48444c,20636,20637,48444
48444d,20637,20649,48444
48444e,20649,20650,48444
28891,20651,20635,28891
40307a,18485,18483,40307
40307b,18483,18511,40307
6469,18485,18511,6469
4966a,11472,11473,4966
4966b,11473,11471,4966
4966c,11471,11470,4966
38717a,11471,11472,38717
38717b,11472,11473,38717
38717c,11473,11470,38717
15054a,11473,11471,15054
15054b,11471,11472,15054
15054c,11472,11470,15054
5943,11462,11474,5943
16362a,11457,11471,16362
16362b,11471,11472,16362
16362c,11472,11473,16362
7858a,11473,11471,7858
7858b,11471,11472,7858
7858c,11472,11470,7858
12497,11462,11474,12497
5711a,18488,18509,5711
5711b,18509,18511,5711
24343,18488,18509,24343
20184,18483,18511,20184
12219,18483,18487,12219
15321,18487,18528,15321
25827a,20636,20637,25827
25827b,20637,20649,25827
25827c,20649,20650,25827
986,20638,20637,986
3426a,20636,20649,3426
3426b,20649,20650,3426
15450a,20650,20636,15450
15450b,20636,20649,15450
27452,20637,20638,27452
15288a,20636,20650,15288
15288b,20650,20649,15288
11283a,20650,20649,11283
11283b,20649,20636,11283
49551a,18539,18690,49551
49551b,18690,18689,49551
49550,18539,18547,49550
27707a,18719,18723,27707
27707b,18723,18722,27707
27707c,18722,10931,27707
27707d,10931,10933,27707
27707e,10933,18721,27707
28283a,18719,26819,28283
28283b,26819,18721,28283
18160a,18719,26819,18160
18160b,26819,18717,18160
11890a,18719,26819,11890
11890b,26819,18717,11890
16869a,18719,18723,16869
16869b,18723,18712,16869
16869c,18712,18724,16869
16869d,18724,10931,16869
16869e,10931,18722,16869
16869f,18722,10933,16869
16869g,10933,18721,16869
4312a,18719,26819,4312
4312b,26819,18717,4312
4312c,18717,18721,4312
31315a,18563,18538,31315
31315b,18538,18564,31315
31315c,18564,18540,31315
31315d,18540,18541,31315
49570a,18563,18552,49570
49570b,18552,18553,49570
49570c,18553,18562,49570
49570d,18562,18535,49570
19714a,18563,18538,19714
19714b,18538,18564,19714
19714c,18564,18540,19714
19714d,18540,18541,19714
15153a,18563,18553,15153
15153b,18553,18552,15153
15153c,18552,18559,15153
15153d,18559,18561,15153
