Plant_ID,Total_MW,PrimSource
1434,613,natural gas
1435,741,nuclear
1436,1.4,hydroelectric
1437,6.9,hydroelectric
1438,45,hydroelectric
1439,42,hydroelectric
1440,50,hydroelectric
1441,7.5,hydroelectric
1442,12,hydroelectric
1444,780,pumped storage
1445,1007,natural gas
1446,2554,nuclear
1447,2.4,hydroelectric
1448,85,hydroelectric
1449,72,hydroelectric
1450,20,hydroelectric
1451,18,hydroelectric
1452,26,natural gas
1453,9.9,hydroelectric
1454,126,natural gas
1455,9,petroleum
1456,250,natural gas
1457,4.4,hydroelectric
1458,15,hydroelectric
1459,60,natural gas
1460,198.5,hydroelectric
1461,639,natural gas
1462,684,coal
1463,645,coal
1464,3.6,hydroelectric
1465,90,petroleum
1466,141,hydroelectric
1467,75,petroleum
1468,2,hydroelectric
1469,336,hydroelectric
1470,78,natural gas
1471,72.5,natural gas
1474,54.7,natural gas
1477,714,hydroelectric
1478,360,hydroelectric
1480,1479.3,natural gas
1481,82.4,hydroelectric
1482,113.4,hydroelectric
1483,870,coal
1484,141.6,hydroelectric
1485,141.6,hydroelectric
1486,2470,coal
1487,177.9,hydroelectric
1488,40.7,hydroelectric
1489,168.2,hydroelectric
1490,1555.6,coal
1491,35.4,hydroelectric
1492,878,natural gas
1493,1044.8,natural gas
1494,1398,coal
1495,79.2,hydroelectric
1496,105.6,hydroelectric
1497,127,hydroelectric
1498,24,hydroelectric
1499,23.4,hydroelectric
1500,28.6,hydroelectric
1501,244.3,hydroelectric
1502,44.4,hydroelectric
1503,40.2,hydroelectric
1504,67,hydroelectric
1505,196.4,hydroelectric
1506,11.1,hydroelectric
1507,114,hydroelectric
1508,62.1,hydroelectric
1509,115.7,hydroelectric
1510,30,hydroelectric
1511,6,hydroelectric
1512,177.4,natural gas
1513,633,natural gas
1514,285,natural gas
1515,915,natural gas
1516,808,natural gas
1517,760.9,natural gas
1518,502.8,natural gas
1519,1605.2,natural gas
1520,1495,natural gas
1521,760,natural gas
1522,765,natural gas
1523,1025,natural gas
1524,3675,coal
1525,471,natural gas
1526,50,natural gas
1527,883,natural gas
1528,824,natural gas
1529,457,natural gas
1530,411,natural gas
1531,624,natural gas
1532,1265,natural gas
1533,407,natural gas
1534,340,natural gas
1535,679,natural gas
1536,239,natural gas
1537,932,natural gas
1538,115,natural gas
1539,21,natural gas
1540,395,natural gas
1541,2.8,hydroelectric
1542,3.6,hydroelectric
1544,2.4,hydroelectric
1545,2.4,hydroelectric
1546,2.4,hydroelectric
1547,17,hydroelectric
1548,54.9,hydroelectric
1549,54,hydroelectric
1550,13.8,hydroelectric
1551,39.6,hydroelectric
1552,108,hydroelectric
1553,607,natural gas
1554,120,natural gas
1555,74,natural gas
1556,182,natural gas
1557,830,natural gas
1558,1050,natural gas
1560,201.6,natural gas
1561,208.2,natural gas
1563,30,hydroelectric
1564,354.5,natural gas
1565,1.2,hydroelectric
1566,10,hydroelectric
1567,4,hydroelectric
1568,1,hydroelectric
1569,1.2,hydroelectric
1570,2,hydroelectric
1571,27.2,natural gas
1572,1.5,hydroelectric
1573,1.4,hydroelectric
1574,1.2,hydroelectric
1576,3.6,hydroelectric
1577,4,hydroelectric
1579,4.2,hydroelectric
1581,9,petroleum
1583,1.1,hydroelectric
1584,3,hydroelectric
1585,3.4,hydroelectric
1586,2,hydroelectric
1587,2,hydroelectric
1588,7,hydroelectric
1589,5.8,hydroelectric
1590,3.2,hydroelectric
1591,8.4,petroleum
1594,3.4,hydroelectric
1595,4,hydroelectric
1596,35,petroleum
1597,8.7,petroleum
1598,15.2,hydroelectric
1600,3.2,hydroelectric
1602,47.1,hydroelectric
1603,40.8,hydroelectric
1605,1.3,hydroelectric
1606,19.7,petroleum
1607,1.9,hydroelectric
1610,9,hydroelectric
1611,31.6,hydroelectric
1612,58.8,hydroelectric
1613,460,natural gas
1614,50,hydroelectric
1615,1.8,hydroelectric
1616,12.5,hydroelectric
1617,586,hydroelectric
1618,12.6,petroleum
1619,31,petroleum
1620,1.1,hydroelectric
1621,1.3,hydroelectric
1622,227,natural gas
1623,1663,coal
1624,2,hydroelectric
1625,48,petroleum
1626,47,petroleum
1627,51,petroleum
1628,1733,petroleum
1629,1676,nuclear
1630,1113,petroleum
1631,5,hydroelectric
1632,10.5,hydroelectric
1633,1.2,hydroelectric
1634,1,hydroelectric
1635,296.6,hydroelectric
1636,15.6,hydroelectric
1637,1340,coal
1638,151,hydroelectric
1639,263.7,hydroelectric
1640,163.6,hydroelectric
1642,25.8,hydroelectric
1643,105.2,hydroelectric
1644,12.1,hydroelectric
1645,105,hydroelectric
1646,37,hydroelectric
1647,89.5,hydroelectric
1648,1.6,hydroelectric
1649,33.6,hydroelectric
1650,11.4,hydroelectric
1651,1253.9,hydroelectric
1653,955.6,hydroelectric
1654,1079.8,hydroelectric
1655,90,hydroelectric
1656,1822.7,hydroelectric
1657,50.4,hydroelectric
1658,53.4,hydroelectric
1659,93.6,hydroelectric
1660,64,hydroelectric
1661,164,hydroelectric
1662,343,hydroelectric
1663,2456.2,hydroelectric
1664,547,hydroelectric
1665,810,hydroelectric
1666,736,hydroelectric
1667,26,hydroelectric
1668,2900,coal
1669,1098,coal
1670,1954,coal
1671,1560,coal
1672,1640,coal
1673,5.4,hydroelectric
1674,7.2,hydroelectric
1675,4.8,hydroelectric
1676,8.8,hydroelectric
1677,5.1,hydroelectric
1678,2.8,petroleum
1679,56,biomass
1680,3.3,hydroelectric
1681,1,hydroelectric
1683,0.4,hydroelectric
1684,32.4,natural gas
1685,102.7,natural gas
1686,27.8,natural gas
1689,12.1,hydroelectric
1690,7.3,hydroelectric
1691,138,petroleum
1692,21.9,hydroelectric
1693,25,hydroelectric
1695,15.2,hydroelectric
1697,290,natural gas
1698,18,hydroelectric
1700,1,hydroelectric
1701,13.5,petroleum
1703,1182,natural gas
1704,995,coal
1705,242.7,natural gas
1706,2.2,hydroelectric
1707,1.1,hydroelectric
1709,1208.2,nuclear
1710,698.7,coal
1711,9.5,hydroelectric
1713,132,natural gas
1714,34.3,natural gas
1716,6.8,hydroelectric
1717,17.1,hydroelectric
1718,0.7,hydroelectric
1719,1.5,hydroelectric
1720,1,hydroelectric
1721,1.1,hydroelectric
1722,0.4,hydroelectric
1723,285.5,coal
1724,1,hydroelectric
1725,2.4,hydroelectric
1726,154.9,natural gas
1727,3,hydroelectric
1728,1012,coal
1730,20.4,hydroelectric
1732,8.4,petroleum
1737,15.8,natural gas
1738,3.3,hydroelectric
1739,8,hydroelectric
1740,2.4,hydroelectric
1742,107.4,petroleum
1745,22.6,hydroelectric
1746,305.6,coal
1747,0.6,hydroelectric
1749,760,coal
1750,687,coal
1751,66.8,hydroelectric
1752,38,hydroelectric
1753,6.4,hydroelectric
1754,36.6,hydroelectric
1755,51.6,hydroelectric
1756,3,hydroelectric
1757,11.2,hydroelectric
1758,107.1,natural gas
1759,6.2,hydroelectric
1760,4.8,hydroelectric
1761,24,hydroelectric
1762,13.5,hydroelectric
1763,13.5,natural gas
1764,47,natural gas
1765,37,petroleum
1766,70.2,hydroelectric
1767,4.4,hydroelectric
1768,122,natural gas
1769,1165.4,nuclear
1770,392.6,coal
1771,516,natural gas
1772,933,natural gas
1773,1069.8,natural gas
1774,2250,coal
1775,183.1,natural gas
1776,2177,nuclear
1777,1751,nuclear
1778,2765.9,coal
1779,1288,coal
1780,20,hydroelectric
1781,3937,nuclear
1782,1636,coal
1783,1707.8,nuclear
1784,6.1,hydroelectric
1785,99,natural gas
1786,1870,nuclear
1787,932,nuclear
1788,410,coal
1789,595,coal
1790,600,coal
1791,1323.4,coal
1792,1240,nuclear
1793,1304,coal
1794,2337,nuclear
1795,2300,nuclear
1796,2264.4,nuclear
1797,1152.5,coal
1798,1508,coal
1799,1009,natural gas
1800,2310.2,nuclear
1801,2315.6,nuclear
1802,1808,nuclear
1803,1346,coal
1804,2735,petroleum
1805,3695,natural gas
1806,1968,nuclear
1807,561,petroleum
1808,6.6,hydroelectric
1810,1759,nuclear
1811,1793,coal
1812,1723,coal
1814,77.4,natural gas
1815,81.6,natural gas
1816,360,coal
1817,195.1,natural gas
1818,316,coal
1819,1581.9,coal
1820,2178,coal
1821,2197,coal
1822,1401,nuclear
1823,2096,natural gas
1824,245.1,natural gas
1825,2094,coal
1826,1365,coal
1827,439.7,petroleum
1828,685.9,coal
1829,6,hydroelectric
1830,1780,coal
1831,19.9,hydroelectric
1832,328,pumped storage
1833,95,natural gas
1834,71.3,coal
1835,2238,coal
1836,100.1,petroleum
1837,2490,coal
1838,1040,coal
1839,1320.1,coal
1840,474.6,coal
1841,2240,nuclear
1842,1212,pumped storage
1843,332,coal
1844,2494,nuclear
1845,2241.8,nuclear
1847,851,nuclear
1848,968,natural gas
1849,3132,coal
1850,1249.1,nuclear
1851,1172,nuclear
1852,6,hydroelectric
1853,134,natural gas
1854,582,nuclear
1855,800.1,natural gas
1856,14,petroleum
1857,576,pumped storage
1858,971,nuclear
1859,58,hydroelectric
1860,572,pumped storage
1861,82,hydroelectric
1862,664,pumped storage
1863,87,hydroelectric
1864,470,coal
1865,650,coal
1866,528,coal
1867,1056,coal
1868,58,pumped storage
1869,186,pumped storage
1870,115,hydroelectric
1871,33.6,natural gas
1872,2400,nuclear
1873,2410,coal
1874,894,nuclear
1875,14,petroleum
1876,1616.3,pumped storage
1877,2277.7,nuclear
1878,1190,nuclear
1879,1178,coal
1880,576.6,natural gas
1881,382,hydroelectric
1882,35,hydroelectric
1883,7079,hydroelectric
1884,1361,coal
1885,2600,coal
1886,3003,pumped storage
1887,1893,nuclear
1888,61,hydroelectric
1889,525,hydroelectric
1890,49,hydroelectric
1891,802,hydroelectric
1892,762,coal
1893,635,coal
1894,1615,coal
1895,1665,coal
1896,840,coal
1897,391,coal
1898,132,hydroelectric
1899,1035,pumped storage
1900,1544.2,petroleum
1901,1018,coal
1902,1067,coal
1903,563,coal
1904,76,hydroelectric
1905,503.2,hydroelectric
1906,450,hydroelectric
1907,1710,coal
1908,4.6,hydroelectric
1909,3.8,hydroelectric
1910,230,pumped storage
1911,45,natural gas
1912,165,petroleum
1913,976,coal
1915,262,natural gas
1916,3.1,petroleum
1919,204.2,natural gas
1920,505,coal
1921,1130,coal
1922,727,coal
1923,2560,nuclear
1924,278,petroleum
1925,718.2,coal
1926,3392,coal
1927,297.5,petroleum
1928,1299,coal
1929,65,hydroelectric
1930,16,hydroelectric
1957,16,petroleum
1958,73,natural gas
1959,6.9,hydroelectric
1960,5,petroleum
1961,258.6,natural gas
1963,1.3,hydroelectric
1964,3.7,hydroelectric
1965,6.4,hydroelectric
1968,1.5,hydroelectric
1969,1.7,hydroelectric
1970,40,hydroelectric
1971,10.2,hydroelectric
1972,3.3,hydroelectric
1973,27.7,hydroelectric
1974,57.6,hydroelectric
1975,27.9,hydroelectric
1976,17.2,hydroelectric
1977,5.4,hydroelectric
1978,151.8,hydroelectric
1979,12,hydroelectric
1980,12.9,hydroelectric
1981,5,hydroelectric
1982,41.4,hydroelectric
1983,30.5,hydroelectric
1984,52,hydroelectric
1985,42,hydroelectric
1986,115,hydroelectric
1987,80,hydroelectric
1988,149,hydroelectric
1989,41.4,hydroelectric
1990,103.5,hydroelectric
1991,38.5,hydroelectric
1992,8,hydroelectric
1993,62.1,hydroelectric
1994,30,hydroelectric
1995,176,hydroelectric
1996,175.4,hydroelectric
1997,1103.8,hydroelectric
1998,1.4,hydroelectric
1999,667.5,hydroelectric
2000,2,hydroelectric
2001,6.5,hydroelectric
2002,4.4,hydroelectric
2003,1.9,hydroelectric
2004,4.6,hydroelectric
2005,967.5,nuclear
2006,40.9,petroleum
2007,900,coal
2009,3,hydroelectric
2011,40.5,hydroelectric
2012,1800,coal
2013,10.2,hydroelectric
2014,1,hydroelectric
2015,6,hydroelectric
2017,44,hydroelectric
2018,4.3,hydroelectric
2021,6,petroleum
2022,2.5,hydroelectric
2023,60.3,natural gas
2024,10,petroleum
2025,152,hydroelectric
2026,12,petroleum
2027,6.4,petroleum
2028,5,hydroelectric
2030,420,pumped storage
2031,2.6,hydroelectric
2032,20.6,hydroelectric
2033,4.5,hydroelectric
2036,4.8,hydroelectric
2037,1.9,hydroelectric
2038,1,hydroelectric
2039,2.4,hydroelectric
2040,20,hydroelectric
2041,25.1,petroleum
2043,60.2,natural gas
2045,14.4,hydroelectric
2046,14.4,hydroelectric
2047,18.7,hydroelectric
2048,44,petroleum
2049,9,petroleum
2052,6,petroleum
2055,114.5,petroleum
2056,5,petroleum
2057,80,hydroelectric
2058,38.6,hydroelectric
2059,9.7,hydroelectric
2060,100,petroleum
2061,218,hydroelectric
2062,102,hydroelectric
2063,74.1,natural gas
2064,52,hydroelectric
2066,454,coal
2067,1657,coal
2068,1,hydroelectric
2069,4.9,hydroelectric
2070,7.1,hydroelectric
2071,9.9,hydroelectric
2072,5.1,hydroelectric
2073,53,petroleum
2074,53,petroleum
2075,53,petroleum
2076,743.9,coal
2079,745.6,coal
2080,22.8,petroleum
2081,668,natural gas
2082,240,coal
2083,440,coal
2084,22.9,petroleum
2085,84,hydroelectric
2086,20.1,natural gas
2088,417,coal
2089,58.5,petroleum
2090,17.3,petroleum
2091,8,hydroelectric
2092,27.4,natural gas
2094,32.1,natural gas
2095,26.8,natural gas
2096,305,coal
2097,368,natural gas
2098,6.2,hydroelectric
2100,17,hydroelectric
2102,0.7,hydroelectric
2103,7.8,hydroelectric
2104,6.4,petroleum
2105,1,petroleum
2106,688,natural gas
2107,3.6,hydroelectric
2108,32.4,hydroelectric
2109,17.2,hydroelectric
2110,14,petroleum
2111,654,natural gas
2112,1345,coal
2113,14.1,natural gas
2115,6.6,hydroelectric
2116,2,hydroelectric
2117,5.8,hydroelectric
2118,0.6,hydroelectric
2119,17,petroleum
2120,1360,pumped storage
2122,8.4,hydroelectric
2123,3,hydroelectric
2125,20,natural gas
2126,1.8,hydroelectric
2127,17,hydroelectric
2128,63.3,natural gas
2129,160,natural gas
2130,240.6,petroleum
2131,3,hydroelectric
2133,1136,natural gas
2134,71.3,petroleum
2135,476,natural gas
2136,352,natural gas
2137,40,pumped storage
2138,42.4,hydroelectric
2143,19.5,hydroelectric
2146,3.5,hydroelectric
2147,61.1,hydroelectric
2148,2.1,hydroelectric
2150,321.9,natural gas
2151,415,coal
2152,336,natural gas
2153,877,coal
2155,49.6,natural gas
2156,7,natural gas
2157,28,hydroelectric
2158,327,natural gas
2159,670,natural gas
2160,1281,natural gas
2161,35,hydroelectric
2162,50.5,petroleum
2166,182.2,natural gas
2167,136,natural gas
2168,352,natural gas
2169,1193,natural gas
2170,5.2,hydroelectric
2171,27,natural gas
2172,13.8,natural gas
2173,82.4,natural gas
2174,56,natural gas
2175,589,natural gas
2176,2032,natural gas
2177,171,natural gas
2178,136.9,natural gas
2179,199.5,natural gas
2180,18,hydroelectric
2181,45.2,natural gas
2182,162,natural gas
2183,68,natural gas
2184,140,natural gas
2185,5.9,petroleum
2186,17.7,hydroelectric
2187,21,natural gas
2188,644,coal
2189,46,natural gas
2190,160,natural gas
2191,235,natural gas
2192,0.7,wind
2194,54,geothermal
2195,72.1,geothermal
2196,1.2,hydroelectric
2197,11.4,hydroelectric
2198,4.8,petroleum
2199,759,natural gas
2200,5.2,wind
2201,33.8,natural gas
2202,4.1,natural gas
2203,0.9,hydroelectric
2204,8.4,petroleum
2205,7.1,natural gas
2206,12,natural gas
2207,15,natural gas
2208,5.2,petroleum
2209,4.6,petroleum
2210,6.6,petroleum
2211,9.2,natural gas
2212,3.2,biomass
2214,3,petroleum
2215,112,natural gas
2216,70,hydroelectric
2217,2.4,petroleum
2218,5,hydroelectric
2219,4.8,petroleum
2220,18,petroleum
2222,6.6,petroleum
2223,6,petroleum
2224,12.3,petroleum
2225,6,petroleum
2226,15.2,natural gas
2227,49.3,natural gas
2228,43.6,natural gas
2229,23.3,natural gas
2230,42.4,natural gas
2231,132,natural gas
2236,4.6,petroleum
2237,8,petroleum
2238,2,hydroelectric
2239,13,petroleum
2240,8.4,natural gas
2249,3.5,hydroelectric
2252,3,wind
2255,114,coal
2256,2,petroleum
2259,9,hydroelectric
2260,478,natural gas
2261,32,biomass
2262,79.3,natural gas
2263,228.1,wind
2264,109,natural gas
2265,857,natural gas
2266,4.5,hydroelectric
2267,29.6,hydroelectric
2268,106.8,natural gas
2270,176.6,natural gas
2271,164,natural gas
2272,11.8,natural gas
2273,5.1,petroleum
2274,8.8,petroleum
2275,9,petroleum
2276,3.6,petroleum
2277,5.4,petroleum
2278,5.4,petroleum
2279,5.4,petroleum
2280,0.8,hydroelectric
2282,96,hydroelectric
2285,1.8,petroleum
2286,420,natural gas
2287,220,natural gas
2289,4.5,hydroelectric
2290,5.4,biomass
2291,44.5,natural gas
2292,100,natural gas
2293,92,natural gas
2294,200,natural gas
2295,60,biomass
2296,746.6,natural gas
2297,1861.8,natural gas
2298,12,natural gas
2299,9,petroleum
2300,231,natural gas
2301,2245,nuclear
2303,5.4,biomass
2304,85,biomass
2305,104,natural gas
2308,172,natural gas
2309,876,natural gas
2310,11.4,petroleum
2311,276,natural gas
2312,176,natural gas
2313,129,natural gas
2314,302.5,natural gas
2316,9,petroleum
2317,97,natural gas
2320,10.8,petroleum
2321,5.4,petroleum
2322,5.4,petroleum
2323,10.8,petroleum
2324,5.4,petroleum
2325,10.8,petroleum
2327,1.8,petroleum
2328,29,natural gas
2329,29,natural gas
2330,60,natural gas
2332,458,coal
2333,10.8,petroleum
2334,22,natural gas
2335,15.8,petroleum
2336,3.4,petroleum
2337,72.8,natural gas
2338,1845,natural gas
2339,2,hydroelectric
2341,448.1,natural gas
2342,4.8,petroleum
2343,163,natural gas
2344,16,hydroelectric
2345,4.4,hydroelectric
2346,4.8,hydroelectric
2347,47.1,natural gas
2348,153,natural gas
2349,938.8,natural gas
2350,1.8,petroleum
2351,1.8,petroleum
2352,187.4,natural gas
2354,36.5,biomass
2355,977,natural gas
2356,661.5,natural gas
2357,481.3,natural gas
2358,466,natural gas
2359,608,natural gas
2360,783,natural gas
2363,435.8,natural gas
2364,39,natural gas
2365,1407,natural gas
2366,660.8,natural gas
2368,243,natural gas
2371,18,petroleum
2372,1.8,petroleum
2373,3.6,petroleum
2374,1.4,wind
2377,239,natural gas
2378,3.6,petroleum
2380,68.4,natural gas
2382,36.9,hydroelectric
2383,92.6,natural gas
2384,159.4,natural gas
2385,435,natural gas
2386,1854,natural gas
2388,1,petroleum
2389,19.8,petroleum
2390,1.5,petroleum
2391,0.9,wind
2392,176.6,natural gas
2393,1276.2,natural gas
2394,1,petroleum
2395,595.8,natural gas
2396,0.2,wind
2397,721,coal
2398,100,natural gas
2399,165,hydroelectric
2400,79.9,natural gas
2401,79.9,natural gas
2402,11.5,hydroelectric
2403,45.5,natural gas
2404,79.9,natural gas
2405,79.9,natural gas
2406,46,natural gas
2407,576.6,natural gas
2408,457.9,natural gas
2409,5.4,petroleum
2411,1.8,petroleum
2412,5.1,petroleum
2414,3.6,petroleum
2415,505.3,natural gas
2417,2.1,wind
2418,75.7,natural gas
2419,312.9,natural gas
2420,12,natural gas
2421,290,natural gas
2422,60.6,natural gas
2423,13.4,petroleum
2424,13.2,petroleum
2425,95,wind
2427,4,petroleum
2428,29.7,hydroelectric
2429,495.4,natural gas
2430,44.4,natural gas
2431,262.7,natural gas
2432,251.4,natural gas
2433,44,petroleum
2434,6.4,biomass
2435,2.4,petroleum
2436,3.3,biomass
2437,293.2,natural gas
2438,98,natural gas
2439,188,natural gas
2440,1.4,wind
2443,25.2,petroleum
2444,308.4,natural gas
2445,20,petroleum
2446,2.6,wind
2448,8.6,petroleum
2449,6,petroleum
2450,563,natural gas
2451,6.2,petroleum
2452,44.2,natural gas
2453,492.6,natural gas
2454,48,natural gas
2455,225,natural gas
2456,129,natural gas
2458,126.9,natural gas
2459,10,petroleum
2460,50,petroleum
2461,604,natural gas
2462,220,natural gas
2463,400.2,natural gas
2464,11.2,hydroelectric
2465,600,pumped storage
2466,1211.7,natural gas
2467,532.3,petroleum
2468,64.9,natural gas
2469,5.3,natural gas
2470,36,natural gas
2471,802.8,nuclear
2472,391,petroleum
2474,18,natural gas
2475,18,petroleum
2476,17.4,petroleum
2478,24.6,natural gas
2479,1145.1,coal
2480,15,natural gas
2481,453,natural gas
2483,148.5,natural gas
2484,15,natural gas
2485,503,natural gas
2487,770,nuclear
2488,70.5,natural gas
2489,2220,coal
2490,1013,natural gas
2491,951,natural gas
2492,46,natural gas
2493,729.1,natural gas
2494,1817.8,nuclear
2495,846.1,natural gas
2496,264,natural gas
2497,278,natural gas
2498,2111,coal
2499,88,natural gas
2500,1227,natural gas
2501,909,coal
2502,485,natural gas
2503,54,natural gas
2505,2.7,petroleum
2506,2680,coal
2507,3.8,petroleum
2510,4.3,natural gas
2511,268,coal
2512,429,coal
2513,1638.4,coal
2514,522,coal
2515,513,pumped storage
2516,565,coal
2517,1039.7,hydroelectric
2518,1327.4,natural gas
2519,1041.3,nuclear
2520,14.6,petroleum
2521,15,hydroelectric
2522,10.2,hydroelectric
2523,14.2,natural gas
2524,2.3,hydroelectric
2525,2.1,hydroelectric
2526,40,natural gas
2527,37,other
2528,8.1,natural gas
2529,10,biomass
2530,33.7,biomass
2531,83,hydroelectric
2532,101,biomass
2534,4.3,natural gas
2535,132.5,coal
2536,3.2,biomass
2537,9.4,wind
2538,5.9,hydroelectric
2539,25.9,natural gas
2540,104,natural gas
2541,63.6,biomass
2542,115,natural gas
2543,1.2,hydroelectric
2544,3.5,natural gas
2545,219,coal
2546,1.5,hydroelectric
2547,1.3,biomass
2548,1.2,hydroelectric
2549,16,biomass
2550,4.3,petroleum
2551,2.1,hydroelectric
2552,10.7,natural gas
2553,71.6,biomass
2554,8.6,hydroelectric
2555,6.4,hydroelectric
2556,3.1,hydroelectric
2557,18.8,other
2558,154.9,coal
2559,1,hydroelectric
2560,31.4,biomass
2562,115.3,natural gas
2563,3.8,natural gas
2564,0.8,hydroelectric
2565,5.5,natural gas
2566,80,coal
2567,4.2,natural gas
2568,1.8,hydroelectric
2569,16.7,biomass
2570,7.1,biomass
2572,4.1,natural gas
2573,8.2,natural gas
2574,0.6,hydroelectric
2575,0.4,hydroelectric
2576,24,natural gas
2578,2,hydroelectric
2579,11.8,hydroelectric
2580,2.6,hydroelectric
2581,110,coal
2582,17.5,biomass
2584,7,natural gas
2585,80,coal
2586,2.8,hydroelectric
2587,30,natural gas
2588,2.9,hydroelectric
2589,72.9,natural gas
2590,1.3,hydroelectric
2591,7.6,petroleum
2592,49.3,natural gas
2593,1,hydroelectric
2594,10,petroleum
2595,50,petroleum
2596,9.8,biomass
2597,2.4,hydroelectric
2598,3.2,hydroelectric
2599,8.2,natural gas
2600,25.1,hydroelectric
2601,8.9,other
2602,8.6,natural gas
2603,70.2,natural gas
2604,8.7,wind
2606,20,natural gas
2607,12.4,hydroelectric
2608,3.3,hydroelectric
2609,26,other
2610,80,biomass
2611,75.9,other
2612,12.3,natural gas
2613,100,biomass
2614,171.6,natural gas
2615,6.3,hydroelectric
2617,43.5,biomass
2618,2.9,hydroelectric
2619,2.2,hydroelectric
2620,3,hydroelectric
2621,11.4,hydroelectric
2622,1.4,hydroelectric
2623,19.8,natural gas
2624,52.2,biomass
2625,55.3,coal
2627,1.4,hydroelectric
2628,32.5,natural gas
2629,47.1,biomass
2630,174.7,other
2631,10,biomass
2632,46.5,biomass
2634,9.5,hydroelectric
2635,1.5,hydroelectric
2636,22.6,natural gas
2637,11.1,natural gas
2638,6.4,natural gas
2639,2.3,hydroelectric
2640,7,hydroelectric
2641,4.1,petroleum
2642,4.8,hydroelectric
2643,4.2,hydroelectric
2644,1.6,hydroelectric
2647,16,biomass
2648,111,natural gas
2649,8,hydroelectric
2650,290,natural gas
2651,47,biomass
2652,5.3,natural gas
2653,1.5,natural gas
2654,7.2,biomass
2655,264,natural gas
2656,292,natural gas
2657,80.1,natural gas
2658,1,hydroelectric
2659,0.3,hydroelectric
2660,2,hydroelectric
2661,97.4,natural gas
2663,6.4,natural gas
2664,103.5,natural gas
2665,43,coal
2666,17.7,biomass
2667,49.5,natural gas
2668,50,natural gas
2669,36,biomass
2670,37,biomass
2671,79,natural gas
2672,126.6,petroleum
2673,74.1,coal
2674,92.6,coal
2675,96,biomass
2676,47,biomass
2677,32,coal
2678,34.7,biomass
2679,115.6,coal
2680,5.2,biomass
2681,74.2,other
2682,68,other
2683,33.8,natural gas
2684,2,natural gas
2687,98,natural gas
2688,3.2,natural gas
2689,47.7,other
2690,1.8,hydroelectric
2692,5.5,hydroelectric
2693,7.8,hydroelectric
2694,36.8,biomass
2695,61,biomass
2696,34,natural gas
2697,26.1,natural gas
2698,8.6,natural gas
2699,112,other
2700,33,biomass
2701,141.5,natural gas
2702,20,solar
2703,13.8,solar
2704,36,solar
2705,36,solar
2706,36,solar
2707,36,solar
2708,36,solar
2709,88,solar
2710,88,solar
2713,55,biomass
2714,21.1,other
2715,3.3,hydroelectric
2716,45,biomass
2717,18.8,other
2718,64.7,biomass
2719,27.2,natural gas
2720,12,geothermal
2721,6.4,geothermal
2722,21.6,geothermal
2723,46.2,biomass
2724,14.2,hydroelectric
2725,61.5,biomass
2726,1.5,hydroelectric
2727,12.5,natural gas
2728,44.5,hydroelectric
2729,24,hydroelectric
2730,85,biomass
2731,288,natural gas
2732,36,natural gas
2733,18.5,biomass
2734,11.5,biomass
2735,8.5,coal
2736,23,biomass
2737,0.7,hydroelectric
2739,21.7,natural gas
2740,4,hydroelectric
2741,47,biomass
2743,4.7,hydroelectric
2744,8.6,hydroelectric
2745,3.2,biomass
2746,4,hydroelectric
2747,1.3,hydroelectric
2748,1.2,hydroelectric
2749,1.4,hydroelectric
2751,1.2,hydroelectric
2752,7.7,hydroelectric
2753,5.6,natural gas
2754,2.4,biomass
2755,1.8,hydroelectric
2756,1,petroleum
2757,597.3,natural gas
2759,21.7,hydroelectric
2760,64.7,biomass
2761,42,biomass
2762,244,coal
2763,64,natural gas
2764,28,natural gas
2766,59.6,wind
2767,10.9,biomass
2768,29,wind
2769,30.7,other
2770,50,coal
2771,72.2,biomass
2772,94.6,biomass
2774,53.8,biomass
2775,69.7,biomass
2776,127.7,biomass
2777,63.7,biomass
2778,81.4,natural gas
2779,59.2,natural gas
2780,84.7,natural gas
2781,23.6,natural gas
2782,60,biomass
2783,61.3,biomass
2784,43.2,geothermal
2785,43.2,geothermal
2786,378.3,natural gas
2787,43.2,geothermal
2788,88,coal
2789,71.8,biomass
2790,60,biomass
2791,16.3,biomass
2792,5.1,biomass
2793,46,natural gas
2794,46,natural gas
2795,31,biomass
2796,1.2,hydroelectric
2798,320,coal
2800,69,natural gas
2801,180,coal
2802,292,natural gas
2803,57,coal
2804,15,natural gas
2805,29,biomass
2806,5.4,hydroelectric
2807,76.7,natural gas
2808,297,natural gas
2809,4.6,biomass
2810,2.2,hydroelectric
2811,16.5,biomass
2812,6.5,natural gas
2813,62.2,biomass
2815,3,hydroelectric
2816,5,hydroelectric
2819,11.7,wind
2820,3.8,natural gas
2821,360.2,natural gas
2822,245,natural gas
2823,1.5,hydroelectric
2824,4,hydroelectric
2826,1.5,biomass
2827,8.7,hydroelectric
2828,50,coal
2829,1864.6,natural gas
2830,80,biomass
2831,4.7,biomass
2832,145,natural gas
2833,3.6,hydroelectric
2834,4.9,hydroelectric
2835,73,natural gas
2836,47.5,geothermal
2837,282,natural gas
2838,16.7,geothermal
2840,20.2,biomass
2841,20.4,biomass
2842,24.3,biomass
2843,51,biomass
2844,24.4,biomass
2845,51,biomass
2846,51,biomass
2847,48.5,natural gas
2849,1.3,hydroelectric
2850,35,coal
2851,1,hydroelectric
2852,507,natural gas
2853,75,natural gas
2854,28.5,natural gas
2855,5,hydroelectric
