,Sub_ID,State,County
7387,18415,Connecticut,Hartford County
7388,18416,Connecticut,Hartford County
7389,18417,Connecticut,Hartford County
7390,18418,Connecticut,Hartford County
7391,18419,"[Massachusetts, Massachusetts]","[Berkshire County, Hampden County]"
7392,18420,Massachusetts,Hampden County
7393,18421,Massachusetts,Hampshire County
7394,18422,Massachusetts,Hampshire County
7395,18423,Massachusetts,Hampden County
7396,18425,Massachusetts,Hampden County
7397,18426,Massachusetts,Hampshire County
7398,18427,Massachusetts,Hampden County
7399,18429,Massachusetts,Hampden County
7400,18430,"[Massachusetts, Massachusetts]","[Franklin County, Berkshire County]"
7401,18431,"[Massachusetts, Massachusetts]","[Franklin County, Berkshire County]"
7402,18432,Massachusetts,Franklin County
7403,18433,Massachusetts,Franklin County
7404,18434,Massachusetts,Hampden County
7405,18435,Massachusetts,Hampden County
7406,18437,Connecticut,Hartford County
7407,18438,Connecticut,Hartford County
7408,18439,"[Connecticut, Connecticut]","[Tolland County, Hartford County]"
7409,18440,"[Connecticut, Connecticut]","[Hartford County, Tolland County]"
7410,18441,Massachusetts,NA
7411,18442,Massachusetts,Franklin County
7412,18443,Massachusetts,Franklin County
7413,18444,Massachusetts,Hampden County
7414,18445,Massachusetts,Hampden County
7415,18446,Massachusetts,Hampshire County
7416,18447,Massachusetts,Hampden County
7417,18448,Massachusetts,Hampden County
7418,18449,Massachusetts,Hampden County
7419,18450,Massachusetts,Hampden County
7420,18451,Massachusetts,Hampden County
7421,18452,Massachusetts,Hampden County
7422,18453,Massachusetts,Hampden County
7423,18454,Massachusetts,Franklin County
7424,18455,Massachusetts,Franklin County
7425,18456,Massachusetts,Hampden County
7426,18457,Massachusetts,Hampden County
7427,18458,"[Massachusetts, Massachusetts]","[Hampshire County, Hampden County]"
7428,18459,"[Connecticut, Connecticut]","[Tolland County, Hartford County]"
7429,18460,"[Connecticut, Connecticut]","[Hartford County, Tolland County]"
7430,18461,"[Massachusetts, Massachusetts, Massachusetts]","[Berkshire County, Franklin County, Hampshire County]"
7431,18462,Massachusetts,Franklin County
7432,18463,Massachusetts,Hampden County
7433,18464,"[Massachusetts, Massachusetts]","[Franklin County, Hampshire County]"
7434,18465,"[Massachusetts, Massachusetts]","[Hampshire County, Hampden County]"
7435,18466,Massachusetts,Hampden County
7436,18467,Massachusetts,Hampden County
7437,18468,Massachusetts,Hampden County
7438,18469,Massachusetts,Hampden County
7439,18470,Massachusetts,Hampden County
7440,18471,Massachusetts,Hampden County
7441,18472,Massachusetts,Hampden County
7442,18473,Massachusetts,Hampden County
7443,18474,Massachusetts,Hampden County
7444,18476,Massachusetts,Hampden County
7445,18477,"[Massachusetts, Massachusetts]","[Hampshire County, Franklin County]"
7446,18478,Massachusetts,Franklin County
7447,18479,Massachusetts,Franklin County
7448,18480,Massachusetts,Hampden County
7449,18482,Connecticut,New Haven County
7450,18483,Connecticut,Fairfield County
7451,18484,"[Connecticut, Connecticut]","[New Haven County, Fairfield County]"
7452,18485,Connecticut,Fairfield County
7453,18486,Connecticut,Fairfield County
7454,18487,Connecticut,Fairfield County
7455,18488,Connecticut,Fairfield County
7456,18489,Connecticut,Fairfield County
7457,18490,Connecticut,Fairfield County
7458,18491,Connecticut,Fairfield County
7459,18492,Connecticut,Fairfield County
7460,18493,Connecticut,Fairfield County
7461,18494,Connecticut,Fairfield County
7462,18495,Connecticut,Fairfield County
7463,18496,Connecticut,Fairfield County
7464,18497,Connecticut,Fairfield County
7465,18498,Connecticut,Fairfield County
7466,18499,Connecticut,Fairfield County
7467,18500,Connecticut,New Haven County
7468,18501,Connecticut,Fairfield County
7469,18502,Connecticut,Fairfield County
7470,18503,Connecticut,Fairfield County
7471,18504,Connecticut,Fairfield County
7472,18505,Connecticut,New Haven County
7473,18506,Connecticut,New Haven County
7474,18507,Connecticut,New Haven County
7475,18508,Connecticut,New Haven County
7476,18509,Connecticut,Fairfield County
7477,18510,Connecticut,Fairfield County
7478,18511,Connecticut,Fairfield County
7479,18512,Connecticut,Fairfield County
7480,18513,Connecticut,Fairfield County
7481,18514,Connecticut,Fairfield County
7482,18515,Connecticut,Fairfield County
7483,18516,Connecticut,New Haven County
7484,18517,Connecticut,New Haven County
7485,18518,Connecticut,Fairfield County
7486,18519,Connecticut,Fairfield County
7487,18520,Connecticut,Fairfield County
7488,18521,Connecticut,Fairfield County
7489,18522,Connecticut,Fairfield County
7490,18523,Connecticut,Fairfield County
7491,18524,Connecticut,Fairfield County
7492,18525,Connecticut,Fairfield County
7493,18526,Connecticut,Fairfield County
7494,18527,Connecticut,New Haven County
7495,18528,Connecticut,Fairfield County
7496,18529,Connecticut,Fairfield County
7497,18530,Connecticut,New Haven County
7498,18531,Connecticut,New Haven County
7499,18532,New York,Richmond County
7500,18533,New Jersey,Middlesex County
7501,18534,New Jersey,Middlesex County
7502,18535,"[New Jersey, New Jersey]","[Salem County, Cumberland County]"
7503,18537,New Jersey,Union County
7504,18538,New Jersey,Union County
7505,18539,New Jersey,Hudson County
7506,18540,New Jersey,NA
7507,18541,New Jersey,NA
7508,18543,New Jersey,Union County
7509,18544,New Jersey,Union County
7510,18546,New Jersey,Union County
7511,18547,New Jersey,Union County
7512,18548,New Jersey,Union County
7513,18550,New Jersey,Middlesex County
7514,18551,"[New Jersey, New Jersey]","[Union County, Middlesex County]"
7515,18552,New Jersey,Middlesex County
7516,18553,New Jersey,Middlesex County
7517,18554,"[New Jersey, New Jersey]","[Middlesex County, Union County]"
7518,18555,New Jersey,Warren County
7519,18556,New Jersey,Warren County
7520,18559,"[New Jersey, New Jersey]","[Middlesex County, Union County]"
7521,18560,New Jersey,Middlesex County
7522,18561,New Jersey,Middlesex County
7523,18562,New Jersey,Middlesex County
7524,18563,New Jersey,Middlesex County
7525,18564,New Jersey,Union County
7526,18565,New York,Kings County
7527,18566,New York,Richmond County
7528,18583,New Jersey,Middlesex County
7529,18584,New Jersey,Monmouth County
7530,18585,New Jersey,Monmouth County
7531,18588,New Jersey,Middlesex County
7532,18589,New Jersey,Middlesex County
7533,18590,New Jersey,NA
7534,18591,New Jersey,Middlesex County
7535,18592,New Jersey,Middlesex County
7536,18593,New Jersey,Middlesex County
7537,18594,New Jersey,Bergen County
7538,18595,New Jersey,Cheshire County
7539,18596,New Jersey,Middlesex County
7540,18597,New Jersey,Middlesex County
7541,18600,New Jersey,NA
7542,18601,New Jersey,NA
7543,18602,New Jersey,Middlesex County
7544,18603,"[New Jersey, New Jersey]","[Monmouth County, Middlesex County]"
7545,18604,"[New Jersey, New Jersey]","[Monmouth County, Middlesex County]"
7546,18605,Rhode Island,Providence County
7547,18610,Rhode Island,Providence County
7548,18613,Rhode Island,Providence County
7549,18614,Rhode Island,Providence County
7550,18615,Rhode Island,Providence County
7551,18616,Rhode Island,Providence County
7552,18617,Rhode Island,Providence County
7553,18620,Rhode Island,Providence County
7554,18621,Rhode Island,Providence County
7555,18622,Rhode Island,Providence County
7556,18623,Rhode Island,Providence County
7557,18624,"[Rhode Island, Rhode Island]","[Providence County, Bristol County]"
7558,18625,"[Rhode Island, Rhode Island]","[Bristol County, Providence County]"
7559,18626,Rhode Island,Providence County
7560,18627,Rhode Island,Kent County
7561,18628,"[Rhode Island, Rhode Island]","[Washington County, Kent County]"
7562,18629,Rhode Island,Providence County
7563,18630,Rhode Island,Providence County
7564,18631,"[Rhode Island, Rhode Island]","[Bristol County, Providence County]"
7565,18632,Rhode Island,Providence County
7566,18633,Rhode Island,Providence County
7567,18634,"[Rhode Island, Rhode Island]","[Kent County, Washington County]"
7568,18635,"[Rhode Island, Rhode Island]","[Washington County, Kent County]"
7569,18636,Rhode Island,Kent County
7570,18637,Rhode Island,Kent County
7571,18640,Rhode Island,Providence County
7572,18641,"[Rhode Island, Rhode Island]","[Washington County, Kent County]"
7573,18642,Rhode Island,Kent County
7574,18647,"[Rhode Island, Rhode Island]","[Kent County, Providence County]"
7575,18649,Rhode Island,Kent County
7576,18650,"[Rhode Island, Rhode Island]","[Providence County, Kent County]"
7577,18651,Rhode Island,Providence County
7578,18652,Rhode Island,Providence County
7579,18654,Rhode Island,Kent County
7580,18655,"[Rhode Island, Rhode Island]","[Kent County, Washington County]"
7581,18656,"[Rhode Island, Rhode Island]","[Washington County, Kent County]"
7582,18657,"[Rhode Island, Rhode Island]","[Kent County, Providence County]"
7583,18658,"[Rhode Island, Rhode Island]","[Kent County, Providence County]"
7584,18660,Rhode Island,Providence County
7585,18661,Rhode Island,Providence County
7586,18662,Rhode Island,Providence County
7587,18663,Rhode Island,Providence County
7588,18664,Rhode Island,Providence County
7589,18665,Rhode Island,Providence County
7590,18666,Rhode Island,Kent County
7591,18667,Rhode Island,Kent County
7592,18668,Rhode Island,Kent County
7593,18669,Rhode Island,Providence County
7594,18670,Rhode Island,Kent County
7595,18671,"[Rhode Island, Rhode Island]","[Washington County, Kent County]"
7596,18672,Rhode Island,Providence County
7597,18673,Rhode Island,Kent County
7598,18674,Rhode Island,Kent County
7599,18675,Rhode Island,Kent County
7600,18676,"[Rhode Island, Rhode Island]","[Providence County, Kent County]"
7601,18677,"[Rhode Island, Rhode Island]","[Kent County, Washington County]"
7602,18678,New York,New York County
7603,18679,"[New Jersey, New Jersey]","[Hudson County, Bergen County]"
7604,18680,New Jersey,Essex County
7605,18681,"[New Jersey, New Jersey]","[Hudson County, Bergen County]"
7606,18682,"[New Jersey, New Jersey]","[Hudson County, Bergen County]"
7607,18683,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7608,18684,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7609,18685,New Jersey,Essex County
7610,18686,New Jersey,Essex County
7611,18687,New Jersey,Essex County
7612,18688,"[New Jersey, New Jersey]","[Essex County, Union County]"
7613,18689,New Jersey,Hudson County
7614,18690,New Jersey,Hudson County
7615,18691,New Jersey,Hudson County
7616,18692,New Jersey,Essex County
7617,18693,New Jersey,Essex County
7618,18697,New Jersey,Essex County
7619,18699,New Jersey,Essex County
7620,18700,New Jersey,Essex County
7621,18706,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7622,18707,New Jersey,Hudson County
7623,18708,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7624,18709,New Jersey,Essex County
7625,18710,New Jersey,Essex County
7626,18711,"[New Jersey, New Jersey]","[Hudson County, Bergen County]"
7627,18712,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7628,18713,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7629,18714,New Jersey,Union County
7630,18715,New Jersey,Hudson County
7631,18716,New Jersey,Hudson County
7632,18717,New Jersey,Essex County
7633,18718,New Jersey,Essex County
7634,18719,"[New Jersey, New Jersey]","[Essex County, Passaic County]"
7635,18720,New Jersey,Essex County
7636,18721,New Jersey,Passaic County
7637,18722,"[New Jersey, New Jersey]","[Passaic County, Essex County]"
7638,18723,New Jersey,Passaic County
7639,18724,New Jersey,Essex County
7640,18725,"[New Jersey, New Jersey]","[Bergen County, Hudson County]"
7641,18726,New Jersey,Bergen County
7642,18727,New York,Queens County
7643,18728,New York,Kings County
7644,18729,New York,Kings County
7645,18730,New York,Queens County
7646,18731,New York,New York County
7647,18732,New York,Kings County
7648,18733,New York,New York County
7649,18739,New York,New York County
7650,18740,New York,New York County
7651,18741,New York,Kings County
7652,18742,New York,Suffolk County
7653,18743,New York,NA
7654,18744,New York,Suffolk County
7655,18745,New York,Suffolk County
7656,18746,New York,Suffolk County
7657,18747,New York,Suffolk County
7658,18748,New York,Suffolk County
7659,18749,New York,Suffolk County
7660,18750,New York,Suffolk County
7661,18751,New York,Suffolk County
7662,18752,New York,Suffolk County
7663,18753,New York,Suffolk County
7664,18754,New York,Suffolk County
7665,18755,New York,Suffolk County
7666,18756,New York,Suffolk County
7667,18757,New York,Suffolk County
7668,18758,New York,Suffolk County
7669,18759,New York,Suffolk County
7670,18760,New York,Suffolk County
7671,18761,New York,Suffolk County
7672,18762,New York,Suffolk County
7673,18763,New York,Suffolk County
7674,18764,New York,Suffolk County
7675,18765,New York,Suffolk County
7676,18766,New York,Suffolk County
7677,18767,New York,Suffolk County
7678,18768,New York,Suffolk County
7679,18769,New York,Suffolk County
7680,18770,New York,Suffolk County
7681,18771,New York,Suffolk County
7682,18772,New York,Suffolk County
7683,18773,New York,Suffolk County
7684,18774,New York,Suffolk County
7685,18775,New York,Suffolk County
7686,18776,New York,Suffolk County
7687,18777,New York,Suffolk County
7688,18778,New York,Suffolk County
7689,18779,New York,Suffolk County
7690,18780,New York,Suffolk County
7691,18781,New York,Suffolk County
7692,18782,New York,Suffolk County
7693,18783,New York,Suffolk County
7694,18785,New York,Suffolk County
7695,18786,New York,Suffolk County
7696,18787,New York,NA
7697,18788,New York,Suffolk County
7698,18789,New York,Suffolk County
7699,18790,New York,Suffolk County
7700,18791,"[Pennsylvania, Pennsylvania]","[Bradford County, Tioga County]"
7701,18792,"[New York, New York]","[Chemung County, Schuyler County]"
7702,18793,"[New York, New York]","[Tioga County, Chemung County]"
7703,18794,New York,Tompkins County
7704,18795,"[New York, New York]","[Oswego County, Cayuga County]"
7705,18796,"[New York, New York]","[Cayuga County, Oswego County]"
7706,18797,"[New York, New York]","[Cayuga County, Oswego County]"
7707,18798,"[New York, New York]","[Oswego County, Cayuga County]"
7708,18799,"[New York, New York]","[Oswego County, Cayuga County]"
7709,18800,"[New York, New York]","[Oswego County, Cayuga County]"
7710,18801,"[New York, New York]","[Cayuga County, Oswego County]"
7711,18802,"[New York, New York]","[Cayuga County, Oswego County]"
7712,18803,"[New York, New York]","[Cayuga County, Oswego County]"
7713,18804,"[New York, New York]","[Oswego County, Cayuga County]"
7714,18805,"[New York, New York]","[Cayuga County, Oswego County]"
7715,18806,"[New York, New York]","[Oswego County, Cayuga County]"
7716,18807,"[New York, New York]","[Oswego County, Cayuga County]"
7717,18808,"[New York, New York]","[Oswego County, Cayuga County]"
7718,18809,"[New York, New York]","[Oswego County, Cayuga County]"
7719,18810,"[New York, New York]","[Oswego County, Cayuga County]"
7720,18811,"[New York, New York]","[Onondaga County, Oswego County]"
7721,18812,"[New York, New York]","[Onondaga County, Oswego County]"
7722,18813,"[Pennsylvania, Pennsylvania]","[Bradford County, Tioga County]"
7723,18814,Pennsylvania,Northumberland County
7724,18815,"[New York, New York]","[Onondaga County, Oswego County]"
7725,18816,New Jersey,Ocean County
7726,18817,Pennsylvania,York County
7727,18818,Pennsylvania,Lancaster County
7728,18819,"[Pennsylvania, Pennsylvania]","[Chester County, Delaware County]"
7729,18820,Pennsylvania,Chester County
7730,18821,"[Pennsylvania, Pennsylvania]","[Delaware County, Chester County]"
7731,18822,Pennsylvania,Philadelphia County
7732,18823,Pennsylvania,Philadelphia County
7733,18824,Pennsylvania,Philadelphia County
7734,18825,Pennsylvania,Philadelphia County
7735,18826,Pennsylvania,Philadelphia County
7736,18827,Pennsylvania,Philadelphia County
7737,18828,Pennsylvania,Lancaster County
7738,18829,Pennsylvania,Lancaster County
7739,18830,Pennsylvania,Lancaster County
7740,18831,Pennsylvania,Lancaster County
7741,18832,Pennsylvania,Lancaster County
7742,18833,Pennsylvania,Lancaster County
7743,18834,Pennsylvania,York County
7744,18835,Pennsylvania,York County
7745,18836,Pennsylvania,York County
7746,18837,Pennsylvania,York County
7747,18838,Pennsylvania,Franklin County
7748,18839,Pennsylvania,Lancaster County
7749,18840,"[Pennsylvania, Pennsylvania]","[Montgomery County, Delaware County]"
7750,18841,Pennsylvania,Delaware County
7751,18842,New Jersey,Burlington County
7752,18843,New Jersey,Burlington County
7753,18844,New Jersey,Burlington County
7754,18848,New Jersey,Ocean County
7755,18849,New Jersey,Ocean County
7756,18850,New Jersey,Ocean County
7757,18851,Pennsylvania,Chester County
7758,18852,"[Alabama, Alabama]","[Lee County, Tallapoosa County]"
7759,18853,"[Alabama, Alabama]","[Macon County, Lee County]"
7760,18854,"[Alabama, Alabama]","[Macon County, Lee County]"
7761,18855,"[Alabama, Alabama, Alabama]","[Lee County, Macon County, Bullock County]"
7762,18856,"[Alabama, Alabama, Alabama]","[Macon County, Bullock County, Lee County]"
7763,18857,"[Alabama, Alabama, Alabama]","[Lee County, Macon County, Bullock County]"
7764,18858,Georgia,Talbot County
7765,18859,"[Alabama, Alabama]","[Elmore County, Autauga County]"
7766,18860,"[Alabama, Alabama]","[Macon County, Lee County]"
7767,18861,"[Alabama, Alabama]","[Lee County, Macon County]"
7768,18862,"[Alabama, Alabama, Alabama]","[Russell County, Macon County, Lee County]"
7769,18863,"[Alabama, Alabama, Alabama]","[Macon County, Lee County, Bullock County]"
7770,18864,"[Alabama, Alabama, Alabama]","[Lee County, Bullock County, Macon County]"
7771,18865,"[Alabama, Alabama, Alabama]","[Macon County, Bullock County, Lee County]"
7772,18866,"[Alabama, Alabama, Alabama]","[Russell County, Lee County, Macon County]"
7773,18867,"[Alabama, Alabama, Alabama]","[Macon County, Russell County, Lee County]"
7774,18868,"[Alabama, Alabama, Alabama]","[Macon County, Lee County, Russell County]"
7775,18869,Georgia,Houston County
7776,18870,"[Georgia, Georgia]","[Wilkinson County, Laurens County]"
7777,18871,"[Georgia, Georgia]","[Wilkinson County, Twiggs County]"
7778,18872,Alabama,NA
7779,18873,"[Louisiana, Louisiana, Louisiana]","[Ouachita Parish, Union Parish, Morehouse Parish]"
7780,18874,Louisiana,Morehouse Parish
7781,18875,"[Arkansas, Arkansas]","[Ouachita County, Union County]"
7782,18876,"[Arkansas, Arkansas]","[Bath County, Montgomery County]"
7783,18877,"[Arkansas, Arkansas]","[Bradley County, Cleveland County]"
7784,18878,Arkansas,Union County
7785,18879,Arkansas,Union County
7786,18880,Arkansas,Union County
7787,18881,"[Arkansas, Arkansas]","[Garland County, Hot Spring County]"
7788,18882,Arkansas,Union County
7789,18883,"[Arkansas, Arkansas]","[Ouachita County, Calhoun County]"
7790,18884,"[Arkansas, Arkansas]","[Calhoun County, Ouachita County]"
7791,18885,"[Alabama, Alabama, Alabama]","[Tallapoosa County, Coosa County, Elmore County]"
7792,18886,"[Alabama, Alabama, Alabama]","[Coosa County, Tallapoosa County, Elmore County]"
7793,18887,Alabama,Hale County
7794,18888,"[Georgia, Georgia]","[Harris County, Meriwether County]"
7795,18889,Alabama,Chambers County
7796,18890,Alabama,Chilton County
7797,18891,"[Georgia, Georgia, Georgia]","[Meriwether County, Troup County, Harris County]"
7798,18892,"[Alabama, Alabama, Alabama]","[Elmore County, Coosa County, Tallapoosa County]"
7799,18893,"[Alabama, Alabama, Alabama]","[Coosa County, Tallapoosa County, Elmore County]"
7800,18894,"[Alabama, Alabama, Alabama]","[Coosa County, Tallapoosa County, Elmore County]"
7801,18895,"[Georgia, Georgia]","[Heard County, Troup County]"
7802,18896,Georgia,Upson County
7803,18897,Alabama,Chambers County
7804,18898,"[Alabama, Alabama, Alabama]","[Lee County, Chambers County, Tallapoosa County]"
7805,18899,Alabama,Chilton County
7806,18900,"[Alabama, Alabama, Alabama]","[Elmore County, Coosa County, Tallapoosa County]"
7807,18901,Alabama,Chambers County
7808,18902,"[Alabama, Alabama]","[Lee County, Chambers County]"
7809,18903,"[Alabama, Alabama]","[Chambers County, Lee County]"
7810,18904,Alabama,Chambers County
7811,18905,Alabama,Chambers County
7812,18906,Alabama,Chilton County
7813,18907,Georgia,Talbot County
7814,18908,Georgia,Wilkinson County
7815,18909,Georgia,Wilkinson County
7816,18910,"[Georgia, Georgia]","[Harris County, Talbot County]"
7817,18911,Alabama,Greene County
7818,18912,"[Alabama, Alabama, Alabama]","[Tallapoosa County, Coosa County, Elmore County]"
7819,18913,Alabama,Chambers County
7820,18914,Alabama,Chambers County
7821,18915,Alabama,Chambers County
7822,18916,Alabama,Chambers County
7823,18917,"[Alabama, Alabama]","[Lee County, Chambers County]"
7824,18918,Alabama,Chilton County
7825,18919,Alabama,Chilton County
7826,18920,Alabama,Chilton County
7827,18921,Alabama,Chilton County
7828,18922,Alabama,Chilton County
7829,18923,Georgia,Wilkinson County
7830,18924,"[Georgia, Georgia, Georgia]","[Bibb County, Jones County, Twiggs County]"
7831,18925,"[Georgia, Georgia, Georgia]","[Bibb County, Twiggs County, Jones County]"
7832,18926,Georgia,Bibb County
7833,18927,Georgia,Bibb County
7834,18928,"[Georgia, Georgia]","[Twiggs County, Bibb County]"
7835,18929,"[South Carolina, South Carolina]","[Dorchester County, Charleston County]"
7836,18930,"[South Carolina, South Carolina]","[Jasper County, Hampton County]"
7837,18931,"[South Carolina, South Carolina]","[Jasper County, Hampton County]"
7838,18933,Florida,Pinellas County
7839,18934,"[Florida, Florida]","[Polk County, Hillsborough County]"
7840,18935,Florida,Polk County
7841,18936,Florida,Hillsborough County
7842,18937,Florida,Hillsborough County
7843,18938,Florida,Hillsborough County
7844,18939,Florida,Hillsborough County
7845,18940,Florida,Hillsborough County
7846,18941,Florida,Pinellas County
7847,18942,Florida,Pinellas County
7848,18943,Florida,Pinellas County
7849,18944,Florida,Polk County
7850,18945,Florida,NA
7851,18946,Florida,Pinellas County
7852,18947,Florida,Orange County
7853,18948,Florida,Duval County
7854,18950,Florida,Polk County
7855,18951,Florida,Polk County
7856,18952,Florida,Hillsborough County
7857,18953,Florida,Polk County
7858,18954,"[Florida, Florida]","[Polk County, Hillsborough County]"
7859,18955,"[Florida, Florida]","[Hillsborough County, Polk County]"
7860,18956,Florida,Hillsborough County
7861,18957,"[Florida, Florida]","[Hillsborough County, Polk County]"
7862,18959,Florida,Pinellas County
7863,18960,Florida,Pinellas County
7864,18961,Florida,Pinellas County
7865,18962,"[Florida, Florida]","[Highlands County, Polk County]"
7866,18963,Florida,NA
7867,18964,"[Florida, Florida]","[Duval County, Clay County]"
7868,18965,"[Florida, Florida]","[Duval County, Clay County]"
7869,18966,Florida,Putnam County
7870,18967,Georgia,Camden County
7871,18968,Georgia,Camden County
7872,18969,"[Georgia, Georgia]","[Brantley County, Camden County]"
7873,18970,"[Georgia, Georgia]","[Long County, Liberty County]"
7874,18971,Georgia,Bulloch County
7875,18972,Georgia,Bulloch County
7876,18973,Georgia,Camden County
7877,18974,Georgia,NA
7878,18975,South Carolina,Saluda County
7879,18976,"[South Carolina, South Carolina]","[Saluda County, Aiken County]"
7880,18977,South Carolina,Aiken County
7881,18978,South Carolina,Aiken County
7882,18979,South Carolina,Aiken County
7883,18980,South Carolina,Aiken County
7884,18981,South Carolina,Aiken County
7885,18982,South Carolina,Aiken County
7886,18983,South Carolina,Aiken County
7887,18984,South Carolina,Aiken County
7888,18985,South Carolina,Aiken County
7889,18986,South Carolina,Aiken County
7890,18987,South Carolina,Aiken County
7891,18988,South Carolina,Aiken County
7892,18989,Florida,Duval County
7893,18990,Florida,Clay County
7894,18991,"[Florida, Florida]","[Clay County, Duval County]"
7895,18992,Florida,Clay County
7896,18993,"[Florida, Florida]","[Clay County, Duval County]"
7897,18994,Florida,Clay County
7898,18995,Florida,Clay County
7899,18996,Florida,Clay County
7900,18997,Florida,Clay County
7901,18998,Georgia,Glynn County
7902,18999,Georgia,Glynn County
7903,19000,Georgia,Glynn County
7904,19001,Georgia,Glynn County
7905,19002,Georgia,Glynn County
7906,19003,Georgia,Glynn County
7907,19004,Georgia,Glynn County
7908,19005,Georgia,Glynn County
7909,19006,Georgia,Glynn County
7910,19007,Georgia,Glynn County
7911,19008,Georgia,Glynn County
7912,19009,Georgia,McIntosh County
7913,19010,Georgia,McIntosh County
7914,19011,Georgia,McIntosh County
7915,19012,"[Georgia, Georgia]","[McIntosh County, Liberty County]"
7916,19013,"[Georgia, Georgia]","[McIntosh County, Liberty County]"
7917,19014,Georgia,Liberty County
7918,19015,Georgia,Bryan County
7919,19016,Georgia,Liberty County
7920,19017,Georgia,Bryan County
7921,19018,"[Georgia, Georgia, Georgia]","[Evans County, Bulloch County, Bryan County]"
7922,19019,"[Georgia, Georgia]","[Bulloch County, Bryan County]"
7923,19020,Georgia,Chatham County
7924,19021,"[Georgia, Georgia]","[Chatham County, Effingham County]"
7925,19022,Georgia,Chatham County
7926,19023,Georgia,Effingham County
7927,19024,Georgia,Effingham County
7928,19025,Georgia,Effingham County
7929,19026,"[Georgia, Georgia]","[Effingham County, Chatham County]"
7930,19027,Georgia,Chatham County
7931,19028,Georgia,Chatham County
7932,19029,"[Georgia, Georgia, Georgia]","[Chatham County, Bryan County, Effingham County]"
7933,19030,"[Georgia, Georgia, Georgia]","[Jones County, Onslow County, Duplin County]"
7934,19031,Georgia,Chatham County
7935,19032,Georgia,Chatham County
7936,19033,Georgia,Effingham County
7937,19034,"[Georgia, Georgia]","[Chatham County, Effingham County]"
7938,19035,"[Georgia, Georgia]","[Effingham County, Chatham County]"
7939,19036,"[Georgia, Georgia]","[Effingham County, Chatham County]"
7940,19037,Georgia,Glynn County
7941,19038,"[South Carolina, South Carolina]","[Saluda County, Aiken County]"
7942,19039,South Carolina,Aiken County
7943,19040,South Carolina,Aiken County
7944,19041,"[South Carolina, South Carolina]","[Aiken County, Orangeburg County]"
7945,19042,"[South Carolina, South Carolina]","[Lexington County, Saluda County]"
7946,19043,"[South Carolina, South Carolina]","[Lexington County, Calhoun County]"
7947,19044,South Carolina,Lexington County
7948,19045,"[South Carolina, South Carolina]","[Allendale County, Barnwell County]"
7949,19046,South Carolina,Lexington County
7950,19047,"[South Carolina, South Carolina]","[Allendale County, Hampton County]"
7951,19048,South Carolina,NA
7952,19049,South Carolina,Jasper County
7953,19050,South Carolina,Jasper County
7954,19051,"[South Carolina, South Carolina]","[Beaufort County, Jasper County]"
7955,19052,South Carolina,Beaufort County
7956,19053,South Carolina,Beaufort County
7957,19054,South Carolina,Beaufort County
7958,19055,South Carolina,Beaufort County
7959,19056,"[South Carolina, South Carolina]","[Jasper County, Hampton County]"
7960,19057,"[South Carolina, South Carolina]","[Jasper County, Beaufort County]"
7961,19058,"[South Carolina, South Carolina]","[Lexington County, Calhoun County]"
7962,19059,"[South Carolina, South Carolina, South Carolina]","[Lexington County, Orangeburg County, Calhoun County]"
7963,19060,South Carolina,Beaufort County
7964,19061,South Carolina,Beaufort County
7965,19062,South Carolina,Jasper County
7966,19063,Mississippi,NA
7967,19064,Mississippi,Yazoo County
7968,19065,Mississippi,Hinds County
7969,19066,Mississippi,Hinds County
7970,19067,Mississippi,Hinds County
7971,19068,Mississippi,Leflore County
7972,19069,Mississippi,Leflore County
7973,19070,"[Mississippi, Mississippi, Mississippi]","[Smith County, Rankin County, Scott County]"
7974,19071,"[Mississippi, Mississippi]","[Issaquena County, Warren County]"
7975,19072,"[Mississippi, Mississippi]","[Issaquena County, Warren County]"
7976,19073,"[Mississippi, Mississippi]","[Issaquena County, Warren County]"
7977,19074,Mississippi,Warren County
7978,19075,"[Mississippi, Mississippi, Mississippi]","[Yazoo County, Issaquena County, Sharkey County]"
7979,19076,"[Mississippi, Mississippi]","[Sharkey County, Washington County]"
7980,19077,"[Mississippi, Mississippi]","[Yazoo County, Humphreys County]"
7981,19078,"[Mississippi, Mississippi, Mississippi]","[Sunflower County, Humphreys County, Washington County]"
7982,19079,"[Mississippi, Mississippi]","[Sunflower County, Humphreys County]"
7983,19080,Mississippi,Washington County
7984,19081,"[Mississippi, Mississippi]","[Bolivar County, Washington County]"
7985,19082,Mississippi,NA
7986,19083,"[Mississippi, Mississippi]","[Washington County, Sunflower County]"
7987,19084,"[Mississippi, Mississippi]","[Sunflower County, Bolivar County]"
7988,19085,"[Mississippi, Mississippi]","[Sunflower County, Bolivar County]"
7989,19086,"[Mississippi, Mississippi]","[Sunflower County, Leflore County]"
7990,19087,"[Arkansas, Arkansas, Arkansas, Arkansas]","[Drew County, Desha County, Chicot County, Ashley County]"
7991,19088,Arkansas,Chicot County
7992,19089,Arkansas,Desha County
