State,County,Latitude,Longitude
Illinois,Jersey County,39.080192,-90.36136
Illinois,Jo Daviess County,42.362391,-90.21147
Illinois,Johnson County,37.460815,-88.88296
Illinois,Kane County,41.939594,-88.42804
Illinois,Kankakee County,41.139494,-87.86112
Illinois,Kendall County,41.58814,-88.43062
Illinois,Knox County,40.930941,-90.21376
Illinois,Lake County,42.326444,-87.43611
Illinois,La Salle County,41.343341,-88.88593
Illinois,Lawrence County,38.718954,-87.73022
Illinois,Lee County,41.747442,-89.29935
Illinois,Livingston County,40.894376,-88.55285
Illinois,Logan County,40.12907,-89.3653
Illinois,McDonough County,40.455789,-90.67757
Illinois,McHenry County,42.324298,-88.45224
Illinois,McLean County,40.494559,-88.84453
Illinois,Macon County,39.860237,-88.96152
Illinois,Macoupin County,39.2659,-89.92634
Illinois,Madison County,38.827082,-89.90019
Illinois,Marion County,38.648396,-88.92022
Illinois,Marshall County,41.031119,-89.34237
Illinois,Mason County,40.236993,-89.91357
Illinois,Massac County,37.216119,-88.70565
Illinois,Menard County,40.022569,-89.79413
Illinois,Mercer County,41.204791,-90.74143
Illinois,Monroe County,38.277983,-90.17907
Illinois,Montgomery County,39.228092,-89.478
Illinois,Morgan County,39.716806,-90.20227
Illinois,Moultrie County,39.636896,-88.62572
Illinois,Ogle County,42.041884,-89.32017
Illinois,Peoria County,40.785999,-89.76735
Illinois,Perry County,38.084385,-89.36848
Illinois,Piatt County,40.009056,-88.59232
Illinois,Pike County,39.625106,-90.88903
Illinois,Pope County,37.417169,-88.54237
Illinois,Pulaski County,37.215615,-89.12775
Illinois,Putnam County,41.19894,-89.29838
Illinois,Randolph County,38.056515,-89.82121
Illinois,Richland County,38.71155,-88.08569
Illinois,Rock Island County,41.468404,-90.5722
Illinois,St. Clair County,38.470198,-89.92854
Illinois,Saline County,37.751653,-88.54503
Illinois,Sangamon County,39.756378,-89.66231
Illinois,Schuyler County,40.156905,-90.61346
Illinois,Scott County,39.63698,-90.47775
Illinois,Shelby County,39.384926,-88.79886
Illinois,Stark County,41.096908,-89.79741
Illinois,Stephenson County,42.349726,-89.66599
Illinois,Tazewell County,40.508074,-89.51626
Illinois,Union County,37.475104,-89.25287
Illinois,Vermilion County,40.18674,-87.72677
Illinois,Wabash County,38.445821,-87.83916
Illinois,Warren County,40.850441,-90.62022
Illinois,Washington County,38.353141,-89.41718
Illinois,Wayne County,38.431948,-88.43212
Illinois,White County,38.087372,-88.17858
Illinois,Whiteside County,41.750571,-89.91095
Illinois,Will County,41.448474,-87.97845
Illinois,Williamson County,37.730353,-88.93001
Illinois,Winnebago County,42.337396,-89.1612
Illinois,Woodford County,40.789596,-89.2103
Indiana,Adams County,40.745733,-84.93613
Indiana,Allen County,41.091855,-85.07223
Indiana,Bartholomew County,39.205843,-85.89799
Indiana,Benton County,40.608253,-87.31547
Indiana,Blackford County,40.472672,-85.32373
Indiana,Boone County,40.050892,-86.46901
Indiana,Brown County,39.192585,-86.23941
Indiana,Carroll County,40.58498,-86.56514
Indiana,Cass County,40.753799,-86.35516
Indiana,Clark County,38.476217,-85.71112
Indiana,Clay County,39.393951,-87.11583
Indiana,Clinton County,40.305944,-86.47756
Indiana,Crawford County,38.289433,-86.44087
Indiana,Daviess County,38.696155,-87.07698
Indiana,Dearborn County,39.151491,-84.97346
Indiana,Decatur County,39.30598,-85.49983
Indiana,DeKalb County,41.401189,-85.00018
Indiana,Delaware County,40.227165,-85.39885
Indiana,Dubois County,38.373344,-86.87338
Indiana,Elkhart County,41.600693,-85.86398
Indiana,Fayette County,39.639655,-85.18503
Indiana,Floyd County,38.317937,-85.91147
Indiana,Fountain County,40.121282,-87.2348
Indiana,Franklin County,39.409762,-85.06696
Indiana,Fulton County,41.050384,-86.265
Indiana,Gibson County,38.317413,-87.58056
Indiana,Grant County,40.515758,-85.65494
Indiana,Greene County,39.0486,-87.00524
Indiana,Hamilton County,40.04987,-86.02058
Indiana,Hancock County,39.822604,-85.7729
Indiana,Harrison County,38.18644,-86.10368
Indiana,Hendricks County,39.768749,-86.51028
Indiana,Henry County,39.929576,-85.39733
Indiana,Howard County,40.483537,-86.11411
Indiana,Huntington County,40.826394,-85.47859
Indiana,Jackson County,38.911957,-86.04251
Indiana,Jasper County,41.017688,-87.11881
Indiana,Jay County,40.434972,-85.00338
Indiana,Jefferson County,38.783604,-85.44009
Indiana,Jennings County,38.996234,-85.62811
Indiana,Johnson County,39.495986,-86.0946
Indiana,Knox County,38.688663,-87.42018
Indiana,Kosciusko County,41.244293,-85.86157
Indiana,LaGrange County,41.642468,-85.4263
Indiana,Lake County,41.472239,-87.37433
Indiana,LaPorte County,41.549011,-86.74472
Indiana,Lawrence County,38.839815,-86.48782
Indiana,Madison County,40.166203,-85.72245
Indiana,Marion County,39.782976,-86.13579
Indiana,Marshall County,41.325003,-86.26903
Indiana,Martin County,38.705322,-86.80184
Indiana,Miami County,40.772881,-86.04425
Indiana,Monroe County,39.160751,-86.52332
Indiana,Montgomery County,40.040296,-86.89271
Indiana,Morgan County,39.482646,-86.44745
Indiana,Newton County,40.962399,-87.40217
Indiana,Noble County,41.400794,-85.41785
Indiana,Ohio County,38.940527,-84.96429
Indiana,Orange County,38.547381,-86.48925
Indiana,Owen County,39.317339,-86.83884
Indiana,Parke County,39.77425,-87.19695
Indiana,Perry County,38.081436,-86.62654
Indiana,Pike County,38.397898,-87.23253
Indiana,Porter County,41.509922,-87.0713
Indiana,Posey County,38.027614,-87.86865
Indiana,Pulaski County,41.045272,-86.69253
Indiana,Putnam County,39.665545,-86.85332
Indiana,Randolph County,40.164414,-85.005
Indiana,Ripley County,39.10023,-85.26054
Indiana,Rush County,39.622312,-85.46652
Indiana,St. Joseph County,41.617699,-86.28815
Indiana,Scott County,38.679431,-85.75189
Indiana,Shelby County,39.524135,-85.79217
Indiana,Spencer County,38.009789,-87.01064
Indiana,Starke County,41.28322,-86.64757
Indiana,Steuben County,41.643437,-85.00246
Indiana,Sullivan County,39.089225,-87.41584
Indiana,Switzerland County,38.825846,-85.02967
Indiana,Tippecanoe County,40.38926,-86.89394
Indiana,Tipton County,40.310229,-86.0562
Indiana,Union County,39.623111,-84.92515
Indiana,Vanderburgh County,38.02007,-87.58616
Indiana,Vermillion County,39.854045,-87.46207
Indiana,Vigo County,39.429143,-87.39037
Indiana,Wabash County,40.843717,-85.79517
Indiana,Warren County,40.352658,-87.37584
Indiana,Warrick County,38.097764,-87.27202
Indiana,Washington County,38.600613,-86.10475
Indiana,Wayne County,39.863091,-85.00673
Indiana,Wells County,40.735273,-85.21297
Indiana,White County,40.75095,-86.86429
Indiana,Whitley County,41.136426,-85.50189
Iowa,Adair County,41.328528,-94.47816
Iowa,Adams County,41.021656,-94.6969
Iowa,Allamakee County,43.274964,-91.38275
Iowa,Appanoose County,40.744683,-92.87034
Iowa,Audubon County,41.679178,-94.90431
Iowa,Benton County,42.092547,-92.05763
Iowa,Black Hawk County,42.472888,-92.30605
Iowa,Boone County,42.038601,-93.93913
Iowa,Bremer County,42.78089,-92.32758
Iowa,Buchanan County,42.470328,-91.83866
Iowa,Buena Vista County,42.741522,-95.14143
Iowa,Butler County,42.734708,-92.78006
Iowa,Calhoun County,42.38617,-94.64368
Iowa,Carroll County,42.039492,-94.86764
Iowa,Cass County,41.333824,-94.9333
Iowa,Cedar County,41.772355,-91.13219
Iowa,Cerro Gordo County,43.075171,-93.25126
Iowa,Cherokee County,42.742738,-95.63326
Iowa,Chickasaw County,43.059741,-92.31721
Iowa,Clarke County,41.029191,-93.78409
Iowa,Clay County,43.079822,-95.14972
Iowa,Clayton County,42.840998,-91.32351
Iowa,Clinton County,41.898073,-90.53424
Iowa,Crawford County,42.043119,-95.38909
Iowa,Dallas County,41.685321,-94.0407
Iowa,Davis County,40.748089,-92.41034
Iowa,Decatur County,40.736379,-93.78458
Iowa,Delaware County,42.473003,-91.35944
Iowa,Des Moines County,40.915339,-91.18692
Iowa,Dickinson County,43.389611,-95.19605
Iowa,Dubuque County,42.463481,-90.87877
Iowa,Emmet County,43.377984,-94.66937
Iowa,Fayette County,42.86445,-91.83937
Iowa,Floyd County,43.052741,-92.78736
Iowa,Franklin County,42.736549,-93.27142
Iowa,Fremont County,40.743726,-95.59951
Iowa,Greene County,42.042494,-94.3887
Iowa,Grundy County,42.403323,-92.79026
Iowa,Guthrie County,41.683573,-94.50127
Iowa,Hamilton County,42.390768,-93.70919
Iowa,Hancock County,43.075411,-93.74369
Iowa,Hardin County,42.389955,-93.24108
Iowa,Harrison County,41.688584,-95.82714
Iowa,Henry County,40.985864,-91.54427
Iowa,Howard County,43.365313,-92.3219
Iowa,Humboldt County,42.782221,-94.20277
Iowa,Ida County,42.39186,-95.50742
Iowa,Iowa County,41.683918,-92.05912
Iowa,Jackson County,42.164281,-90.57459
Iowa,Jasper County,41.685686,-93.05297
Iowa,Jefferson County,41.00688,-91.96713
Iowa,Johnson County,41.668737,-91.58881
Iowa,Jones County,42.125118,-91.11691
Iowa,Keokuk County,41.331182,-92.16772
Iowa,Kossuth County,43.212478,-94.21398
Iowa,Lee County,40.647588,-91.47715
Iowa,Linn County,42.077951,-91.59767
Iowa,Louisa County,41.218211,-91.25699
Iowa,Lucas County,41.033344,-93.33146
Iowa,Lyon County,43.38358,-96.2072
Iowa,Madison County,41.330622,-94.01518
Iowa,Mahaska County,41.330797,-92.63636
Iowa,Marion County,41.331455,-93.09384
Iowa,Marshall County,42.041691,-92.98145
Iowa,Mills County,41.033703,-95.6191
Iowa,Mitchell County,43.348564,-92.78446
Iowa,Monona County,42.049432,-95.95656
Iowa,Monroe County,41.028847,-92.86964
Iowa,Montgomery County,41.021735,-95.15779
Iowa,Muscatine County,41.483776,-91.11869
Iowa,O'Brien County,43.083746,-95.62562
Iowa,Osceola County,43.378542,-95.63378
Iowa,Page County,40.73909,-95.14429
Iowa,Palo Alto County,43.075854,-94.66729
Iowa,Plymouth County,42.737585,-96.21586
Iowa,Pocahontas County,42.734033,-94.67827
Iowa,Polk County,41.684281,-93.56972
Iowa,Pottawattamie County,41.340184,-95.5449
Iowa,Poweshiek County,41.684526,-92.52288
Iowa,Ringgold County,40.735334,-94.24425
Iowa,Sac County,42.387526,-95.10522
Iowa,Scott County,41.641679,-90.62229
Iowa,Shelby County,41.679014,-95.30891
Iowa,Sioux County,43.082854,-96.17792
Iowa,Story County,42.037538,-93.46609
Iowa,Tama County,42.074848,-92.52941
Iowa,Taylor County,40.737949,-94.6971
Iowa,Union County,41.02855,-94.24509
Iowa,Van Buren County,40.754117,-91.95294
Iowa,Wapello County,41.031263,-92.40948
Iowa,Warren County,41.336769,-93.56436
Iowa,Washington County,41.329401,-91.72505
Iowa,Wayne County,40.739983,-93.33261
Iowa,Webster County,42.434397,-94.17915
Iowa,Winnebago County,43.378124,-93.74348
Iowa,Winneshiek County,43.292989,-91.85078
Iowa,Woodbury County,42.39322,-96.05329
Iowa,Worth County,43.373491,-93.24853
Iowa,Wright County,42.733007,-93.73473
Kansas,Allen County,37.884229,-95.30094
Kansas,Anderson County,38.215114,-95.29204
Kansas,Atchison County,39.532544,-95.31339
Kansas,Barber County,37.222906,-98.68505
Kansas,Barton County,38.481239,-98.76783
Kansas,Bourbon County,37.8561,-94.85092
Kansas,Brown County,39.825931,-95.5699
Kansas,Butler County,37.773681,-96.83876
Kansas,Chase County,38.298553,-96.59406
Kansas,Chautauqua County,37.154259,-96.24539
Kansas,Cherokee County,37.169392,-94.84569
Kansas,Cheyenne County,39.789256,-101.7273
Kansas,Clark County,37.233831,-99.81386
Kansas,Clay County,39.344964,-97.16885
Kansas,Cloud County,39.487329,-97.64139
Kansas,Coffey County,38.23645,-95.72913
Kansas,Comanche County,37.189071,-99.25408
Kansas,Cowley County,37.234507,-96.83724
Kansas,Crawford County,37.505628,-94.85394
Kansas,Decatur County,39.783542,-100.4597
Kansas,Dickinson County,38.867735,-97.15794
Kansas,Doniphan County,39.788502,-95.14722
Kansas,Douglas County,38.896573,-95.29052
Kansas,Edwards County,37.883595,-99.30474
Kansas,Elk County,37.456026,-96.24464
Kansas,Ellis County,38.914596,-99.31732
Kansas,Ellsworth County,38.700845,-98.20535
Kansas,Finney County,38.049855,-100.73992
Kansas,Ford County,37.688365,-99.88473
Kansas,Franklin County,38.558019,-95.27896
Kansas,Geary County,39.002155,-96.76803
Kansas,Gove County,38.917239,-100.48736
Kansas,Graham County,39.349445,-99.88095
Kansas,Grant County,37.547537,-101.29936
Kansas,Gray County,37.744513,-100.45171
Kansas,Greeley County,38.480408,-101.80598
Kansas,Greenwood County,37.878659,-96.24223
Kansas,Hamilton County,37.995244,-101.79368
Kansas,Harper County,37.188184,-98.06659
Kansas,Harvey County,38.050144,-97.4367
Kansas,Haskell County,37.55855,-100.87686
Kansas,Hodgeman County,38.087493,-99.8984
Kansas,Jackson County,39.410989,-95.7945
Kansas,Jefferson County,39.239644,-95.37531
Kansas,Jewell County,39.77701,-98.22258
Kansas,Johnson County,38.883907,-94.82233
Kansas,Kearny County,37.994461,-101.30813
Kansas,Kingman County,37.552951,-98.14452
Kansas,Kiowa County,37.561231,-99.28653
Kansas,Labette County,37.191468,-95.29747
Kansas,Lane County,38.481286,-100.46618
Kansas,Leavenworth County,39.189511,-95.03897
Kansas,Lincoln County,39.047276,-98.21426
Kansas,Linn County,38.216549,-94.84493
Kansas,Logan County,38.91327,-101.1574
Kansas,Lyon County,38.455498,-96.16158
Kansas,McPherson County,38.395812,-97.64748
Kansas,Marion County,38.359647,-97.10277
Kansas,Marshall County,39.782709,-96.52124
Kansas,Meade County,37.243886,-100.36009
Kansas,Miami County,38.566772,-94.83296
Kansas,Mitchell County,39.393026,-98.20736
Kansas,Montgomery County,37.189537,-95.7424
Kansas,Morris County,38.687696,-96.6449
Kansas,Morton County,37.18525,-101.80951
Kansas,Nemaha County,39.791043,-96.00538
Kansas,Neosho County,37.564283,-95.31568
Kansas,Ness County,38.480437,-99.90874
Kansas,Norton County,39.783867,-99.89923
Kansas,Osage County,38.649706,-95.72727
Kansas,Osborne County,39.348649,-98.76787
Kansas,Ottawa County,39.137963,-97.6548
Kansas,Pawnee County,38.182873,-99.23215
Kansas,Phillips County,39.784506,-99.34215
Kansas,Pottawatomie County,39.382187,-96.33711
Kansas,Pratt County,37.647594,-98.74012
Kansas,Rawlins County,39.786198,-101.07673
Kansas,Reno County,37.948185,-98.07834
Kansas,Republic County,39.82891,-97.65092
Kansas,Rice County,38.347178,-98.20141
Kansas,Riley County,39.291211,-96.72748
Kansas,Rooks County,39.346006,-99.32449
Kansas,Rush County,38.523592,-99.30918
Kansas,Russell County,38.916839,-98.76563
Kansas,Saline County,38.786327,-97.65015
Kansas,Scott County,38.481877,-100.90636
Kansas,Sedgwick County,37.683807,-97.45945
Kansas,Seward County,37.180585,-100.85474
Kansas,Shawnee County,39.041805,-95.75566
Kansas,Sheridan County,39.350543,-100.4412
Kansas,Sherman County,39.351352,-101.71985
Kansas,Smith County,39.78466,-98.78543
Kansas,Stafford County,38.03563,-98.71988
Kansas,Stanton County,37.565932,-101.78938
Kansas,Stevens County,37.202356,-101.31579
Kansas,Sumner County,37.236663,-97.49334
Kansas,Thomas County,39.357706,-101.08343
Kansas,Trego County,38.921302,-99.86542
Kansas,Wabaunsee County,38.955154,-96.20126
Kansas,Wallace County,38.926626,-101.7711
Kansas,Washington County,39.776714,-97.09561
Kansas,Wichita County,38.481922,-101.34743
Kansas,Wilson County,37.558515,-95.74517
Kansas,Woodson County,37.888484,-95.75755
Kansas,Wyandotte County,39.115384,-94.76308
Kentucky,Adair County,37.105541,-85.2814
Kentucky,Allen County,36.75077,-86.19245
Kentucky,Anderson County,38.005396,-84.98641
Kentucky,Ballard County,37.05112,-89.00917
Kentucky,Barren County,36.963614,-85.92499
Kentucky,Bath County,38.152249,-83.73764
Kentucky,Bell County,36.72268,-83.68104
Kentucky,Boone County,38.974595,-84.73144
Kentucky,Bourbon County,38.202562,-84.20986
Kentucky,Boyd County,38.360004,-82.6814
Kentucky,Boyle County,37.6182,-84.87301
Kentucky,Bracken County,38.678523,-84.10035
Kentucky,Breathitt County,37.521178,-83.3224
Kentucky,Breckinridge County,37.778109,-86.43282
Kentucky,Bullitt County,37.969572,-85.70303
Kentucky,Butler County,37.207013,-86.68247
Kentucky,Caldwell County,37.148643,-87.87051
Kentucky,Calloway County,36.620978,-88.27408
Kentucky,Campbell County,38.946981,-84.37958
Kentucky,Carlisle County,36.857726,-88.97575
Kentucky,Carroll County,38.668284,-85.12408
Kentucky,Carter County,38.309555,-83.04882
Kentucky,Casey County,37.321962,-84.92822
Kentucky,Christian County,36.893388,-87.49355
Kentucky,Clark County,37.970133,-84.14497
Kentucky,Clay County,37.164466,-83.71076
Kentucky,Clinton County,36.729124,-85.15349
Kentucky,Crittenden County,37.358149,-88.10501
Kentucky,Cumberland County,36.784227,-85.39349
Kentucky,Daviess County,37.731671,-87.08713
Kentucky,Edmonson County,37.227856,-86.21777
Kentucky,Elliott County,38.116425,-83.09754
Kentucky,Estill County,37.69246,-83.96392
Kentucky,Fayette County,38.040157,-84.45844
Kentucky,Fleming County,38.368431,-83.70615
Kentucky,Floyd County,37.558283,-82.74033
Kentucky,Franklin County,38.234919,-84.86878
Kentucky,Fulton County,36.55262,-89.18772
Kentucky,Gallatin County,38.760184,-84.86211
Kentucky,Garrard County,37.630162,-84.54585
Kentucky,Grant County,38.64921,-84.62594
Kentucky,Graves County,36.723344,-88.64989
Kentucky,Grayson County,37.458577,-86.34401
Kentucky,Green County,37.269637,-85.5614
Kentucky,Greenup County,38.563596,-82.93383
Kentucky,Hancock County,37.843389,-86.79277
Kentucky,Hardin County,37.695836,-85.96318
Kentucky,Harlan County,36.859223,-83.22149
Kentucky,Harrison County,38.443489,-84.33279
Kentucky,Hart County,37.313856,-85.88199
Kentucky,Henderson County,37.792542,-87.57257
Kentucky,Henry County,38.451561,-85.12007
Kentucky,Hickman County,36.675916,-88.97202
Kentucky,Hopkins County,37.31107,-87.54219
Kentucky,Jackson County,37.40332,-84.02068
Kentucky,Jefferson County,38.189533,-85.65762
Kentucky,Jessamine County,37.873291,-84.58396
Kentucky,Johnson County,37.84926,-82.83063
Kentucky,Kenton County,38.930477,-84.53349
Kentucky,Knott County,37.354703,-82.94913
Kentucky,Knox County,36.887476,-83.85563
Kentucky,Larue County,37.545518,-85.6972
Kentucky,Laurel County,37.113268,-84.11939
Kentucky,Lawrence County,38.074459,-82.7383
Kentucky,Lee County,37.605383,-83.71849
Kentucky,Leslie County,37.087846,-83.38861
Kentucky,Letcher County,37.118503,-82.86117
Kentucky,Lewis County,38.532051,-83.3733
Kentucky,Lincoln County,37.457257,-84.65807
Kentucky,Livingston County,37.209517,-88.36342
Kentucky,Logan County,36.859829,-86.88143
Kentucky,Lyon County,37.023976,-88.08339
Kentucky,McCracken County,37.053688,-88.71237
Kentucky,McCreary County,36.731136,-84.49105
Kentucky,McLean County,37.530575,-87.26293
Kentucky,Madison County,37.723528,-84.277
Kentucky,Magoffin County,37.698954,-83.06971
Kentucky,Marion County,37.552247,-85.26924
Kentucky,Marshall County,36.882017,-88.33275
Kentucky,Martin County,37.796774,-82.50662
Kentucky,Mason County,38.594068,-83.82805
Kentucky,Meade County,37.967476,-86.20086
Kentucky,Menifee County,37.950715,-83.59734
Kentucky,Mercer County,37.812085,-84.87969
Kentucky,Metcalfe County,36.990394,-85.62955
Kentucky,Monroe County,36.714077,-85.7135
Kentucky,Montgomery County,38.038138,-83.91233
Kentucky,Morgan County,37.92294,-83.25894
Kentucky,Muhlenberg County,37.213816,-87.13409
Kentucky,Nelson County,37.803188,-85.46595
Kentucky,Nicholas County,38.337132,-84.02555
Kentucky,Ohio County,37.477859,-86.84487
Kentucky,Oldham County,38.400046,-85.45605
Kentucky,Owen County,38.499603,-84.8415
Kentucky,Owsley County,37.423452,-83.69156
Kentucky,Pendleton County,38.690765,-84.35404
Kentucky,Perry County,37.241282,-83.21777
Kentucky,Pike County,37.482067,-82.40286
Kentucky,Powell County,37.810379,-83.82698
Kentucky,Pulaski County,37.108312,-84.57998
Kentucky,Robertson County,38.513826,-84.06375
Kentucky,Rockcastle County,37.36122,-84.31441
Kentucky,Rowan County,38.205894,-83.42596
Kentucky,Russell County,36.989127,-85.05897
Kentucky,Scott County,38.289882,-84.57937
Kentucky,Shelby County,38.239426,-85.22836
Kentucky,Simpson County,36.740863,-86.58146
Kentucky,Spencer County,38.026976,-85.32152
Kentucky,Taylor County,37.365106,-85.32669
Kentucky,Todd County,36.840338,-87.18364
Kentucky,Trigg County,36.807681,-87.85865
Kentucky,Trimble County,38.618193,-85.35517
Kentucky,Union County,37.658029,-87.95165
Kentucky,Warren County,36.995634,-86.42357
Kentucky,Washington County,37.754209,-85.17541
Kentucky,Wayne County,36.802011,-84.83044
Kentucky,Webster County,37.520021,-87.68509
Kentucky,Whitley County,36.758021,-84.14455
Kentucky,Wolfe County,37.743774,-83.49506
Kentucky,Woodford County,38.042789,-84.74814
Louisiana,Acadia County,30.291497,-92.41103
Louisiana,Allen County,30.652744,-92.8196
Louisiana,Ascension County,30.202946,-90.91002
Louisiana,Assumption County,29.899884,-91.05052
Louisiana,Avoyelles County,31.085094,-91.99379
Louisiana,Beauregard County,30.645018,-93.34025
Louisiana,Bienville County,32.344268,-93.06151
Louisiana,Bossier County,32.696202,-93.61797
Louisiana,Caddo County,32.577195,-93.88242
Louisiana,Calcasieu County,30.229559,-93.35801
Louisiana,Caldwell County,32.101244,-92.11418
Louisiana,Cameron County,29.871989,-93.16543
Louisiana,Catahoula County,31.666517,-91.8467
Louisiana,Claiborne County,32.827585,-92.99112
Louisiana,Concordia County,31.469806,-91.62631
Louisiana,De Soto County,32.059248,-93.74079
Louisiana,East Baton Rouge County,30.544002,-91.09317
Louisiana,East Carroll Parish,32.73017,-91.23414
Louisiana,East Feliciana County,30.839784,-91.04343
Louisiana,Evangeline County,30.720693,-92.40408
Louisiana,Franklin County,32.138279,-91.6721
Louisiana,Grant County,31.597787,-92.56171
Louisiana,Iberia County,29.606013,-91.8427
Louisiana,Iberville County,30.288394,-91.36315
Louisiana,Jackson County,32.30448,-92.55667
Louisiana,Jefferson County,29.5033,-90.03623
Louisiana,Jefferson Davis County,30.269529,-92.81622
Louisiana,Lafayette County,30.206507,-92.06417
Louisiana,Lafourche County,29.491993,-90.39484
Louisiana,LaSalle Parish,31.680836,-92.1618
Louisiana,Lincoln County,32.601148,-92.66208
Louisiana,Livingston County,30.440419,-90.72747
Louisiana,Madison County,32.365824,-91.24072
Louisiana,Morehouse County,32.820008,-91.80039
Louisiana,Natchitoches County,31.734982,-93.0861
Louisiana,Orleans County,30.068636,-89.939
Louisiana,Ouachita County,32.477495,-92.15479
Louisiana,Plaquemines County,29.402337,-89.29848
Louisiana,Pointe Coupee County,30.708319,-91.60462
Louisiana,Rapides County,31.193204,-92.53595
Louisiana,Red River County,32.101213,-93.34905
Louisiana,Richland County,32.418121,-91.75837
Louisiana,Sabine County,31.560209,-93.55922
Louisiana,St. Bernard County,29.91811,-89.26349
Louisiana,St. Charles County,29.913833,-90.35931
Louisiana,St. Helena County,30.821423,-90.70935
Louisiana,St. James County,30.02482,-90.79395
Louisiana,St. John the Baptist County,30.117471,-90.50467
Louisiana,St. Landry County,30.583441,-91.98927
Louisiana,St. Martin County,30.121433,-91.61148
Louisiana,St. Mary County,29.629349,-91.4638
Louisiana,St. Tammany County,30.410022,-89.95196
Louisiana,Tangipahoa County,30.621581,-90.40663
Louisiana,Tensas County,32.001489,-91.34257
Louisiana,Terrebonne County,29.333266,-90.84419
Louisiana,Union County,32.829349,-92.37565
Louisiana,Vermilion County,29.786872,-92.29009
Louisiana,Vernon County,31.110563,-93.18152
Louisiana,Washington County,30.852144,-90.04625
Louisiana,Webster County,32.732152,-93.33982
Louisiana,West Baton Rouge County,30.464052,-91.3098
Louisiana,West Carroll County,32.79248,-91.45199
Louisiana,West Feliciana County,30.872701,-91.421
Louisiana,Winn County,31.941187,-92.64126
Maine,Androscoggin County,44.167681,-70.20743
Maine,Aroostook County,46.727057,-68.64941
Maine,Cumberland County,43.808348,-70.33037
Maine,Franklin County,44.973012,-70.44472
Maine,Hancock County,44.564906,-68.3707
Maine,Kennebec County,44.417012,-69.76576
Maine,Knox County,44.042045,-69.03851
Maine,Lincoln County,43.994265,-69.51402
Maine,Oxford County,44.494585,-70.73468
Maine,Penobscot County,45.390602,-68.65748
Maine,Piscataquis County,45.917678,-69.10454
Maine,Sagadahoc County,43.916694,-69.84399
Maine,Somerset County,45.507482,-69.97604
Maine,Waldo County,44.505361,-69.13967
Maine,Washington County,44.967009,-67.60935
Maine,York County,43.427239,-70.6704
Maryland,Allegany County,39.612309,-78.7031
Maryland,Anne Arundel County,38.993374,-76.56051
Maryland,Baltimore County,39.443167,-76.61656
Maryland,Calvert County,38.521358,-76.52586
Maryland,Caroline County,38.871531,-75.83163
Maryland,Carroll County,39.563189,-77.01551
Maryland,Cecil County,39.562352,-75.94158
Maryland,Charles County,38.472853,-77.01542
Maryland,Dorchester County,38.429196,-76.04743
Maryland,Frederick County,39.470427,-77.39762
Maryland,Garrett County,39.529871,-79.26941
Maryland,Harford County,39.537429,-76.29978
Maryland,Howard County,39.252264,-76.9244
Maryland,Kent County,39.239177,-76.1242
Maryland,Montgomery County,39.137382,-77.20306
Maryland,Prince George's County,38.82588,-76.84727
Maryland,Queen Anne's County,39.040693,-76.0824
Maryland,St. Mary's County,38.222666,-76.53427
Maryland,Somerset County,38.07445,-75.85332
Maryland,Talbot County,38.749427,-76.17913
Maryland,Washington County,39.603621,-77.81467
Maryland,Wicomico County,38.367389,-75.6322
Maryland,Worcester County,38.222133,-75.30993
Maryland,Baltimore County,39.300214,-76.61051
Massachusetts,Barnstable County,41.798819,-70.21108
Massachusetts,Berkshire County,42.375314,-73.21394
Massachusetts,Bristol County,41.748576,-71.08706
Massachusetts,Dukes County,41.380939,-70.70153
Massachusetts,Essex County,42.642711,-70.8651
Massachusetts,Franklin County,42.583791,-72.59165
Massachusetts,Hampden County,42.136198,-72.63564
Massachusetts,Hampshire County,42.339459,-72.66369
Massachusetts,Middlesex County,42.479477,-71.3965
Massachusetts,Nantucket County,41.305878,-70.14191
Massachusetts,Norfolk County,42.169703,-71.17987
Massachusetts,Plymouth County,41.987196,-70.74194
Massachusetts,Suffolk County,42.33196,-71.02017
Massachusetts,Worcester County,42.311693,-71.94028
Michigan,Alcona County,44.682535,-82.83408
Michigan,Alger County,47.080077,-86.5641
Michigan,Allegan County,42.595788,-86.63474
Michigan,Alpena County,44.894954,-83.42657
Michigan,Antrim County,45.005457,-85.17562
Michigan,Arenac County,44.03687,-83.74067
Michigan,Baraga County,46.696068,-88.35602
Michigan,Barry County,42.582811,-85.31455
Michigan,Bay County,43.699711,-83.9787
Michigan,Benzie County,44.648621,-86.49431
Michigan,Berrien County,41.792639,-86.74182
Michigan,Branch County,41.918585,-85.06652
Michigan,Calhoun County,42.24299,-85.01238
Michigan,Cass County,41.91624,-85.99945
Michigan,Charlevoix County,45.513164,-85.45039
Michigan,Cheboygan County,45.47612,-84.49527
Michigan,Chippewa County,46.321819,-84.52063
Michigan,Clare County,43.991137,-84.83832
Michigan,Clinton County,42.950455,-84.59169
Michigan,Crawford County,44.680208,-84.61113
Michigan,Delta County,45.805101,-86.90137
Michigan,Dickinson County,46.012823,-87.86611
Michigan,Eaton County,42.589614,-84.84652
Michigan,Emmet County,45.590094,-84.98682
Michigan,Genesee County,43.021077,-83.70637
Michigan,Gladwin County,43.98975,-84.38981
Michigan,Gogebic County,46.488054,-89.78831
Michigan,Grand Traverse County,44.718688,-85.55384
Michigan,Gratiot County,43.292326,-84.60469
