HID,TID
511210209001717,243
511210211002516,546
511210209001709,294
51121021200144,66
51121021200149,784
51121021200157,324
51121021200148,784
51121021200145,611
51121021200147,784
511210209001705,808
511210209001712,1393
51121021200139,802
511210211002519,1240
511210211002520,524
51121021200153,824
51121021200152,784
511210209001710,294
51121021200154,650
511210209001714,1002
511210211002526,524
511210209001739,808
511210211002528,237
511210209001704,1002
511210211002527,237
51121021200170,64
511210209001738,1393
51121021200143,937
511210211002525,1240
511210209001737,294
511210209001702,1002
511210211002521,524
51121021200142,784
511210209001703,1002
51121021200140,937
51121021200172,734
51121021200175,650
51121021200177,64
511210209001732,294
511210211002518,1240
511210211002504,868
511210209001701,1002
511210209001729,808
51121021200176,64
511210209001734,1393
511210209001708,294
511210211002508,237
51121021200146,289
511210211002524,524
51121021200141,1199
511210211002507,524
511210211002502,546
511210209001706,808
511210209001707,294
511210209001726,822
511210209001727,440
511210209001730,808
511210209001728,440
51121021200174,650
511210209001724,822
51121021200173,650
51121021200161,66
511210211002506,868
511210209001731,808
511210211002505,868
51121021200179,611
511210209001723,822
51121021200178,64
511210209001239,65
511210209001735,1393
511210211002522,1240
51121021200171,159
511210209001736,1393
511210209001722,822
511210211002523,524
511210209001700,1002
511210214001978,206
511210209001236,65
511210211002500,546
51121021200169,824
51121021200164,650
51121021200167,159
511210209001725,822
51121021200160,66
511210214001983,1277
51121021200163,66
511210211002503,868
511210214001986,617
51121020202567,1456
51121021200165,289
51121021200162,66
511210209001243,151
51121020202565,753
511210209001733,1393
511210209001235,65
511210209001241,639
511210209001237,760
51121020202562,139
511210209001721,808
51121020202568,1456
511210211002501,546
51121020202561,139
51121020202560,386
511210209001233,1345
511210214001982,1137
51121021200168,66
511210214001985,1188
511210209001238,760
511210209001228,1345
51121020202566,386
511210214001984,98
511210209001720,243
511210214001980,1172
511210214001981,719
511210209001232,1345
511210209001227,639
511210214001997,443
51121020202573,386
51121020202569,1478
51121020202575,1478
511210209001225,639
511210214001988,1287
511210214001977,723
511210214001995,206
511210214001991,1328
511210214001990,1172
511210209001231,1345
511210214001989,472
51121020202574,386
51121020202578,1478
51121020202539,1456
51121020202576,1478
51121020202579,1478
511210209001258,310
511210214001994,34
511210214001992,160
511210209001242,639
511210209001234,1345
511210209001240,65
511210212002749,64
511210214001979,617
51121020202564,753
511210211002097,900
511210209001265,1192
511210209001259,1345
511210211002099,1458
511210214001987,1308
511210209001263,1345
511210209001257,1345
511210209001222,1474
511210211002094,546
51121020202572,386
511210214001976,1431
511210209001256,1345
511210214001993,47
511210211002095,900
511210214001996,939
511210209001223,151
511210209001230,639
51121020202571,1478
511210209001264,1192
51121020202577,1478
51121020202538,1456
51121020202570,753
511210209001226,1345
511210211002098,1458
511210209001224,1345
511210209001229,639
51121020202541,1456
51121020202549,1478
511210209001262,1345
51121020202547,1478
511210211002093,546
511210212002748,874
51121020202545,1456
511210211002096,900
511210212002757,1313
511210212002756,510
511210211002092,237
511210214001998,1308
51121020202548,1478
511210209001260,310
51121020202551,1478
51121020202553,386
511210212002755,841
511210212002751,774
51121020202542,1456
51121020202558,386
51121020202555,386
511210209001248,294
511210209001251,294
511210212002752,83
511210209001255,310
51121020202559,386
511210212002753,181
51121020202554,1456
511210209001252,294
511210209001250,294
511210211002090,546
511210209001245,151
51121020202552,386
511210209001244,151
511210209001253,639
51121020202519,1478
51121020202556,386
51121020202546,1456
511210209001249,294
51121020202544,1456
511210212002758,562
511210214001999,160
511210212002750,10
511210211002091,546
51121020202540,1456
511210209001261,1345
51121020900786,820
51121020202516,386
51121020202518,1478
51121020900782,820
51121020202557,386
511210212002761,1447
51121020202550,1478
51121020202521,1478
511210212002754,245
511210212002760,1263
51121020202517,139
51121020900785,820
511210209001254,310
511210209001247,294
511210212002759,984
511210209001246,65
51121020900779,760
51121020202523,1456
51121020202532,1456
51121020202527,1456
51121020900776,729
51121020900781,760
51121020900780,760
51121020202529,386
51121020202520,1478
51121020900788,1464
51121020900784,820
51121020202531,1456
51121020900774,676
51121020900787,1464
511210209001217,294
51121020202530,386
51121020900771,676
51121020202500,139
51121020202534,1478
51121020202537,1456
51121020202536,1456
51121020900778,362
51121020900773,676
51121020202535,1478
51121020202502,386
51121020202508,386
511210209001213,944
511210209001219,1474
51121020900775,719
51121020202504,139
51121020202501,139
511210209001220,1474
511210209001221,1474
511210209001214,944
511210209001211,1155
51121020202509,139
51121020900794,1080
511210209001209,674
51121020202506,386
51121020900791,820
51121020202511,139
51121020900797,327
511210209001206,310
51121020900796,1080
51121020202510,139
51121020202528,1456
511210209001203,310
51121020900799,1080
51121020202525,1456
51121020900789,820
51121020900783,820
511210209001208,310
51121020900772,676
511210209001205,310
511210209001201,674
51121020202513,139
51121020900798,1080
51121020202515,386
51121020202507,386
511210209001216,944
511210209001212,944
511210209001215,944
51121020900770,676
51121020900777,362
51121020202505,386
51121020202533,386
51121020202512,139
51121020900742,25
51121021200624,777
511210209001218,65
51121020202526,1456
51121020202503,386
51121020202524,1456
51121020900746,729
51121021200626,777
511210211002033,900
511210209001200,488
51121020900747,729
51121021200628,777
51121021200623,1357
51121021200625,777
511210211002035,900
51121020900744,25
51121020900745,729
511210211002032,1130
51121021200630,777
511210211002037,900
511210211002031,1130
51121021200627,777
511210209001207,674
51121020900795,1080
511210209001204,310
51121021200633,350
51121021200617,841
51121020900793,1080
511210211002034,480
51121020900792,1080
51121020900741,25
511210211002030,1402
511210209001202,674
51121020900749,729
51121020202514,139
51121020900736,25
51121020900731,1058
51121020900740,729
51121021200618,1442
51121021200615,1408
51121021200632,649
511210211002049,900
51121021200614,1408
511210211002048,900
51121020900748,729
51121020900730,676
51121020900739,25
51121020900738,25
511210211002043,900
51121021200612,841
51121021200621,350
51121020900732,1058
51121020900735,25
51121021200616,167
511210211002039,480
51121021200619,1442
51121021200620,350
511210211002036,480
51121021200629,777
511210211002038,480
511210209001210,310
51121020900790,820
51121020900761,1058
511210211002017,1130
51121020900760,1058
51121020900737,25
51121020900765,729
511210211002044,900
51121020900733,1058
51121020900762,729
51121021200649,1347
51121020900764,1058
51121021200622,350
51121021200648,1447
511210211002018,1130
511210211002013,1130
51121020900763,1058
51121020900750,729
51121021200613,1408
511210211002040,480
511210211002046,900
51121020900734,1058
51121021200631,649
51121021200655,1447
51121021200651,1347
51121020900769,676
51121021200647,1447
51121021200645,1347
51121021200646,1447
511210211002047,900
511210211002041,480
511210211002042,900
511210211002015,1130
511210211002019,1130
51121020900768,676
511210211002045,1130
51121021200652,83
51121021200653,83
51121021200639,66
51121020900754,25
51121021200637,66
51121021200634,635
51121021200650,1347
511210211002028,1402
511210211002024,1402
51121020900703,1058
51121021200636,66
51121020900701,1058
511210211002027,1402
51121021200638,66
511210211002014,1130
51121020900767,1058
51121020900757,25
51121021200654,83
511210211002012,1130
511210211002016,1130
51121020900766,1058
511210211002021,1402
511210211002020,1402
511210211002010,1130
51121021200641,521
51121020900756,25
51121020900751,729
511210211002026,1402
511210211002079,480
51121020900755,25
51121021200635,635
51121020900704,1058
51121020900707,1229
51121021200643,521
511210211002025,1402
51121020900752,25
51121020900705,1229
511210211002076,150
511210211002029,1402
511210211002011,1130
511210211002074,150
511210211002073,150
511210209001278,1368
51121021200644,1153
511210211002077,150
511210209001285,1002
511210209001279,944
511210211002023,1402
51121021200642,1153
511210211002022,1402
51121020900702,1058
51121021200640,66
511210209001281,944
511210209001268,674
511210211002072,150
51121021200607,956
511210211002088,546
511210211002082,546
511210209001266,674
511210209001274,674
511210211002081,480
511210211002071,150
511210209001282,944
511210211002087,546
51121020900758,729
511210211002070,1402
511210209001284,1002
511210209001280,294
511210209001269,674
511210211002080,480
511210211002085,546
51121021200605,1183
51121021200606,956
511210209001286,294
511210209001276,1368
511210209001272,674
511210209001275,1368
511210211002056,1130
511210211002059,63
511210211002055,1130
511210209001270,674
511210209001273,674
511210211002083,546
511210209001283,168
511210211002075,150
51121020900706,1229
51121020900759,1058
511210211002078,150
51121020900700,1058
511210209001287,294
511210209001277,1368
51121020900719,1229
51121021200604,167
51121020900727,729
511210211002057,1130
51121020900722,25
51121020900724,729
51121021200603,167
51121020900729,676
51121020900710,25
511210211002058,807
511210211002053,900
51121020900721,1229
51121021200608,1052
511210209001267,1345
511210211002054,900
511210211002084,546
51121021200602,167
51121020900720,1229
511210209001271,674
511210211002089,546
511210211002086,546
51121020900717,729
511210211002051,480
51121020900711,25
511210211002068,480
51121020900718,729
511210211002065,480
511210211002067,480
51121020900709,25
51121020900712,25
51121020900714,1298
51121020900715,729
51121021200611,841
51121020900713,25
51121021200610,1183
511210211002050,900
51121020900716,729
511210209001295,677
511210211002064,1458
51121021200674,1183
511210211002069,1458
511210211002060,1458
51121020900728,676
51121021200675,777
51121020900723,729
51121021200601,167
511210209001293,677
511210209001297,487
511210209001299,677
51121020900725,729
51121021200672,1347
511210209001290,1002
51121020900708,25
511210209001296,1425
511210209001294,677
51121021200667,1447
511210211002063,1458
511210211002066,546
511210209001298,487
51121021200609,1183
51121021200600,956
511210211002061,1458
51121021200676,1183
51121021200677,777
51121021200666,1447
511210209001289,1002
51121021200664,1447
511210211002062,1458
511210211002052,900
51121020900726,729
51121021200671,1153
511210211002006,1130
51121021200663,927
511210211002000,105
51121021200659,1408
51121021200658,1442
51121021200661,1357
51121021200695,1408
511210211002007,1130
511210211002001,105
51121021200656,28
51121021200697,1447
51121021200689,1153
51121021200690,1347
51121021200662,927
511210211002002,105
51121021200688,1347
51121021200696,1408
511210211002003,105
511210211002004,900
511210211002005,105
511210211002009,900
51121021200668,1447
511210209001288,1002
511210209001291,294
51121021200681,1116
511210209001292,112
51121021200687,66
511210202011007,68
51121021200699,1347
511210202011001,221
51121021200679,1183
511210202011003,221
51121021200678,1183
51121021200665,1447
51121021200685,1347
51121021200657,1357
51121021200670,1153
51121021200694,83
511210211002008,1130
51121021200691,1447
51121021200660,1357
51121021200673,1183
51121021200698,83
51121021200680,1357
511210214001901,787
511210202011002,221
511210202011000,221
51121021200686,66
511210202011004,221
51121021200683,83
511210214001910,885
511210202011006,68
511210214001902,908
511210202011005,68
51121021200693,1052
51121021200692,1052
51121021200682,1357
51121021200669,1153
511210214001909,938
511210214001908,3
511210214001905,855
511210214001920,142
511210202011047,1033
511210214001930,372
511210214001924,1216
511210214001925,1448
511210214001928,51
511210214001900,1388
511210214001911,1431
511210214001914,1369
511210202011043,904
511210214001903,809
511210214001918,844
511210214001915,642
511210214001931,571
511210214001919,970
511210214001906,769
511210214001912,26
51121021200684,83
51121020202481,1141
511210214001904,672
51121020202480,1141
511210214001913,1193
511210214001940,685
511210202011040,904
511210214001927,26
511210214001921,771
511210214001917,1044
511210214001916,878
511210214001929,57
511210214001907,477
511210202011042,904
511210202011036,125
511210214001922,1277
511210202011041,904
511210214001936,896
51121020202482,1141
511210214001926,244
511210202011045,1033
511210214001923,962
51121020202489,1141
51121020202484,1141
511210214001942,217
51121020202488,1141
511210214001941,1328
511210214001932,1105
511210202011038,125
511210214001937,57
511210202011049,1033
511210214001933,3
51121020202493,222
511210214001947,1105
511210202011034,125
511210214001952,552
511210214001934,274
511210214001945,204
51121020202486,1141
51121020202496,510
511210202011037,125
511210202011035,125
51121020202483,1141
511210202011048,1033
511210202011033,68
511210202011044,904
51121020202485,1141
511210202011046,1033
51121020202487,1141
511210214001949,1259
511210214001951,1172
51121020202491,1141
51121020202494,222
51121020202497,510
51121020202495,510
511210214001946,1471
511210202011030,68
511210214001938,422
51121020202498,510
511210202011039,904
51121020202492,222
51121020202490,222
511210214001953,995
511210214001935,47
511210202011031,68
511210214001950,459
51121020202461,1478
511210214001939,723
51121020202460,222
511210202011024,68
511210202011020,68
511210202011032,68
511210214001963,833
511210202011025,68
511210202011029,68
511210214001961,885
511210214001944,96
51121020202463,1478
511210202011014,68
511210214001960,1375
511210214001957,833
51121020202469,1320
511210202011021,68
511210202011023,68
511210214001943,343
51121020202464,1478
511210202011022,952
511210202011026,68
511210214001959,642
51121020202462,1478
511210214001954,786
51121020202499,510
511210202011018,68
51121020202468,1320
51121020202465,1478
51121020202467,1478
511210202011019,952
511210214001958,344
51121020202466,1478
511210214001964,908
511210214001948,931
51121020202471,1320
511210214001962,1004
511210214001972,1277
511210202011011,68
511210202011012,68
51121020202470,755
511210202011013,68
511210214001971,1448
511210214001955,204
511210202011027,68
511210202011028,68
511210202011016,68
511210202011015,68
511210202011010,68
51121020202477,755
51121020202472,1320
511210214001974,722
511210214001965,829
511210214001973,1152
511210214001970,142
51121020202476,755
511210209001115,488
511210214001967,34
51121020202474,755
511210214001975,780
511210214001862,1308
511210214001860,654
511210202011008,68
511210209001121,1002
511210209001118,488
51121020202479,755
511210214001861,771
51121020202475,755
511210202011017,68
511210212002649,629
511210214001956,1308
51121020202682,1285
51121020202686,291
511210209001112,794
511210209001116,1002
511210209001119,488
511210214001968,427
51121020202688,1285
511210209001117,488
511210209001113,794
511210202011009,68
511210209001120,488
51121020202681,291
511210214001969,746
511210214001864,249
51121020900698,1058
51121020900693,744
51121020202685,291
511210209001114,794
511210214001858,962
51121020202687,1285
51121020202683,291
51121020202478,755
511210214001863,616
51121020202473,31
511210214001966,471
51121020900692,744
511210212002658,83
511210214001865,1294
51121020900694,744
511210212002657,837
511210212002659,211
511210212002655,159
511210212002652,265
51121020202680,1285
511210212002650,384
511210214001855,1287
51121020900695,676
511210214001856,344
511210212002651,1357
511210214001857,197
511210214001872,34
511210214001869,242
511210209001103,944
511210209001104,362
511210209001109,168
511210214001875,459
511210214001871,957
511210214001876,670
511210209001122,488
511210209001107,806
511210212002654,529
511210209001110,794
51121020202690,291
511210209001106,362
511210209001102,944
51121020202689,1285
51121020900697,1058
511210209001105,362
511210214001859,833
511210212002653,387
511210209001101,944
511210212002656,287
51121020900696,1058
51121020202684,291
51121020900699,1058
511210212002668,359
511210209001111,794
511210214001868,698
51121020202694,1285
51121020202692,1285
51121020900690,744
511210214001866,18
51121020202693,1285
51121020202696,717
51121020202691,291
511210214001882,280
511210212002667,1499
511210209001143,639
511210212002661,478
511210209001137,488
511210209001138,488
511210212002666,968
511210214001881,267
51121020202699,1285
51121020202695,717
511210214001887,1404
511210209001134,1474
511210209001144,639
511210209001139,65
511210209001136,151
511210214001878,82
511210212002627,134
511210212002662,304
511210214001867,780
51121020900691,744
511210212002660,669
511210214001873,559
511210214001870,995
511210214001874,970
511210209001108,806
511210214001877,746
511210214001883,833
511210212002628,789
511210214001885,723
51121020202665,1285
511210214001886,98
511210214001884,632
511210212002629,510
51121020202661,1285
511210209001140,1155
511210209001142,310
511210214001880,160
511210209001141,639
511210209001135,151
511210214001879,160
511210212002663,384
511210212002665,764
51121020202659,869
511210212002669,1357
511210212002664,495
51121020202698,1285
51121020202666,1285
511210209001129,944
511210212002636,1083
51121020202669,1285
51121020202667,1285
511210209001127,944
511210214001890,902
511210209001131,1474
511210212002637,937
511210212002638,289
511210209001124,944
511210212002632,1334
511210209001133,1474
51121020202676,1285
51121020202697,1285
511210209001125,944
511210212002639,1313
51121020202672,6
511210214001894,300
511210209001128,944
51121020202668,1285
511210212002631,1059
511210214001898,472
51121020202660,869
511210212002630,107
511210212002634,194
511210209001130,488
511210212002635,839
51121020202663,1285
51121020202662,1285
51121020202664,6
511210209001132,1474
511210214001897,408
51121020202674,6
511210209001123,944
511210214001896,692
511210209001126,488
511210214001888,723
511210214001895,526
511210212002640,622
51121020900665,1229
511210214001889,965
51121020202671,1285
511210214001893,274
51121020202670,1285
51121020900666,719
51121020202637,959
51121020900663,1229
51121020900669,1229
51121020202641,247
51121020202638,1285
51121020900664,1058
511210212002648,331
511210212002641,881
51121020202677,6
511210212002644,1423
511210212002691,467
511210212002643,492
51121020202642,6
51121020900667,1229
51121020202640,247
51121020900662,1229
511210212002645,1370
511210214001892,142
51121020202673,6
511210212002633,384
51121020202679,291
511210212002694,271
51121020900660,1229
51121020900661,1229
511210214001891,47
51121020202653,129
511210212002646,929
51121020900651,1229
511210212002692,1376
51121020900654,1229
51121020900655,1229
51121020900652,1229
511210212002693,837
511210212002642,726
51121020202644,6
51121020202643,6
51121020202648,6
511210212002695,78
51121020202678,291
511210212002647,777
51121020202639,247
51121020202675,1285
51121020202651,6
51121020202647,6
51121020900687,403
511210212002698,573
51121020202657,6
51121020900650,1229
51121020202654,129
51121020900683,729
51121020900656,1229
51121020202649,6
51121020900659,1229
51121020202655,129
511210212002690,92
51121020202650,717
51121020202646,247
51121020900657,1229
511210212002699,350
51121020202645,247
51121020900684,744
511210212002696,956
51121020900653,1229
511210212002697,92
51121020900658,1229
511210214001899,160
51121020202620,1456
51121020202616,1456
51121020202622,129
51121020202617,1456
51121020202624,717
511210209001100,944
51121020900681,729
51121020900689,744
51121020900682,729
51121020900685,744
51121020900686,403
51121020202615,1456
51121020202652,129
51121020202619,1456
51121020202656,129
51121020900688,744
51121020202629,717
51121020900677,25
51121020202658,869
511210212002678,1408
51121020202625,717
51121020202623,129
51121020900676,744
51121020202628,717
511210212002679,882
51121020900675,744
51121020900680,729
511210212002673,1116
511210212002670,667
51121020202618,1456
51121020202631,717
511210212002680,331
51121020202621,386
511210212002686,1068
51121020202632,869
51121020202634,1285
51121020900672,25
511210212002675,984
51121020202627,717
51121020202633,6
51121020900673,744
51121020202626,717
51121020900679,1428
511210212002682,1337
51121020900622,385
51121020900671,1229
511210212002676,764
51121020900674,744
511210212002672,359
51121020900626,1228
511210212002674,304
511210212002684,221
51121020202636,959
51121020202635,6
51121020900625,1228
51121020202602,386
51121021200749,287
511210212002671,1376
51121020202630,717
51121020202607,753
511210212002677,1052
511210212002681,882
51121020202603,386
51121021200750,287
51121021200754,287
51121020900627,1228
51121020202605,386
51121020900620,97
51121021200745,1422
51121020900621,385
51121021200748,287
51121020900614,676
51121020900678,1428
511210212002685,726
51121021200734,416
51121021200744,167
511210212002689,650
511210212002687,253
511210212002688,44
51121021200752,287
51121020900611,97
51121020900619,385
51121020900623,385
51121021200753,699
51121020900628,1228
511210212002683,1232
51121020900624,385
51121020202609,139
51121020202600,1478
51121020202606,1456
51121020202604,386
51121020900629,1228
51121021200738,859
51121020900617,97
51121020900609,97
51121021200733,1116
51121021200746,699
511210209001198,65
51121021200751,699
51121020202608,139
51121020900615,676
51121021200739,859
511210209001199,65
51121020900618,97
51121020202610,139
51121021200737,859
51121020202611,386
511210209001197,806
51121021200735,416
51121020900613,385
51121020900612,385
51121021200747,699
511210209001196,760
51121020202601,386
51121021200741,28
51121020900610,97
51121020202612,386
51121020900643,676
51121020900644,676
51121020900648,1229
51121020900649,1229
511210209001193,760
51121020900633,249
51121020900616,97
51121021200768,841
511210209001189,1002
51121021200743,167
511210209001195,760
51121021200736,416
51121020202613,1456
51121020900640,249
511210209001190,1002
51121021200766,253
51121020900646,676
51121020900641,676
51121021200759,377
511210209001194,760
51121020900647,1229
51121021200763,1153
511210209001191,1002
51121021200757,699
51121020900631,1228
51121020202614,1456
51121020900645,676
51121021200769,253
51121021200742,1447
511210209001192,1002
51121020900634,249
51121021200773,167
51121020900635,249
51121021200755,699
51121021200758,377
51121021200776,841
51121020900632,249
51121021200774,841
51121021200772,841
51121021200767,253
51121021200740,859
51121020900642,676
51121020900636,249
51121021200700,1347
51121021200765,841
511210209001159,65
51121021200704,223
51121020900637,1228
51121021200701,1347
511210209001165,1474
51121021200770,167
511210209001155,1345
51121021200761,1153
51121021200762,1153
51121021200756,699
51121021200760,377
51121021200775,841
51121020900639,1228
51121021200764,1153
51121021200771,167
51121020900638,249
51121021200709,1357
511210209001166,151
51121021200706,223
511210209001156,639
511210209001163,1474
511210209001145,310
511210209001146,639
511210209001153,1368
511210209001162,65
51121021200702,1347
51121021200710,1357
51121021200703,1347
51121021200729,1052
51121021200726,1052
51121021200707,1408
51121021200705,956
511210209001158,65
511210209001148,1368
511210209001157,1345
51121020900630,249
51121021200722,859
51121021200727,1052
51121020900603,676
51121020900608,97
51121020900605,729
511210209001149,639
51121021200724,377
511210209001154,639
511210209001161,65
511210209001147,639
511210209001164,1474
51121020900607,97
511210209001150,639
51121020900600,676
511210209001151,639
511210209001160,65
511210209001186,168
51121021200723,1052
511210209001188,1002
511210209001181,168
511210209001187,488
51121020900604,676
511210209001177,1368
51121021200708,859
511210209001152,639
511210209001174,1368
51121021200713,1357
51121021200719,1408
51121021200730,1116
51121021200715,1153
511210209001178,794
51121021200712,629
511210209001179,794
51121020900606,729
51121021200731,416
51121021200725,1052
511210209001173,1368
511210209001185,168
511210209001170,660
51121020900601,676
51121021200728,1052
51121020300996,1260
511210209001180,794
51121020300998,248
51121021200788,529
511210209001175,1368
51121021200721,859
51121021200796,167
51121020300999,248
51121021200714,859
51121020300993,149
51121020300994,380
511210209001171,1368
511210209001184,168
51121021200717,859
511210209001176,1368
51121021200716,859
51121020300995,597
51121020300990,380
511210209001167,151
511210209001183,168
511210209001169,660
51121021200718,1408
51121021200790,629
511210209001172,1368
51121020300997,248
51121021200784,629
51121021200798,167
51121021200783,629
51121020900602,676
51121021200792,629
51121020300942,597
51121021200787,529
51121021200794,167
51121021200777,841
51121020300989,380
51121021200793,629
51121020300991,380
51121021200797,167
51121020300992,1084
51121021200711,1357
51121021200791,629
51121020300940,149
511210209001168,660
51121020300988,597
51121021200732,416
51121020300936,1084
51121020300930,380
51121020300943,377
51121021200780,529
51121021200789,529
51121020300932,380
51121020300928,597
51121020300919,193
51121021200779,841
51121020300938,1084
51121021200781,167
51121020300937,1084
51121020300912,193
51121020300922,1029
51121020300921,1029
51121020300907,625
51121020300906,625
51121020300913,1029
51121021200720,83
51121020300923,1029
511210209001182,168
51121020300926,1084
51121020300929,380
51121020300920,1029
51121020300916,193
511210214001810,689
51121020300939,149
51121021200786,529
51121020300941,149
51121020300925,1029
511210214001802,771
51121020300931,380
51121021200785,629
51121021200778,841
51121021200795,167
51121021200782,167
51121020300934,380
511210212002702,521
51121021200799,1480
51121020300909,625
511210212002703,1323
511210214001807,206
511210214001809,1388
51121020300982,597
51121020300905,625
511210214001806,1296
511210214001805,1111
51121020300908,625
51121020300984,380
51121020300918,193
511210214001801,834
51121020300901,625
51121020300904,625
511210214001800,1448
51121020300914,1029
51121020300927,597
511210214001811,246
511210212002727,466
51121020300985,1084
51121020300986,149
511210214001821,1308
511210212002701,1337
511210214001808,698
51121020300903,625
51121020300902,625
511210214001818,1028
511210212002729,1157
511210214001817,1276
511210212002726,1370
511210212002730,667
511210214001820,957
51121020300978,453
51121020300981,597
511210214001812,51
511210214001804,677
511210212002737,287
511210214001824,307
51121020300974,380
511210212002738,1410
511210214001819,161
51121020300975,380
511210214001831,800
511210212002734,1446
511210212002728,192
51121020300979,1024
51121020300915,193
511210212002700,983
511210214001803,885
51121020300983,380
51121020300968,248
511210212002732,984
511210214001815,677
51121020300972,597
511210214001822,191
511210214001832,461
511210212002733,958
51121020300987,597
511210214001814,307
511210214001816,1314
51121020300977,453
51121020300980,597
511210214001813,1287
511210212002735,983
511210214001830,472
51121020300976,453
51121020300973,380
511210214001823,970
51121020300969,248
511210214001829,246
511210214001843,155
511210212002744,1446
51121020300967,248
511210214001827,477
511210212002731,262
511210214001828,1477
51121020300964,248
511210212002741,983
511210212002739,874
51121020300970,248
511210214001842,459
51121020300962,625
51121020300963,625
51121020202580,1478
511210214001841,960
511210212002745,1347
51121020300966,248
51121020300971,248
511210212002746,841
511210212002709,622
511210214001826,771
511210212002747,253
511210212002704,1022
511210212002736,1487
511210214001836,829
51121020202587,139
511210212002740,1217
511210212002742,673
51121020202586,139
511210212002705,1185
511210212002707,781
51121020202588,413
51121020300957,637
511210214001834,1388
511210212002712,251
511210212002711,159
511210214001838,82
51121020300955,377
511210214001837,786
51121020300956,637
511210212002713,983
51121020202585,413
51121020300965,248
511210214001850,908
511210214001825,51
51121020300950,346
51121020300953,637
51121020300958,377
511210214001833,1328
511210212002715,262
51121020202589,139
51121020202584,139
511210214001839,1375
51121020202582,1478
51121020300961,625
511210212002708,265
511210214001853,668
511210214001835,1287
511210212002710,611
51121020202592,139
51121020300946,377
51121020300954,637
511210212002716,495
511210212002719,717
511210214001851,1277
511210214001852,18
511210214001845,26
511210214001847,108
511210212002725,466
511210214001848,1431
511210212002743,1116
511210214001846,654
51121020202581,1478
51121020202583,139
511210212002706,802
51121020300960,625
511210214001840,307
51121020300948,377
51121020202596,139
51121020300947,377
51121020202599,222
511210214001844,47
51121020202593,139
511210212002720,929
511210214001849,1277
51121020202595,386
511210212002723,774
511210212002722,669
51121020202591,413
51121020202590,139
51121020202598,1478
511210212002717,1059
511210212002718,1086
51121020900582,1485
511210212002714,466
51121020300951,346
51121020300952,637
51121020900584,1485
51121020300945,377
51121020300949,346
511210212002724,874
51121020900589,249
511210212002721,1408
51121020900573,408
51121020900583,1485
51121020900585,1485
51121020300944,377
51121020202597,139
511210214001854,249
51121020202594,139
511210209001484,1393
511210209001482,1393
51121020900581,1485
51121020900588,249
51121020900587,1485
51121020900580,1485
511210212002529,211
511210209001479,1393
511210209001480,1393
51121020900578,1485
511210209001481,1393
51121020900577,1485
511210212002538,289
51121020900575,408
511210209001478,1393
511210209001483,1393
511210212002535,1144
511210209001477,1393
51121020900571,408
511210212002528,384
511210209001485,1393
51121020900572,408
511210202011195,224
511210212002531,956
511210202011193,1062
511210202011190,1062
511210202011197,224
511210209001476,808
51121020900586,1485
51121020900574,408
511210209001475,808
511210212002533,535
511210202011198,224
511210212002536,265
511210202011196,224
511210202011194,1062
511210212002537,1370
511210212002534,1408
511210209001469,65
511210202011192,224
511210212002539,1153
51121020900576,1485
511210202011191,1062
511210212002530,983
511210212002532,984
511210209001499,674
511210212002548,881
511210202011184,801
511210212002542,1310
511210202011181,801
511210212002506,774
511210209001464,806
511210212002507,110
511210209001468,65
511210212002543,573
511210202011199,224
511210209001466,65
511210209001474,808
511210209001465,806
511210212002545,28
511210209001470,65
511210202011186,801
511210209001472,808
511210212002544,523
51121020900570,408
511210202011187,801
511210212002549,350
511210209001473,808
511210202011180,801
511210209001497,440
511210212002509,562
511210209001471,65
511210202011188,224
511210202011183,801
511210202011185,801
511210212002546,914
511210209001467,65
511210209001498,674
51121020900579,1485
511210202011189,1062
51121020900596,729
51121020900595,729
511210202011175,801
51121020900594,729
511210202011173,69
511210202011182,801
51121020202787,717
511210212002510,734
511210212002512,1001
51121020900599,676
511210209001487,620
511210212002518,621
511210202011178,801
511210202011174,801
51121020202788,717
511210202011171,69
51121020202784,869
511210212002513,673
51121020202785,129
511210212002547,681
51121020202780,869
511210209001488,620
51121020202786,129
511210212002516,350
51121020202782,869
51121020900598,676
51121020202789,717
511210202011177,801
511210212002508,611
511210212002511,129
511210212002514,1183
511210212002517,492
511210212002519,107
511210202011179,801
511210212002515,2
511210212002541,387
511210212002540,350
51121020202791,717
51121020900593,729
511210202011176,69
51121020202781,717
51121020900541,856
511210209001496,440
511210209001495,440
511210212002524,1083
511210209001493,440
51121020202794,717
51121020202796,717
511210202011172,69
511210212002520,837
511210209001486,620
51121020202798,816
51121020900592,729
51121020202790,717
511210209001492,620
511210209001433,1298
51121020900540,856
51121020202799,816
511210209001491,620
51121020900590,249
511210212002526,83
511210209001490,620
511210212002525,192
511210212002521,523
511210209001431,487
511210212002527,802
511210209001489,620
51121020202759,1290
51121020202795,717
51121020900544,856
511210212002523,1129
51121020202793,717
511210209001494,620
51121020900542,856
511210209001435,1298
51121020202792,717
51121020900547,856
51121020900549,872
511210212002578,983
51121020202762,1290
511210212002522,859
511210212002571,1037
51121020202764,1290
511210209001434,1298
511210212002576,492
511210212002574,10
51121020202769,392
51121020202768,392
511210209001437,1298
51121020900591,729
511210209001432,1428
51121020900543,58
511210209001441,1428
511210209001440,1298
51121020202760,1290
511210212002572,271
511210212002570,958
51121020202763,1290
51121020202797,959
