node,x,y
1004561650,-80.39588,37.07261
1004561651,-80.38895,37.07119
1004561653,-80.38913,37.0734
1004561652,-80.38808,37.07528
338870797,-80.37081,37.13411
338870796,-80.36949,37.13433
243541581,-80.43969,37.16662
171517364,-80.44066,37.16664
171517373,-80.43743,37.16682
171517374,-80.43629,37.16683
171517371,-80.43885,37.16684
243542345,-80.42046,37.02299
243542348,-80.4184,37.03046
171518396,-80.4178,37.15499
171518397,-80.41825,37.15572
171517316,-80.44585,37.1577
171517063,-80.44682,37.15807
171524540,-80.29999,37.07074
171524546,-80.30183,37.07383
171521127,-80.42029,37.22906
950311304,-80.41932,37.22964
171521128,-80.42016,37.22893
950311305,-80.41919,37.22949
1045488481,-80.41838,37.23
1045488483,-80.41792,37.23028
1045488478,-80.41771,37.23041
1045488485,-80.4185,37.23014
1045488484,-80.41806,37.23041
1045488486,-80.41909,37.22956
1045488487,-80.41923,37.22969
1045488497,-80.41914,37.22975
1060078583,-80.41731,37.23087
1060078584,-80.41709,37.231
950311306,-80.41677,37.2312
1060078585,-80.41715,37.23075
950311307,-80.41662,37.23107
1060080275,-80.4163,37.23125
1060080276,-80.41648,37.2314
976097053,-80.42737,37.14952
976097055,-80.42722,37.14988
976097054,-80.42674,37.14953
335463949,-80.52954,37.17125
275984034,-80.53089,37.17128
171530644,-80.21479,37.1618
171530134,-80.22627,37.17528
287955039,-80.42969,37.14368
287955041,-80.42777,37.14375
171527043,-80.37842,37.24345
171517775,-80.41229,37.12412
171517774,-80.41303,37.12446
171527931,-80.26673,37.10447
915005195,-80.2675,37.10518
171527940,-80.26962,37.10587
171522138,-80.40168,37.23867
171522140,-80.40138,37.23902
171510089,-80.61059,37.23156
915031332,-80.6093,37.23159
171510120,-80.60445,37.23162
171521654,-80.41062,37.23574
171521659,-80.40874,37.23597
171521655,-80.40968,37.23501
335459292,-80.20122,37.23368
171519969,-80.43051,37.24131
171519973,-80.43002,37.24147
335454360,-80.42882,37.24158
335454359,-80.4286,37.24162
171522101,-80.40545,37.24007
171521697,-80.40652,37.2412
171518387,-80.42002,37.15641
171518403,-80.41772,37.15714
243540916,-80.51662,37.04073
917379798,-80.51626,37.04108
243540910,-80.51605,37.04283
171518465,-80.41854,37.16853
171518461,-80.42027,37.169
171525715,-80.31346,37.12379
979687306,-80.31293,37.12592
171525726,-80.30697,37.12832
243542012,-80.523,37.1652
916273018,-80.52337,37.16781
243542010,-80.52381,37.17111
171520261,-80.42045,37.1835
171520219,-80.42714,37.18368
171521938,-80.39494,37.21542
335463098,-80.42525,37.0182
171527243,-80.3509,37.2157
171527246,-80.3497,37.21582
171527168,-80.35731,37.2125
243540494,-80.34871,37.2168
171518729,-80.38852,37.13287
171518728,-80.38856,37.13188
171518061,-80.38771,37.1271
243541708,-80.38606,37.12629
171516967,-80.45966,37.15762
171517036,-80.4562,37.15916
954281233,-80.54042,37.167
171520132,-80.42321,37.17789
171520113,-80.42549,37.17856
171520125,-80.42302,37.17765
914900167,-80.40411,37.23083
914900166,-80.40445,37.23116
171522210,-80.39874,37.24145
171522206,-80.39819,37.23924
171522223,-80.39601,37.23781
338857606,-80.39692,37.13912
950302556,-80.39815,37.13936
338857605,-80.39828,37.13939
171517967,-80.39659,37.12247
171518031,-80.39423,37.1233
851480947,-80.40034,37.26238
851480946,-80.40112,37.26326
851480948,-80.40207,37.26411
335454380,-80.42719,37.24798
335454379,-80.42864,37.24851
171519037,-80.45523,37.2104
171519363,-80.4539,37.21113
851472971,-80.43211,37.12553
851472970,-80.43209,37.12617
171518053,-80.39006,37.12333
171518045,-80.39099,37.12387
335454837,-80.44432,37.1704
335454841,-80.44594,37.17042
171517746,-80.41357,37.11918
171517804,-80.40704,37.12128
171519049,-80.4523,37.20617
171519055,-80.45232,37.20692
171517622,-80.41839,37.11872
171517623,-80.41704,37.11725
976199820,-80.44634,37.06088
243540409,-80.3536,37.22003
243540404,-80.35311,37.22015
171527271,-80.35193,37.21915
171520587,-80.40276,37.18012
221993694,-80.40387,37.18154
171520588,-80.4031,37.17614
918469868,-80.4032,37.17686
918469869,-80.40361,37.17925
171514548,-80.48709,37.15671
171514553,-80.48569,37.15684
171514556,-80.48486,37.15794
171520158,-80.41638,37.17008
851850470,-80.41571,37.1702
171520305,-80.4118,37.17037
243541005,-80.43228,37.27951
806148406,-80.40834,37.2538
806148405,-80.40856,37.25455
806148407,-80.4085,37.25224
922329145,-80.4084,37.25322
171512441,-80.45013,37.08751
275983399,-80.36604,37.13155
171525145,-80.36646,37.13318
171522729,-80.44613,37.26206
171522603,-80.45007,37.26503
171529674,-80.28582,37.24925
335459999,-80.28774,37.2506
275214616,-80.29321,37.25603
338857835,-80.20743,37.23572
338857833,-80.20673,37.23653
171516052,-80.49559,37.23015
335464395,-80.4967,37.23211
171518065,-80.42622,37.12997
171518066,-80.42627,37.13035
171517643,-80.42614,37.12849
171518064,-80.42623,37.1293
275981573,-80.42623,37.12941
171513253,-80.52786,37.09472
171513261,-80.526,37.09717
171513292,-80.51867,37.09598
171513296,-80.5152,37.09615
24864901,-80.5308,37.09385
171513151,-80.538,37.09542
243540883,-80.54288,37.09728
918265728,-80.51851,37.09791
171517906,-80.40111,37.11818
243541679,-80.39995,37.1185
275986609,-80.39808,37.11833
171523427,-80.4072,37.28395
171523225,-80.40809,37.28464
171518714,-80.39309,37.13435
171518623,-80.39575,37.1344
1061989626,-80.49847,37.17109
1061989625,-80.49848,37.17168
171518341,-80.40668,37.14277
171510466,-80.57133,37.22038
171510467,-80.57197,37.22127
171521322,-80.42217,37.23158
843736727,-80.42061,37.23269
843736726,-80.42027,37.23413
1120747155,-80.42298,37.2316
979698927,-80.42252,37.2319
171521105,-80.42408,37.23066
1121194399,-80.42377,37.23102
171523613,-80.38375,37.01784
922334498,-80.38309,37.01927
919512407,-80.38304,37.0195
335455500,-80.3838,37.13175
918466677,-80.37912,37.07951
171524050,-80.37842,37.07976
918466678,-80.38293,37.07828
171530200,-80.22416,37.19633
24865424,-80.50665,37.09069
335463039,-80.5061,37.09089
1121939361,-80.50511,37.09165
335454355,-80.43079,37.23504
171519940,-80.43125,37.23527
171519955,-80.42819,37.23529
275982733,-80.45902,37.13344
914993223,-80.45886,37.1362
171516907,-80.45656,37.14451
171529367,-80.26458,37.17216
171529373,-80.26374,37.17342
171529383,-80.26325,37.178
335461703,-80.3461,37.02948
335455653,-80.44855,37.24013
1045498304,-80.44817,37.24051
335455651,-80.44806,37.24055
171516011,-80.49221,37.21086
171516015,-80.49075,37.21106
171523170,-80.41902,37.27758
171523179,-80.41718,37.27944
171522751,-80.44609,37.26931
171522752,-80.44524,37.27077
848561143,-80.41948,37.21945
171521080,-80.41954,37.22089
171521065,-80.41916,37.21734
1045491734,-80.41926,37.21859
171521079,-80.41925,37.21866
1045492548,-80.41944,37.21935
1045494399,-80.41961,37.22178
171521112,-80.42022,37.22261
171517253,-80.42777,37.12937
335455567,-80.43142,37.12919
171514132,-80.4665,37.11895
171514105,-80.47397,37.12152
171520167,-80.42059,37.17752
171520189,-80.41954,37.17844
171520178,-80.42109,37.17809
243540963,-80.4356,37.28096
243540964,-80.43725,37.28139
243540967,-80.44021,37.28223
243541002,-80.44123,37.28199
171525053,-80.37584,37.13673
171525058,-80.37648,37.13841
171517353,-80.44259,37.16961
171519107,-80.44058,37.17005
171517352,-80.44304,37.16915
954206158,-80.51258,37.17208
954206159,-80.51249,37.17262
954206162,-80.51236,37.17343
171521621,-80.41269,37.23271
171521619,-80.41341,37.23311
171521623,-80.41176,37.23205
171517420,-80.43159,37.15378
338857569,-80.43251,37.15431
338857581,-80.4345,37.1551
171530391,-80.22823,37.21757
171530394,-80.22697,37.21869
171521277,-80.4096,37.22922
171521288,-80.40805,37.22991
171531641,-80.19781,37.22311
171531738,-80.19024,37.22531
171518118,-80.41681,37.13574
171518121,-80.41682,37.13686
171518178,-80.41359,37.13151
1114900393,-80.41682,37.13794
171518215,-80.4153,37.13806
171514063,-80.47547,37.11081
171514077,-80.47344,37.11172
171511472,-80.48046,37.01998
171511535,-80.47186,37.02038
171511326,-80.50557,37.01976
918464436,-80.49043,37.02085
24863171,-80.60982,37.23417
171510128,-80.60432,37.23829
171510091,-80.61061,37.23218
171510000,-80.61021,37.2241
171510003,-80.61064,37.22499
171509964,-80.60929,37.2188
196299402,-80.61014,37.22161
196299413,-80.60584,37.24547
171515958,-80.50269,37.22231
171515970,-80.49891,37.2254
171534434,-80.3779,37.25882
171534437,-80.37508,37.25989
171530398,-80.22895,37.22066
276017120,-80.22811,37.2218
171530355,-80.23286,37.21611
979692038,-80.23269,37.21646
171510444,-80.57812,37.22038
171510434,-80.58181,37.22559
171510442,-80.57544,37.21499
1061989647,-80.49522,37.1715
1061989648,-80.49543,37.17204
171523107,-80.40523,37.2642
171523106,-80.40672,37.26564
335456375,-80.40832,37.26692
171523274,-80.40428,37.26353
171518033,-80.39365,37.12254
171518034,-80.39315,37.12171
171523390,-80.38991,37.26453
171523386,-80.39253,37.26482
171523161,-80.41742,37.27331
171534583,-80.36085,37.27064
171534663,-80.3625,37.27308
275451393,-80.395,37.26516
171523327,-80.39639,37.26533
171534460,-80.37788,37.26555
915037058,-80.36785,37.27127
915037059,-80.36447,37.27304
916252841,-80.39429,37.26508
171523318,-80.39999,37.26669
916275132,-80.41031,37.26908
916275133,-80.41375,37.27088
916275560,-80.39788,37.26578
918508176,-80.38393,37.26378
964740760,-80.42754,37.11698
976098014,-80.4275,37.11946
842925165,-80.40848,37.23267
842925166,-80.40777,37.23302
171518910,-80.39736,37.16744
171518895,-80.40328,37.17065
216616350,-80.43209,37.03346
918459963,-80.43352,37.03509
1111486319,-80.42181,37.18534
1111486321,-80.42159,37.18586
1111486320,-80.42173,37.18671
1111486317,-80.42336,37.18513
1111486322,-80.42292,37.18517
171521946,-80.39201,37.2132
275506435,-80.39283,37.21446
171513959,-80.49384,37.1268
171513958,-80.49426,37.12885
171513953,-80.49387,37.12638
171513963,-80.49207,37.12329
171525846,-80.33498,37.14354
171525850,-80.33441,37.14365
917709837,-80.33317,37.14446
171525903,-80.32866,37.14551
171529942,-80.24919,37.17222
24881312,-80.24806,37.1743
243540719,-80.24764,37.17822
171529988,-80.24637,37.17988
171529993,-80.24866,37.18188
171518829,-80.40507,37.15109
171518832,-80.40376,37.15102
1062385676,-80.40441,37.15104
171518857,-80.39638,37.14878
171518859,-80.39617,37.15026
335455525,-80.39292,37.23772
335455536,-80.39209,37.23832
335455544,-80.39386,37.23897
24881523,-80.23374,37.21653
915035407,-80.23384,37.2166
171530239,-80.23641,37.21268
979692035,-80.23676,37.21299
335456103,-80.43749,37.24442
335456099,-80.43746,37.24494
338836102,-80.26221,37.24143
171535793,-80.24237,37.28341
171511618,-80.50525,37.0475
171511607,-80.50692,37.0495
243540909,-80.51631,37.04605
243540911,-80.51929,37.04093
917379799,-80.51849,37.04203
851480940,-80.41663,37.19675
851480938,-80.41859,37.19695
851480941,-80.41588,37.1961
851480942,-80.41645,37.19623
851480943,-80.41625,37.19694
851480937,-80.41941,37.19655
851480944,-80.41538,37.19639
287955001,-80.42188,37.14862
243541607,-80.42132,37.14925
338858446,-80.4447,37.21448
171519700,-80.44556,37.21455
338858447,-80.4462,37.21474
275499267,-80.44535,37.215
171519702,-80.44452,37.21495
338858449,-80.44515,37.21551
171510943,-80.54548,37.02602
274783645,-80.54866,37.01645
171510928,-80.54875,37.01976
848632042,-80.54755,37.02355
848632043,-80.54669,37.02394
171510670,-80.54102,36.99464
875076016,-80.54038,36.99523
171510690,-80.54677,37.00382
915008251,-80.55269,37.03232
918461176,-80.54819,37.02098
805721322,-80.49778,37.12695
805721324,-80.49692,37.12712
805721321,-80.49609,37.12572
805721323,-80.49776,37.12723
171516056,-80.49221,37.23062
916275492,-80.49384,37.23475
276016166,-80.49378,37.23578
979565961,-80.49659,37.23687
171523304,-80.40065,37.26353
171523308,-80.39955,37.26423
171523305,-80.39942,37.26224
171523321,-80.39806,37.26308
171529926,-80.25076,37.17003
171529923,-80.25142,37.17036
171528795,-80.25,37.14172
915038970,-80.24898,37.14346
171528823,-80.2463,37.14884
918458221,-80.23785,37.16631
918469871,-80.23981,37.16671
914975907,-80.23073,37.14023
171529085,-80.22721,37.16026
171529096,-80.22481,37.1644
171530886,-80.18037,37.13211
24883324,-80.17679,37.13367
171530676,-80.18583,37.12749
171524077,-80.35485,37.05229
171524121,-80.35353,37.05319
171518095,-80.41992,37.12896
171525403,-80.34371,37.09161
171525470,-80.33547,37.09581
171525498,-80.32869,37.10169
914990886,-80.34674,37.09073
914990887,-80.35128,37.08982
335461714,-80.35596,37.09163
171519501,-80.45369,37.23091
171519631,-80.44789,37.23542
171518399,-80.41638,37.15547
171518389,-80.41888,37.15465
171518381,-80.41964,37.15448
171518110,-80.41702,37.1295
275981983,-80.41657,37.12964
171518107,-80.41838,37.1293
950302555,-80.42667,37.16194
171518412,-80.42543,37.16129
851479988,-80.40317,37.2494
851479987,-80.40456,37.25064
171531204,-80.21485,37.20723
171531164,-80.21974,37.21051
171530405,-80.22464,37.21348
171531128,-80.21289,37.19477
275988099,-80.21378,37.19541
335461990,-80.21455,37.20454
171531103,-80.20469,37.17803
915036606,-80.21108,37.19247
915044848,-80.21451,37.20381
171525271,-80.35856,37.13922
275110107,-80.35256,37.14243
171510537,-80.56941,37.22034
851482037,-80.56824,37.2219
171510561,-80.56857,37.22292
275976677,-80.4986,37.17181
275976659,-80.49897,37.17213
275976656,-80.49828,37.17136
1061989627,-80.49975,37.17215
915037610,-80.37977,37.1932
171526504,-80.38221,37.19461
171523448,-80.40162,37.28342
171523430,-80.40546,37.28649
171523426,-80.39704,37.28088
915041032,-80.39797,37.28135
275512869,-80.42428,37.19274
275512880,-80.42429,37.19413
171519612,-80.44806,37.23221
171519627,-80.44672,37.23335
171517933,-80.4032,37.11887
171517930,-80.40582,37.11918
171517729,-80.40874,37.11813
171517904,-80.40274,37.11852
335459579,-80.44741,37.06745
335459585,-80.44969,37.06754
171528482,-80.26421,37.16446
171528504,-80.2631,37.16517
243540584,-80.26314,37.16268
171528484,-80.26339,37.16317
335454709,-80.39064,37.20549
243541370,-80.39167,37.20552
335454711,-80.38869,37.20582
275498076,-80.44612,37.2233
171517211,-80.44293,37.14749
171517321,-80.44103,37.14934
171525225,-80.35951,37.13549
171512057,-80.44082,37.026
243542074,-80.44564,37.01929
915003601,-80.44108,37.02595
171521450,-80.42487,37.24184
171521474,-80.42341,37.2419
171519968,-80.43074,37.24018
171519915,-80.43401,37.23781
171519910,-80.43495,37.23749
171521484,-80.42232,37.24182
915040725,-80.42657,37.24116
915040726,-80.42539,37.24167
949534563,-80.42073,37.24144
851480950,-80.39488,37.23396
171522303,-80.39167,37.23497
171523275,-80.40471,37.26481
171523281,-80.40477,37.26591
171523280,-80.40301,37.26484
338829695,-80.2322,37.2058
819091563,-80.23123,37.20741
243541638,-80.4223,37.14458
243541640,-80.42368,37.14513
171520015,-80.43096,37.24875
171520017,-80.43296,37.24943
171520027,-80.43068,37.24939
275450849,-80.43379,37.24927
850872572,-80.36285,37.14599
950089886,-80.3621,37.14792
850872577,-80.36221,37.14873
275987863,-80.21255,37.22346
275987864,-80.2113,37.22434
805730804,-80.21363,37.22242
171516017,-80.49096,37.2119
171516039,-80.4966,37.22472
171516048,-80.49629,37.22795
243541131,-80.49136,37.21302
171516008,-80.49313,37.2157
915016347,-80.49058,37.21062
171513919,-80.49866,37.12806
886006124,-80.50014,37.12838
171513946,-80.49566,37.12671
171518328,-80.40953,37.14329
171518331,-80.40942,37.14359
171518326,-80.40964,37.1429
171518325,-80.40973,37.14256
171518321,-80.40994,37.1418
916275533,-80.4088,37.14547
171518347,-80.40838,37.14688
1060292796,-80.4651,37.21312
916275613,-80.38776,37.18734
171520751,-80.38698,37.1895
171515918,-80.4742,37.21134
243541145,-80.47333,37.21173
171515922,-80.47247,37.21231
243540817,-80.36191,37.05067
914980613,-80.36412,37.04718
914980614,-80.36401,37.04721
918464442,-80.37009,37.03401
918464443,-80.3685,37.03824
171523807,-80.36892,37.04376
918464446,-80.36627,37.03057
24879419,-80.37057,37.02092
918464447,-80.37292,37.02664
338858690,-80.43614,37.27313
338858698,-80.43435,37.2739
338858704,-80.43601,37.27211
338858709,-80.435,37.27222
338858711,-80.43323,37.27218
171523130,-80.42423,37.27559
171523148,-80.42108,37.27583
275173956,-80.41976,37.27585
275173985,-80.4378,37.27724
171522896,-80.42729,37.27492
914902969,-80.42933,37.27559
919930580,-80.42665,37.27505
243541798,-80.52119,37.22631
338858973,-80.52118,37.22738
171519975,-80.42836,37.23782
171519984,-80.42851,37.23966
338857628,-80.43524,37.15413
338857571,-80.43438,37.15423
171522208,-80.39945,37.24052
338858715,-80.43732,37.27048
338858727,-80.44479,37.27435
171516067,-80.49089,37.23084
915040813,-80.49054,37.23282
171516178,-80.49207,37.23767
171526516,-80.37837,37.19105
979707342,-80.37693,37.19114
171517630,-80.42249,37.12137
243541664,-80.42058,37.12189
171517629,-80.42345,37.1212
171517628,-80.4243,37.12124
1061991154,-80.42358,37.12181
1061991155,-80.42391,37.12189
1061991156,-80.42417,37.12186
1061991157,-80.42478,37.12193
171527092,-80.3698,37.23912
171527073,-80.37096,37.23761
171513475,-80.51047,37.12708
335463667,-80.50987,37.12729
171513465,-80.51118,37.12766
275215657,-80.27816,37.21886
338836680,-80.27685,37.22093
171519134,-80.42813,37.17897
171520119,-80.42468,37.17982
171520136,-80.42148,37.1788
915027759,-80.42236,37.17886
171519951,-80.4272,37.23328
171519934,-80.43039,37.23377
335464176,-80.50464,37.13037
171518839,-80.40543,37.15573
171518508,-80.40701,37.15618
171519191,-80.44185,37.19784
171519186,-80.44338,37.19875
171529485,-80.2939,37.22718
171529537,-80.29345,37.22777
171513638,-80.51375,37.15344
171514351,-80.5085,37.15572
171522152,-80.40102,37.23947
171515852,-80.48664,37.20413
243541149,-80.48748,37.2045
171515846,-80.48577,37.20279
171517395,-80.4335,37.15207
171517409,-80.43209,37.15288
171517449,-80.42626,37.15259
171518369,-80.42431,37.15304
171518375,-80.41906,37.15251
171518371,-80.42157,37.15311
171517441,-80.42844,37.1523
171517384,-80.43334,37.1509
171517381,-80.43299,37.14934
222029786,-80.41577,37.15239
851472961,-80.42641,37.15257
851472962,-80.42674,37.15253
880294293,-80.41529,37.15234
921338666,-80.42172,37.15312
171519357,-80.45425,37.21455
171519359,-80.45451,37.21502
171519355,-80.45425,37.21434
171519354,-80.45429,37.21419
171519348,-80.45432,37.2135
275499150,-80.4547,37.21531
338869909,-80.45494,37.21595
171519392,-80.45343,37.21657
171519361,-80.45488,37.21568
335454844,-80.44595,37.16805
335454835,-80.44433,37.16882
171519519,-80.44742,37.22316
335455618,-80.44793,37.22386
243541627,-80.42787,37.14725
243541624,-80.42941,37.14744
171523374,-80.39215,37.26214
171511543,-80.46991,37.01793
171512011,-80.45523,37.03079
171511960,-80.45839,37.01827
171511934,-80.45698,37.01301
914997979,-80.45895,37.01512
171511585,-80.47115,37.02917
915003543,-80.46143,37.03024
915003544,-80.45577,37.03062
916272365,-80.47387,37.02426
916272366,-80.47393,37.02448
918464458,-80.47181,37.02077
1119392946,-80.42556,37.23521
171521352,-80.423,37.23695
171517970,-80.39955,37.12438
171517962,-80.39815,37.1237
171528604,-80.2631,37.12547
171531576,-80.20802,37.23904
171531581,-80.21153,37.24062
171531575,-80.20831,37.23805
171531549,-80.20872,37.23666
171531572,-80.20835,37.23791
171531534,-80.21311,37.23609
171531536,-80.21179,37.23624
338858815,-80.44581,37.22419
171519757,-80.44606,37.22448
171519752,-80.4466,37.22421
338858814,-80.44621,37.22468
171517888,-80.4049,37.11205
171517895,-80.40413,37.11228
171517887,-80.40555,37.11178
335459572,-80.44503,37.06885
335459583,-80.44892,37.0667
1111486323,-80.42028,37.18533
1111486318,-80.42051,37.18539
1111486324,-80.42116,37.18595
171519482,-80.44955,37.22035
171519499,-80.44811,37.22037
171519477,-80.45073,37.22046
171519503,-80.45026,37.22245
171518129,-80.42417,37.14147
171518142,-80.42213,37.1416
275990556,-80.48424,37.20516
171515867,-80.48495,37.20599
171518604,-80.3978,37.13339
171518605,-80.397,37.1334
171519706,-80.44448,37.21545
171519726,-80.44482,37.21588
171519704,-80.44474,37.21536
171519717,-80.44375,37.21475
171517624,-80.41714,37.11862
171517742,-80.41495,37.11943
171521979,-80.3914,37.21708
171521977,-80.39281,37.21752
171521980,-80.39074,37.21687
171528279,-80.29271,37.16121
171528995,-80.24389,37.16975
171529970,-80.24372,37.1704
171512348,-80.43991,37.0677
171522982,-80.41893,37.25812
171522981,-80.41901,37.25857
171522972,-80.41788,37.25508
171522962,-80.41739,37.25416
171517710,-80.41449,37.11856
171517625,-80.41659,37.11785
171517791,-80.41065,37.12162
243541678,-80.39902,37.11782
171524006,-80.36926,37.06069
171519892,-80.43582,37.23523
171519888,-80.43647,37.23525
243540415,-80.35611,37.22001
243540423,-80.35531,37.21739
335459232,-80.4302,37.10212
335459234,-80.42528,37.10437
171527485,-80.31408,37.20164
979692030,-80.31197,37.2026
171526418,-80.38511,37.18515
338857631,-80.43823,37.15332
171520975,-80.39166,37.20616
171520968,-80.39324,37.20911
171520933,-80.39537,37.20257
171520942,-80.39478,37.20359
243541366,-80.39266,37.20473
171522290,-80.39441,37.23534
171522269,-80.39551,37.2311
171522279,-80.39556,37.23383
171524750,-80.3814,37.12566
171524751,-80.38013,37.12669
171524767,-80.37895,37.1266
171522000,-80.39011,37.21482
171522023,-80.38803,37.21528
171526999,-80.36809,37.22518
915030680,-80.36782,37.22622
915030681,-80.36713,37.22792
171527003,-80.36676,37.22843
171518388,-80.4203,37.15684
338857612,-80.41944,37.1579
976098878,-80.43607,37.17797
1061989632,-80.49669,37.17206
1061989631,-80.49577,37.17213
1061989633,-80.4975,37.17213
1061989629,-80.49455,37.17185
171510044,-80.59907,37.2204
171510036,-80.59784,37.21707
171510059,-80.59189,37.21607
915022480,-80.59501,37.21597
915024636,-80.58454,37.21491
171510410,-80.5844,37.2151
171510063,-80.59026,37.21612
915024638,-80.59084,37.21614
171521200,-80.41381,37.22189
171521202,-80.41456,37.22331
171517673,-80.41817,37.12418
171517665,-80.41905,37.12523
171521154,-80.41339,37.2207
171518483,-80.4104,37.15104
171518238,-80.40974,37.13312
171518242,-80.40928,37.13408
171518236,-80.41008,37.13244
171518235,-80.41018,37.13207
171518688,-80.39506,37.12936
171518690,-80.39412,37.1297
948255653,-80.39563,37.21141
171521934,-80.39335,37.21228
171521821,-80.39607,37.21246
806148413,-80.39756,37.13769
806148414,-80.39754,37.13873
243541146,-80.47526,37.21211
338857893,-80.40316,37.23737
338857885,-80.40167,37.23779
171522122,-80.40273,37.23788
918466694,-80.38682,37.09852
171517879,-80.38788,37.1002
171519343,-80.45614,37.21456
338869910,-80.45363,37.21618
921334850,-80.43286,37.12378
921334851,-80.4318,37.12478
921334853,-80.43297,37.12413
171521528,-80.42169,37.24897
171521532,-80.42276,37.25024
171521522,-80.42261,37.24908
171525034,-80.37839,37.13036
171525035,-80.37815,37.13078
171524780,-80.37684,37.12897
171534468,-80.37483,37.2549
171534470,-80.3738,37.25538
171517756,-80.4123,37.12152
335455493,-80.3946,37.23703
335455521,-80.39351,37.23738
171522287,-80.3945,37.23595
976093944,-80.39473,37.23679
976093945,-80.39631,37.23634
171523296,-80.40179,37.26596
171523282,-80.40423,37.26652
171518737,-80.3872,37.13183
171525010,-80.38169,37.13146
24863832,-80.4849,36.98945
171510846,-80.48545,36.99017
171511476,-80.47792,37.01608
914992119,-80.48034,37.01932
918466695,-80.48793,37.0047
919928254,-80.48676,37.00401
171517060,-80.44693,37.15632
171517059,-80.44688,37.15532
171517334,-80.44574,37.16078
171523324,-80.39837,37.26333
171523311,-80.39896,37.26337
171520063,-80.42795,37.24562
338858530,-80.42845,37.24629
338858800,-80.42933,37.24745
171516888,-80.45057,37.12928
275982603,-80.4527,37.12987
171518693,-80.39313,37.13013
171518050,-80.39255,37.12909
171518052,-80.39099,37.12676
171518046,-80.3916,37.12542
171519729,-80.44538,37.21672
171519730,-80.44607,37.21715
171519724,-80.44573,37.2163
335458060,-80.42166,37.29141
335458061,-80.42306,37.29371
171517113,-80.45153,37.15996
171517071,-80.45493,37.16331
171517160,-80.44238,37.13483
848561139,-80.44867,37.14234
171517203,-80.4469,37.14649
171517206,-80.44486,37.14719
1062907150,-80.44493,37.14712
171517782,-80.41196,37.12538
171517803,-80.4073,37.12166
171517801,-80.40671,37.12069
171516492,-80.45361,37.09651
171516496,-80.45214,37.0975
243540628,-80.32344,37.14121
275983732,-80.32211,37.14273
243540626,-80.32174,37.14308
338858522,-80.428,37.24654
171520065,-80.42888,37.24753
171523047,-80.40824,37.26037
171523052,-80.4066,37.2609
171523048,-80.40857,37.26071
171518339,-80.40727,37.14372
171518636,-80.40397,37.14368
171518638,-80.4018,37.14359
171518663,-80.39971,37.1435
171518301,-80.41211,37.14279
171518299,-80.41258,37.1427
171518669,-80.39735,37.1434
171518673,-80.39604,37.14304
171521240,-80.41387,37.23061
171521248,-80.41238,37.22919
171521245,-80.41162,37.2285
171521246,-80.41088,37.2278
171521258,-80.40856,37.22583
171521273,-80.40921,37.22641
171521265,-80.40817,37.22548
171521264,-80.40718,37.22465
171520163,-80.41659,37.1729
221993700,-80.41505,37.17474
221993701,-80.41348,37.17566
335455165,-80.40993,37.16555
171518533,-80.4099,37.16541
915028135,-80.41231,37.17681
171513911,-80.4984,37.12563
171513913,-80.49813,37.12594
976093946,-80.43019,37.23641
171519895,-80.43192,37.23644
171519961,-80.42911,37.23668
171517951,-80.4015,37.12873
275977572,-80.40468,37.12879
171517954,-80.40073,37.12838
171517973,-80.39995,37.12781
976093947,-80.43022,37.23587
287955047,-80.42836,37.14502
287955052,-80.42783,37.14296
338871020,-80.40261,37.23265
275503110,-80.40189,37.23369
171512530,-80.41172,37.02238
171512584,-80.41096,37.0345
171518760,-80.39533,37.14169
171518764,-80.39504,37.14211
171518666,-80.39564,37.14097
171521213,-80.41449,37.22429
171521210,-80.41518,37.22494
171522185,-80.39784,37.23565
171522186,-80.39691,37.23574
171521282,-80.40925,37.22892
171521302,-80.40657,37.23037
171521271,-80.41007,37.22835
275506003,-80.39429,37.23597
915040491,-80.38881,37.23632
171522337,-80.38544,37.2376
948255657,-80.39152,37.2359
948255658,-80.38971,37.23576
949533570,-80.39581,37.23582
171522166,-80.39869,37.23557
171522070,-80.40385,37.23222
171522071,-80.4034,37.23252
171521897,-80.4056,37.23103
171522089,-80.40119,37.23415
171521211,-80.41499,37.22507
171521217,-80.41461,37.22533
171521207,-80.41586,37.22449
171521206,-80.41618,37.22428
171521242,-80.41252,37.22671
1045496754,-80.41218,37.22694
1045496767,-80.41277,37.22655
976094679,-80.42058,37.25121
976094676,-80.41871,37.25149
171519870,-80.43817,37.23544
275981626,-80.42154,37.13536
171518094,-80.42193,37.13687
171518085,-80.42117,37.13423
171518093,-80.42174,37.13534
171518104,-80.42047,37.13276
171518098,-80.41987,37.13145
171518101,-80.41975,37.13097
171518099,-80.41944,37.1299
915038971,-80.24527,37.14291
914903633,-80.42504,37.19304
914903632,-80.42514,37.19375
171530243,-80.25427,37.21505
171530246,-80.24759,37.22606
275986188,-80.44354,37.0667
976139727,-80.44628,37.07045
275500985,-80.41191,37.2467
171521722,-80.4117,37.24738
171521717,-80.41272,37.24737
275987849,-80.21201,37.22033
243540772,-80.21397,37.2217
921338667,-80.42179,37.15253
921338668,-80.42195,37.15223
921338669,-80.42167,37.1522
921338670,-80.42089,37.15098
976097050,-80.42022,37.15044
171527130,-80.36306,37.21107
171527152,-80.36173,37.21125
275506907,-80.35781,37.21359
171527172,-80.35839,37.21431
