HID,source,target
511210214001903,915036715.0,915036716.0
511210214001918,24883486.0,24883495.0
511210214001915,171530537.0,171528747.0
511210214001931,243540755.0,171531664.0
511210214001919,914975967.0,171529044.0
511210214001906,243540619.0,24880786.0
511210214001912,24880366.0,171526414.0
51121021200684,171516073.0,916274880.0
51121020202481,171520316.0,915036572.0
511210214001904,915004925.0,915005002.0
51121020202480,171520311.0,338879608.0
511210214001913,915024489.0,171528196.0
511210214001940,171525498.0,171525461.0
511210202011040,171518997.0,171516266.0
511210214001927,24880366.0,171526414.0
511210214001921,915004925.0,915005002.0
511210214001917,915038674.0,915038675.0
511210214001916,171528680.0,215644306.0
511210214001929,915024490.0,915024501.0
511210214001907,914992655.0,919930587.0
511210202011042,171518997.0,171516266.0
511210202011036,24866094.0,171516269.0
511210214001922,915044069.0,918508169.0
511210202011041,171518997.0,171516266.0
511210214001936,338829695.0,338857689.0
51121020202482,171520312.0,338879609.0
511210214001926,171528296.0,24880811.0
511210202011045,171519439.0,171519415.0
511210214001923,915002034.0,915001981.0
51121020202489,171520312.0,338879609.0
51121020202484,171520312.0,338879609.0
511210214001942,915038675.0,918466676.0
51121020202488,171520312.0,338879609.0
511210214001941,171531466.0,171531487.0
511210214001932,918469870.0,915001877.0
511210202011038,24866094.0,171516269.0
511210214001937,915024490.0,915024523.0
511210202011049,171519439.0,171519415.0
511210214001933,216616823.0,275987807.0
51121020202493,171520355.0,171520353.0
511210214001947,171528120.0,171528605.0
511210202011034,171516269.0,171516276.0
511210214001952,916249466.0,916249468.0
511210214001934,24880954.0,171528902.0
511210214001945,171524546.0,171524589.0
51121020202486,171520312.0,338879609.0
51121020202496,171520242.0,171519294.0
511210202011037,24866094.0,171516269.0
511210202011035,24866094.0,171516269.0
51121020202483,171520312.0,338879609.0
511210202011048,171519439.0,171519415.0
511210202011033,171519039.0,171519044.0
511210202011044,171518997.0,171516266.0
51121020202485,171520312.0,338879609.0
511210202011046,171519367.0,171519414.0
51121020202487,171520312.0,338879609.0
511210214001949,24880919.0,171528616.0
511210214001951,24880786.0,335462615.0
51121020202491,171520312.0,338879609.0
51121020202494,171520357.0,171520355.0
51121020202497,171520242.0,171519294.0
51121020202495,171520242.0,171519294.0
511210214001946,24881522.0,171530405.0
511210202011030,171519039.0,171519044.0
511210214001938,338857790.0,918547791.0
51121020202498,171520242.0,171519294.0
511210202011039,171518997.0,171516266.0
51121020202492,171520355.0,171520353.0
51121020202490,171520355.0,171520353.0
511210214001953,915038675.0,915038676.0
511210214001935,915035407.0,915035408.0
511210202011031,171519039.0,171519044.0
511210214001950,171524546.0,171524589.0
51121020202461,171520355.0,889535582.0
511210214001939,243540778.0,275987896.0
51121020202460,171520355.0,889535582.0
511210202011024,171519039.0,171519044.0
511210202011020,171519039.0,171519044.0
511210202011032,171519039.0,171519044.0
511210214001963,171531641.0,171531738.0
511210202011025,171519039.0,171519044.0
511210202011029,171519039.0,171519044.0
511210214001961,215644854.0,24881314.0
511210214001944,915044069.0,915044033.0
51121020202463,171520341.0,889535583.0
511210202011014,171519029.0,171519039.0
511210214001960,171525498.0,171525461.0
511210214001957,243540755.0,275987920.0
51121020202469,24866946.0,171520201.0
511210202011021,171519029.0,171519039.0
511210202011023,171519039.0,171519056.0
511210214001943,918547791.0,914979212.0
51121020202464,171520355.0,889535582.0
511210202011022,171519039.0,171519044.0
511210202011026,171519039.0,171519044.0
511210214001959,171530537.0,171528747.0
51121020202462,171520355.0,889535582.0
511210214001954,24881645.0,24881642.0
51121020202499,171519276.0,171519294.0
511210202011018,171519039.0,171519044.0
51121020202468,24866946.0,171520201.0
51121020202465,171520355.0,889535582.0
51121020202467,889535582.0,1121985499.0
511210202011019,171519044.0,171519046.0
511210214001958,24881308.0,171529905.0
51121020202466,889535582.0,889535583.0
511210214001964,171528871.0,276016215.0
511210214001948,918466681.0,918469861.0
51121020202471,24866946.0,171520201.0
511210214001962,24881607.0,215646038.0
511210214001972,915044069.0,918508169.0
511210202011011,171519029.0,171519039.0
511210202011012,171519029.0,171519039.0
51121020202470,171520201.0,171520310.0
511210202011013,171519029.0,171519039.0
511210214001971,24880810.0,171528295.0
511210214001955,171524546.0,171524589.0
511210202011027,171519039.0,171519056.0
511210202011028,171519039.0,171519044.0
511210202011016,171519029.0,171519039.0
511210202011015,171519029.0,171519039.0
511210202011010,171519029.0,171519039.0
51121020202477,275972195.0,171520310.0
51121020202472,171520201.0,171520310.0
511210214001974,171531103.0,915036606.0
511210214001965,171527789.0,918466690.0
511210214001973,171530158.0,915037540.0
511210214001970,24881016.0,918469871.0
51121020202476,275972195.0,171520310.0
511210209001115,219464685.0,196987500.0
511210214001967,916249450.0,919930584.0
51121020202474,171520312.0,24866950.0
511210214001975,24881312.0,171529988.0
511210214001862,275987760.0,275987788.0
511210214001860,276016220.0,918508175.0
511210202011008,171519029.0,171519039.0
511210209001121,275983399.0,171525145.0
511210209001118,243540689.0,275114144.0
51121020202479,275972195.0,171520310.0
511210214001861,915004925.0,915004999.0
51121020202475,171520312.0,24866950.0
511210202011017,171519039.0,171519044.0
511210212002649,915032337.0,171515436.0
511210214001956,275987756.0,275987760.0
51121020202682,335463492.0,335463494.0
51121020202686,335463492.0,335463494.0
511210209001112,914997364.0,918458218.0
511210209001116,171525146.0,275983400.0
511210209001119,219464685.0,196987500.0
511210214001968,171527769.0,914991682.0
51121020202688,335463492.0,335463494.0
511210209001117,219464685.0,196987500.0
511210209001113,914997000.0,914996999.0
511210202011009,171519029.0,171519039.0
511210209001120,171525126.0,275983408.0
51121020202681,171519264.0,171519294.0
511210214001969,24880954.0,915024489.0
511210214001864,171526301.0,171525998.0
51121020900698,171525928.0,171525910.0
51121020900693,171525271.0,275110107.0
51121020202685,335463492.0,335463494.0
511210209001114,914997000.0,914996999.0
511210214001858,915002034.0,915001981.0
51121020202687,335463492.0,335463494.0
51121020202683,171519264.0,171519294.0
51121020202478,171520312.0,24866950.0
511210214001863,171531128.0,915036606.0
51121020202473,171520201.0,171520310.0
511210214001966,171528823.0,918458221.0
51121020900692,914987383.0,918458222.0
511210212002658,915028132.0,915028133.0
511210214001865,171530243.0,171530246.0
51121020900694,171525814.0,171525356.0
511210212002657,915044606.0,915044629.0
511210212002659,275984034.0,171514869.0
511210212002655,171515275.0,918464463.0
511210212002652,171510169.0,848895324.0
51121020202680,335463498.0,335463503.0
511210212002650,275984008.0,171514676.0
511210214001855,275988099.0,915044848.0
51121020900695,215651435.0,243540627.0
511210214001856,24881312.0,171529988.0
511210212002651,171515380.0,171515433.0
511210214001857,243540759.0,171531684.0
511210214001872,24880762.0,171527758.0
511210214001869,914993114.0,914993115.0
511210209001103,851472976.0,851472977.0
511210209001104,171517951.0,275977572.0
511210209001109,917755909.0,171525207.0
511210214001875,918466681.0,918469861.0
511210214001871,171531576.0,171531613.0
511210214001876,275987750.0,275987758.0
511210209001122,219464685.0,196987500.0
511210209001107,24866546.0,171518574.0
511210212002654,171516073.0,171515512.0
511210209001110,914997000.0,914996999.0
51121020202690,335463492.0,335463494.0
511210209001106,171517951.0,171517950.0
511210209001102,851472976.0,851472977.0
51121020202689,335463492.0,335463494.0
51121020900697,171525928.0,171525910.0
511210209001105,24866352.0,171517950.0
511210214001859,171531641.0,171531738.0
511210212002653,171515786.0,171515797.0
511210209001101,196987067.0,196987081.0
511210212002656,335463219.0,275156503.0
51121020900696,171525928.0,171525910.0
51121020202684,335463492.0,335463494.0
51121020900699,917709837.0,171525903.0
511210212002668,171515934.0,171515482.0
511210209001111,914997000.0,914996999.0
511210214001868,918466689.0,915001890.0
51121020202694,335463492.0,335463494.0
51121020202692,335463492.0,335463494.0
51121020900690,914987383.0,918458222.0
511210214001866,24883444.0,171531605.0
51121020202693,275512837.0,275512994.0
51121020202696,171519215.0,171519235.0
51121020202691,335463492.0,335463494.0
511210214001882,171531576.0,171531581.0
511210212002667,1045593882.0,1045593883.0
511210209001143,171518061.0,171524744.0
511210212002661,243541934.0,275984008.0
511210209001137,338874661.0,868818915.0
511210209001138,196987051.0,196987034.0
511210212002666,171518957.0,275496976.0
511210214001881,171531103.0,915036606.0
51121020202699,335463492.0,335463494.0
51121020202695,171519215.0,171519235.0
511210214001887,171531204.0,171531244.0
511210209001134,171524780.0,171525043.0
511210209001144,171518061.0,171524744.0
511210209001139,24866551.0,171517981.0
511210209001136,171525044.0,171525043.0
511210214001878,171531128.0,243540730.0
511210212002627,243541934.0,275984008.0
511210212002662,851480000.0,24865973.0
511210214001867,24881312.0,171529988.0
51121020900691,914987383.0,918458222.0
511210212002660,275984008.0,171514676.0
511210214001873,24880355.0,171526392.0
511210214001870,915038675.0,915038676.0
511210214001874,914975898.0,914975899.0
511210209001108,171518574.0,171517951.0
511210214001877,24880954.0,915024489.0
511210214001883,171531641.0,171531738.0
511210212002628,171510184.0,171510054.0
511210214001885,243543188.0,918508172.0
51121020202665,243541536.0,335463453.0
511210214001886,24883403.0,24883404.0
511210214001884,171530148.0,275988008.0
511210212002629,171519264.0,171519294.0
51121020202661,335463498.0,335463501.0
511210209001140,171518050.0,171518043.0
511210209001142,171518061.0,243541708.0
511210214001880,24881563.0,24881548.0
511210209001141,171518061.0,171524744.0
511210209001135,171525044.0,171525043.0
511210214001879,243540778.0,275987896.0
511210212002663,275984008.0,171514676.0
511210212002665,275984058.0,171515072.0
51121020202659,171519215.0,171519235.0
511210212002669,915028159.0,915028160.0
511210212002664,171510379.0,171510555.0
51121020202698,335463492.0,335463496.0
51121020202666,243541532.0,243541536.0
511210209001129,338874661.0,868818915.0
511210212002636,950304580.0,243541967.0
51121020202669,335463507.0,335463513.0
51121020202667,335463496.0,335463498.0
511210209001127,851472976.0,851472977.0
511210214001890,171524546.0,918459956.0
511210209001131,171524775.0,171524771.0
511210212002637,171510080.0,171510431.0
511210212002638,171516039.0,171516008.0
511210209001124,338874661.0,868818915.0
511210212002632,171518980.0,916276322.0
511210209001133,171524780.0,851472975.0
51121020202676,275512837.0,275512994.0
51121020202697,171520426.0,335463492.0
511210209001125,338874661.0,868818915.0
511210212002639,335454844.0,335454835.0
51121020202672,922329136.0,922329137.0
511210214001894,171528302.0,916249466.0
511210209001128,338874661.0,868818915.0
51121020202668,335463496.0,335463498.0
511210212002631,171522435.0,171515571.0
511210214001898,171529266.0,171529271.0
51121020202660,171519215.0,171519235.0
511210212002630,171514573.0,1062907148.0
511210212002634,275984008.0,171514676.0
511210209001130,338874661.0,338874662.0
511210212002635,171519249.0,915033568.0
51121020202663,335463501.0,335463503.0
51121020202662,335463501.0,335463503.0
51121020202664,243541536.0,335463455.0
511210209001132,171524775.0,171524777.0
511210214001897,171526155.0,24880354.0
51121020202674,171520426.0,922329136.0
511210209001123,851472976.0,851472977.0
511210214001896,171527921.0,171527872.0
511210209001126,219464685.0,196987500.0
511210214001888,915036715.0,917382686.0
511210214001895,171531204.0,171531244.0
511210212002640,171514311.0,915040275.0
51121020900665,171525928.0,171525910.0
511210214001889,171524498.0,171524436.0
51121020202671,335463507.0,335463510.0
511210214001893,171528902.0,171528978.0
51121020202670,335463507.0,335463510.0
51121020900666,24880275.0,171525917.0
51121020202637,275512837.0,275512994.0
51121020900663,243540628.0,171525928.0
51121020900669,243540628.0,275983732.0
51121020202641,915040410.0,1045448565.0
51121020202638,275512837.0,275512994.0
51121020900664,24880275.0,24880273.0
511210212002648,243542010.0,171515087.0
511210212002641,171515820.0,917710462.0
51121020202677,171520426.0,922329136.0
511210212002644,276016166.0,979565961.0
511210212002691,171515628.0,171515625.0
511210212002643,851480000.0,24865973.0
51121020202642,922329138.0,922329139.0
51121020900667,171525917.0,171526082.0
51121020202640,1045448565.0,1045506952.0
51121020900662,171525928.0,171525910.0
511210212002645,171514360.0,979565325.0
511210214001892,24881016.0,918469871.0
51121020202673,922329136.0,922329137.0
511210212002633,275984008.0,171514676.0
51121020202679,335463492.0,335463494.0
511210212002694,171514473.0,171514311.0
51121020900660,171525928.0,171525910.0
51121020900661,171525928.0,171525910.0
511210214001891,171530371.0,24881520.0
51121020202653,171519215.0,171519235.0
511210212002646,915022466.0,915022465.0
51121020900651,171525917.0,171526082.0
511210212002692,171514599.0,24866080.0
51121020900654,215651435.0,243540627.0
51121020900655,275983732.0,243540626.0
51121020900652,215651435.0,243540627.0
511210212002693,171518980.0,916276322.0
511210212002642,243542013.0,243542018.0
51121020202644,922329138.0,922329139.0
51121020202643,922329138.0,922329139.0
51121020202648,922329138.0,922329139.0
511210212002695,976199206.0,976199205.0
51121020202678,335463492.0,335463494.0
511210212002647,171510467.0,915031387.0
51121020202639,1045448565.0,1045506952.0
51121020202675,171520426.0,335463492.0
51121020202651,922329138.0,922329140.0
51121020202647,922329138.0,922329140.0
51121020900687,171525318.0,171525344.0
511210212002698,851480000.0,24865973.0
51121020202657,922329136.0,922329137.0
51121020900650,171525917.0,171526082.0
51121020202654,171519215.0,171519235.0
51121020900683,915038323.0,915038324.0
51121020900656,171525928.0,171525910.0
51121020202649,922329138.0,922329139.0
51121020900659,243540628.0,171525928.0
51121020202655,171519215.0,171519235.0
511210212002690,916276351.0,916276352.0
51121020202650,171519215.0,171519235.0
51121020202646,915040410.0,1045448565.0
51121020900657,171525928.0,171525910.0
511210212002699,338858973.0,243541801.0
51121020202645,915040410.0,1045448565.0
51121020900684,914987383.0,918458222.0
511210212002696,915037661.0,171510126.0
51121020900653,215651435.0,243540627.0
511210212002697,916276350.0,916276354.0
51121020900658,243540628.0,171525928.0
511210214001899,243540778.0,275987896.0
51121020202620,1045448569.0,335463490.0
51121020202616,1045448569.0,335463490.0
51121020202622,171519215.0,171519235.0
51121020202617,1045448569.0,171520510.0
51121020202624,171519215.0,171519235.0
511210209001100,851472976.0,851472977.0
51121020900681,171525837.0,171525838.0
51121020900689,914987383.0,918458222.0
51121020900682,915038323.0,915038324.0
51121020900685,914987383.0,918458222.0
51121020900686,171525318.0,171525344.0
51121020202615,1045448569.0,335463490.0
51121020202652,171519215.0,171519235.0
51121020202619,1045448569.0,171520510.0
51121020202656,171519215.0,171519235.0
51121020900688,914987383.0,918458222.0
51121020202629,171519215.0,171519235.0
51121020900677,171525814.0,171525356.0
51121020202658,171519215.0,171519235.0
511210212002678,915032307.0,916274399.0
51121020202625,171519215.0,171519235.0
51121020202623,171519215.0,171519235.0
51121020900676,914987383.0,918458222.0
51121020202628,171519215.0,171519235.0
511210212002679,171513638.0,915040275.0
51121020900675,914987383.0,918458222.0
51121020900680,171525837.0,171525839.0
511210212002673,171510567.0,171510590.0
511210212002670,915035554.0,243541507.0
51121020202618,1045448569.0,171520510.0
51121020202631,171519215.0,171519235.0
511210212002680,243542010.0,171515087.0
51121020202621,171520329.0,915033707.0
511210212002686,171515190.0,275095168.0
51121020202632,171519215.0,171519235.0
51121020202634,275512837.0,171520426.0
51121020900672,171525814.0,171525356.0
511210212002675,275984008.0,171514676.0
51121020202627,171519215.0,171519235.0
51121020202633,171520426.0,922329136.0
51121020900673,914987383.0,918458222.0
51121020202626,171519215.0,171519235.0
51121020900679,171525748.0,171525814.0
511210212002682,171515373.0,171515275.0
51121020900622,917709837.0,917709838.0
51121020900671,243540628.0,171525928.0
511210212002676,275984058.0,171515072.0
51121020900674,914987383.0,918458222.0
511210212002672,171515752.0,918464456.0
51121020900626,915040101.0,915040102.0
511210212002674,851480000.0,24865973.0
511210212002684,171519003.0,171518987.0
51121020202636,275512837.0,275513002.0
51121020202635,171520426.0,922329136.0
51121020900625,915040101.0,915040102.0
51121020202602,915033671.0,915033680.0
51121021200749,335463219.0,275156503.0
511210212002671,171514599.0,24866080.0
51121020202630,171519215.0,171519235.0
51121020202607,338870968.0,171520386.0
511210212002677,171515977.0,171516118.0
511210212002681,171513638.0,915040275.0
51121020202603,915033671.0,915033680.0
51121021200750,335463219.0,275156503.0
51121021200754,335463219.0,275156503.0
51121020900627,171526280.0,915040101.0
51121020202605,915033672.0,915033671.0
51121020900620,917709837.0,171525903.0
51121021200745,171510128.0,196299413.0
51121020900621,917709837.0,917709838.0
51121021200748,335463219.0,275156503.0
51121020900614,171526114.0,275983815.0
51121020900678,171525748.0,171525814.0
511210212002685,243542013.0,243542018.0
51121021200734,171510567.0,171510590.0
51121021200744,171515403.0,915037830.0
511210212002689,171515373.0,171515275.0
511210212002687,916276353.0,916276356.0
511210212002688,171515672.0,916251946.0
51121021200752,24863203.0,275156503.0
51121020900611,171525910.0,171525930.0
51121020900619,171525857.0,914995672.0
51121020900623,171525862.0,171525861.0
51121021200753,24863203.0,275156503.0
51121020900628,171526280.0,915040101.0
511210212002683,171522435.0,171515571.0
51121020900624,171525862.0,171525857.0
51121020202609,171520277.0,275512608.0
51121020202600,275513130.0,704729116.0
51121020202606,338870968.0,171520386.0
51121020202604,915033672.0,915033671.0
51121020900629,171526295.0,915040101.0
51121021200738,171516073.0,171515512.0
51121020900617,171525910.0,171525930.0
51121020900609,171525910.0,171525930.0
51121021200733,171510567.0,171510590.0
51121021200746,24863203.0,275156503.0
511210209001198,215673570.0,171517978.0
51121021200751,24863203.0,275156503.0
51121020202608,171520277.0,275512608.0
51121020900615,171526114.0,275983815.0
51121021200739,171516073.0,171515512.0
511210209001199,24866553.0,171518688.0
51121020900618,171525910.0,171525930.0
51121020202610,171520277.0,275512608.0
51121021200737,171516073.0,171515512.0
51121020202611,171520432.0,171520277.0
511210209001197,215673568.0,215673570.0
51121021200735,916276350.0,916276354.0
51121020900613,171525857.0,914995672.0
51121020900612,171525857.0,914995672.0
51121021200747,24863203.0,275156503.0
511210209001196,171518565.0,171518244.0
51121020202601,915033672.0,915033671.0
51121021200741,171515403.0,916275282.0
51121020900610,171525910.0,171525930.0
51121020202612,171520432.0,171520277.0
51121020900643,215651435.0,243540627.0
51121020900644,171526130.0,215651435.0
51121020900648,243540628.0,275983732.0
51121020900649,243540626.0,275983737.0
511210209001193,171517824.0,171518244.0
51121020900633,171526295.0,171526301.0
51121020900616,171525910.0,171525930.0
51121021200768,915037832.0,915037834.0
511210209001189,171525126.0,275983408.0
51121021200743,171515403.0,915037830.0
511210209001195,171517824.0,171518244.0
51121021200736,171510567.0,171510590.0
51121020202613,171520329.0,915033707.0
51121020900640,171526295.0,915040101.0
511210209001190,196987016.0,196987034.0
51121021200766,916276353.0,916276356.0
51121020900646,171526131.0,171526130.0
51121020900641,215651435.0,243540627.0
51121021200759,915039020.0,915039149.0
511210209001194,171517824.0,171518244.0
51121020900647,243540628.0,275983732.0
51121021200763,915037831.0,915037833.0
511210209001191,171525126.0,275983408.0
51121021200757,24863203.0,275156503.0
51121020900631,171526295.0,915040101.0
51121020202614,1045448569.0,171520510.0
51121020900645,171526131.0,171526130.0
51121021200769,916276353.0,916276356.0
51121021200742,171515403.0,916275282.0
511210209001192,171525126.0,275983408.0
51121020900634,171526295.0,915040101.0
51121021200773,915037830.0,915037836.0
51121020900635,171526295.0,915040101.0
51121021200755,24863203.0,275156503.0
51121021200758,276016166.0,979565961.0
51121021200776,915037831.0,915037832.0
51121020900632,171526295.0,915040101.0
51121021200774,915037832.0,243541861.0
51121021200772,915037832.0,915037834.0
51121021200767,916276353.0,916276356.0
51121021200740,171516073.0,171515512.0
51121020900642,215651435.0,243540627.0
51121020900636,171526295.0,915040101.0
51121021200700,171516052.0,335464395.0
51121021200765,915037832.0,915037834.0
511210209001159,24866551.0,171517981.0
51121021200704,915031332.0,171510120.0
51121020900637,171526295.0,915040101.0
51121021200701,171516052.0,335464395.0
511210209001165,851472975.0,851472976.0
51121021200770,171515403.0,915037830.0
511210209001155,171524994.0,171525001.0
51121021200761,915037831.0,915037832.0
51121021200762,915037831.0,915037833.0
51121021200756,24863203.0,275156503.0
51121021200760,915039020.0,915039149.0
51121021200775,915037832.0,915037834.0
51121020900639,171526295.0,915040101.0
51121021200764,915037831.0,915037833.0
51121021200771,171515403.0,915037830.0
51121020900638,171526295.0,915040101.0
51121021200709,171515380.0,171515433.0
511210209001166,851472974.0,851472976.0
51121021200706,915031332.0,171510120.0
511210209001156,171524994.0,171525001.0
511210209001163,851472975.0,851472976.0
511210209001145,171518061.0,243541708.0
511210209001146,171518061.0,171524744.0
511210209001153,335455500.0,171525010.0
511210209001162,24866551.0,171517981.0
51121021200702,915042718.0,915042730.0
51121021200710,171515380.0,171515433.0
51121021200703,915039019.0,915039020.0
51121021200729,171515977.0,171516118.0
51121021200726,171516077.0,243541825.0
51121021200707,915032307.0,916274399.0
51121021200705,915031332.0,171510120.0
511210209001158,24866551.0,171517981.0
511210209001148,171525001.0,171524745.0
511210209001157,171524994.0,171525001.0
51121020900630,171526295.0,915040101.0
51121021200722,171516073.0,171515512.0
51121021200727,171516077.0,243541825.0
51121020900603,171526114.0,275983815.0
51121020900608,171525910.0,171525930.0
51121020900605,914995672.0,914995673.0
511210209001149,171525001.0,171524745.0
51121021200724,915039019.0,915039020.0
511210209001154,171525001.0,171524745.0
511210209001161,24866551.0,171517981.0
511210209001147,171524745.0,171524744.0
511210209001164,851472975.0,851472976.0
51121020900607,171525910.0,171525930.0
511210209001150,171525001.0,171524745.0
51121020900600,171526114.0,275983815.0
511210209001151,171524745.0,171524744.0
511210209001160,24866551.0,171517981.0
511210209001186,171525212.0,171525216.0
51121021200723,915039019.0,915039020.0
511210209001188,171525125.0,842024746.0
511210209001181,917755909.0,171525207.0
511210209001187,196987016.0,196987034.0
51121020900604,171526114.0,275983815.0
511210209001177,171525008.0,171525011.0
51121021200708,915037725.0,915037726.0
511210209001152,171524994.0,171525001.0
511210209001174,24880046.0,1061992078.0
51121021200713,171515380.0,171515433.0
51121021200719,915032307.0,915032308.0
51121021200730,171510567.0,171510590.0
51121021200715,915037831.0,915037833.0
511210209001178,918458219.0,918464448.0
51121021200712,171515380.0,171515433.0
511210209001179,918458219.0,918464448.0
51121020900606,171525846.0,243540605.0
51121021200731,916276350.0,916276354.0
51121021200725,915039019.0,915039020.0
511210209001173,1061992080.0,171525011.0
511210209001185,917755909.0,171525212.0
511210209001170,171524753.0,171524752.0
51121020900601,171526114.0,275983815.0
51121021200728,171515977.0,171516118.0
51121020300996,171519891.0,275499539.0
511210209001180,918458219.0,918464448.0
51121020300998,915037796.0,915037801.0
51121021200788,915032337.0,171515436.0
511210209001175,24880046.0,1061992078.0
51121021200721,171515516.0,915037725.0
51121021200796,275159881.0,171510667.0
51121020300999,915037796.0,915037801.0
51121021200714,171515516.0,915037725.0
51121020300993,1099994213.0,1099994214.0
51121020300994,976093946.0,976093947.0
511210209001171,171524777.0,171524753.0
511210209001184,171525216.0,171525232.0
51121021200717,171515516.0,915037725.0
511210209001176,1061992080.0,171525011.0
51121021200716,916274880.0,916274881.0
51121020300995,171519892.0,171519888.0
51121020300990,171519956.0,275501394.0
511210209001167,851472974.0,851472976.0
511210209001183,171525216.0,171525217.0
511210209001169,171524750.0,171524751.0
51121021200718,915032336.0,915032338.0
51121021200790,915032337.0,171515436.0
511210209001172,1061992080.0,171525011.0
51121020300997,915037796.0,915037801.0
51121021200784,171515380.0,171515433.0
51121021200798,275159881.0,171510667.0
51121021200783,171515380.0,171515433.0
51121020900602,171526114.0,275983815.0
51121021200792,915032337.0,171515436.0
51121020300942,171519888.0,171519886.0
51121021200787,171516073.0,171515512.0
51121021200794,275159881.0,243541855.0
51121021200777,915037831.0,915037832.0
51121020300989,335454355.0,171519955.0
51121021200793,915032337.0,171515436.0
51121020300991,171519956.0,275501394.0
51121021200797,275159881.0,171510667.0
51121020300992,1099994213.0,1099994214.0
51121021200711,171515380.0,171515433.0
51121021200791,915032337.0,171515436.0
51121020300940,215650337.0,275502349.0
511210209001168,171524750.0,171524751.0
51121020300988,171519888.0,171519889.0
51121021200732,171510567.0,171510590.0
51121020300936,338858861.0,171521326.0
51121020300930,335454355.0,335454354.0
51121020300943,276016166.0,979565961.0
51121021200780,171516073.0,171515512.0
51121021200789,171516073.0,171515512.0
51121020300932,335454355.0,171519955.0
51121020300928,171519888.0,171519889.0
51121020300919,848895329.0,335456239.0
51121021200779,915037830.0,915037831.0
51121020300938,171521333.0,171521326.0
51121021200781,275159881.0,243541855.0
51121020300937,338858861.0,171521326.0
51121020300912,848895329.0,335456239.0
51121020300922,848895329.0,335456239.0
51121020300921,848895329.0,335456239.0
51121020300907,335456239.0,915037798.0
51121020300906,335456239.0,915037798.0
51121020300913,848895329.0,335456239.0
51121021200720,171516073.0,171515512.0
51121020300923,171516067.0,171516365.0
511210209001182,917755909.0,171525207.0
51121020300926,171521333.0,171521326.0
51121020300929,335454355.0,171519955.0
51121020300920,848895329.0,335456239.0
51121020300916,848895329.0,335456239.0
511210214001810,171528823.0,914975907.0
51121020300939,171521333.0,171521326.0
51121021200786,171516073.0,171515512.0
51121020300941,215650337.0,275502349.0
51121020300925,171516365.0,848895329.0
511210214001802,915004925.0,915004999.0
51121020300931,335454355.0,171519940.0
51121021200785,171515380.0,171515433.0
51121021200778,915037831.0,915037832.0
51121021200795,275159881.0,171510667.0
51121021200782,275159881.0,243541855.0
51121020300934,335454355.0,171519955.0
511210212002702,915019962.0,916273096.0
51121021200799,335463219.0,335463230.0
51121020300909,848895329.0,335456239.0
511210212002703,171510184.0,171510054.0
511210214001807,171531103.0,915036606.0
511210214001809,171531488.0,171531528.0
51121020300982,171519888.0,171519870.0
51121020300905,335456239.0,915037798.0
511210214001806,24880762.0,171527758.0
511210214001805,171527678.0,171527789.0
51121020300908,848895329.0,335456239.0
51121020300984,171519956.0,171521311.0
51121020300918,848895329.0,335456239.0
511210214001801,914991909.0,914992018.0
51121020300901,335456239.0,915037798.0
51121020300904,335456239.0,915037798.0
511210214001800,24880811.0,171528265.0
51121020300914,848895329.0,335456239.0
51121020300927,171519892.0,171519888.0
511210214001811,171531204.0,171531244.0
511210212002727,24865605.0,851480000.0
51121020300985,171521333.0,171521326.0
51121020300986,215650337.0,171521333.0
511210214001821,24881375.0,215645001.0
511210212002701,171515373.0,171515275.0
511210214001808,918469870.0,915001877.0
51121020300903,335456239.0,915037798.0
51121020300902,335456239.0,915037798.0
511210214001818,918469861.0,916269111.0
511210212002729,171514494.0,915041722.0
511210214001817,914994755.0,914994757.0
511210212002726,171514360.0,979565325.0
511210212002730,916275200.0,916275201.0
511210214001820,171531576.0,171531613.0
51121020300978,171519940.0,171519895.0
51121020300981,171519888.0,171519870.0
511210214001812,171527678.0,171527789.0
511210214001804,171526054.0,917380039.0
511210212002737,335463219.0,275156503.0
511210214001824,171531466.0,171531487.0
51121020300974,171519934.0,335454354.0
511210212002738,171515751.0,171515928.0
511210214001819,24881395.0,275988025.0
51121020300975,171519934.0,335454354.0
511210214001831,914979443.0,914979634.0
511210212002734,171518957.0,275496976.0
511210212002728,171515160.0,171513682.0
51121020300979,171519895.0,171519927.0
51121020300915,848895329.0,335456239.0
511210212002700,24865605.0,851480000.0
511210214001803,24881308.0,171529905.0
51121020300983,171519955.0,275501394.0
51121020300968,171519599.0,335455628.0
511210212002732,275984008.0,171514676.0
511210214001815,171526126.0,171526082.0
51121020300972,171519892.0,171519888.0
511210214001822,171529096.0,171529097.0
511210214001832,915030419.0,916274175.0
511210212002733,171516990.0,171516984.0
51121020300987,171519889.0,171519896.0
511210214001814,275987863.0,805730804.0
511210214001816,171525470.0,918464452.0
51121020300977,171519940.0,171519895.0
51121020300980,171519886.0,171519867.0
511210214001813,275988099.0,915044848.0
511210212002735,275984008.0,171514676.0
511210214001830,215651223.0,275509094.0
51121020300976,335454355.0,335454354.0
51121020300973,338858858.0,335454358.0
511210214001823,914975966.0,914975898.0
51121020300969,171519599.0,335455628.0
511210214001829,171531204.0,171531244.0
511210214001843,171528344.0,914987578.0
511210212002744,171518957.0,275496976.0
51121020300967,171519599.0,335455628.0
511210214001827,914992655.0,919930587.0
511210212002731,171510561.0,171510567.0
