FromBus,ToBus,LineID,kV,metres
45613,61951,42290f,161.0,6838.56346319
12743,12742,3298b,69.0,239.167159077
50523,34639,35893d,230.0,8788.79146618
9565,9566,38061b,115.0,39.0054821009
38433,35304,9977d,138.0,26570.230108
52761,14319,47288a,115.0,10541.3648043
29865,29866,49479k,230.0,37.4732648739
35731,45386,26758a,161.0,27504.0764408
21489,21487,38293c,120.0,429.426146241
23060,28243,42822b,69.0,1646.1231069
57976,61760,53107a,115.0,16122.174382
11109,11108,43029c,115.0,8.93738011173
28781,28782,12514c,138.0,4803.79171639
64452,64455,54105b,115.0,38.5917919972
63476,63350,69822c,138.0,441.887077923
29620,27768,7682,230.0,5768.91267115
11283,11254,43236a,115.0,77.6202715213
24903,15652,4299,161.0,47950.8345621
40492,40507,29091b,115.0,93.8022748938
45956,47077,63809b,115.0,32952.4267826
55312,55724,68811b,138.0,102.537698413
36828,38860,28131a,161.0,32.115833984
44961,44944,30326f,115.0,59.7013042755
14388,14349,1252d,69.0,11526.1476449
21746,21747,20921b,115.0,16.2403438114
43660,41223,48822,161.0,1924.28443015
38223,38839,615,161.0,16069.7219246
33187,33188,47184c,138.0,299.985512542
11441,26087,32929a,345.0,27290.968343
44356,44279,43817b,115.0,1716.11142121
46769,49096,73276b,115.0,2627.92768647
62564,62565,44042b,161.0,11.6451714609
59285,59257,55897b,46.0,7812.44654703
34450,34662,40619b,115.0,9888.08159008
31763,31781,11009a,230.0,4797.94158658
44596,44597,3810b,500.0,5134.71400592
62904,63471,69162d,345.0,492.238224308
55473,55479,68047,345.0,37879.3428696
45891,46975,64002a,138.0,1165.56541662
35426,37467,41842,345.0,4669.22287519
44521,28884,46646b,69.0,102.057910707
32826,53534,44328a,138.0,19984.6968324
58527,58519,55785b,46.0,1221.550569
19443,19450,10673d,115.0,2468.58668663
17593,17594,3270a,138.0,14.927862002
36371,36341,3856c,230.0,158.433055351
17793,21134,20135d,100.0,115.119139604
43969,43968,6517,161.0,1823.08614251
49378,46415,64677,60.0,2731.18594131
28981,28982,16485d,230.0,1398.56191713
57268,57272,67831,138.0,8515.94010255
58704,58655,52368b,230.0,2866.49273356
28838,28348,21045b,138.0,28370.1232836
52463,34516,26581,138.0,8503.78353516
34415,52150,9188e,230.0,4296.68149716
44113,37842,9391d,161.0,386.814261665
9467,9466,13159a,138.0,8.41991014181
33410,33409,22495c,230.0,89.952697075
17713,27347,19821b,500.0,328.754486021
63350,63475,69689c,138.0,450.936435077
56568,56555,67328,138.0,3462.56605576
56472,56471,67101,138.0,5239.49654343
19421,19412,9150c,115.0,3034.51286015
23631,23632,33664a,69.0,2527.65515943
14829,14831,1077,230.0,10595.0328612
35366,35776,45959b,161.0,42296.8244734
61730,61731,53104,115.0,3863.13410211
31000,33680,8438c,230.0,2749.95642628
52368,52357,37967b,115.0,172.259208836
9278,9279,36970b,161.0,314.579506282
56296,56312,65614,138.0,29106.4140001
18389,18391,41029a,230.0,140.586996563
11370,11369,39058a,345.0,332.148914528
11300,11307,20428c,230.0,42.0529759011
44473,23861,48840a,115.0,3656.14697485
14657,40855,31871a,69.0,23.5868788856
61934,61935,14393h,161.0,197.046465199
36379,36380,21459a,230.0,15.7714966768
29287,9156,30704a,115.0,2044.15159766
45091,45109,246b,138.0,233.212225593
56291,56288,65881a,138.0,16312.5028799
50958,42014,4209a,100.0,10441.8951472
54194,54174,53829,230.0,2478.15113043
30414,30533,28285b,138.0,38804.3052313
37864,44446,48039,115.0,8915.99863417
61927,61928,16000e,138.0,173.420042536
17579,17596,981d,115.0,5255.75961496
28112,28132,44673b,138.0,4568.85066109
27143,26905,10908b,138.0,12603.3901774
30688,30689,24750c,115.0,90.3055244553
28606,28595,41939b,69.0,1414.28078487
13962,52538,3273d,230.0,7625.66568256
51445,39665,16943c,500.0,372.063387771
55711,55850,68312b,138.0,15.1588655157
52037,13993,16587,230.0,8356.01813816
28844,21540,27520,69.0,87.726778313
17869,17870,32053b,69.0,83.4673633387
23865,23863,4595a,115.0,2264.7704449
28166,28167,12638,138.0,2640.26116183
16456,42698,34281,115.0,2811.85199453
53253,53258,47965d,138.0,37.4737133
14216,14194,36268,161.0,2615.796106
21095,17785,36040e,138.0,2063.90848431
18820,28306,44224c,230.0,171.089365817
53703,53659,12487d,161.0,4929.35886995
13062,12947,4623d,69.0,46.5463719938
21049,21032,15394a,69.0,2719.95641009
27393,62454,44920,138.0,15694.5801499
53250,45646,44336f,138.0,3522.35709638
24674,30684,31005c,138.0,14577.4973456
11051,11052,39530a,345.0,20.0940140496
44304,30790,4505b,115.0,64.17775669
26070,26092,6972b,115.0,2542.46623678
56866,56868,67873,138.0,16442.2143609
34764,14279,50448c,115.0,4905.39105788
28974,53340,50442,115.0,15458.0585877
14079,14080,40929a,161.0,531.395670732
13994,13995,28761a,138.0,86.5759290512
55495,55533,68026a,345.0,32545.6742045
9068,9007,42875a,138.0,5133.27339105
29278,29230,33372,161.0,4278.37235304
45651,16465,10479c,138.0,43.3157813693
52778,28981,2977c,138.0,1845.82086239
62792,54908,70415,345.0,80413.2820451
17660,32542,45411a,138.0,76.1287614144
61323,61324,53133b,115.0,2844.89185727
44300,30736,32986d,115.0,7.83571626221
20901,21290,26850a,115.0,17557.3032914
33146,33164,26463a,115.0,131.082213714
56977,56979,67673b,138.0,156.101833188
11616,11613,29376,345.0,2913.44975908
51419,51420,31382d,115.0,91.2661801555
27312,27338,46666a,230.0,3037.39858102
54218,54219,53804b,115.0,202.544900337
56916,57227,66130,345.0,79.3370087096
20012,13217,24856b,138.0,71.7555454855
37387,40772,824,115.0,417.455068155
38443,38489,13205,138.0,12432.8375894
50101,50100,7698a,230.0,16.3060221846
54863,55336,68031a,345.0,67358.3688717
57231,54930,66662b,138.0,133682.261102
59578,59612,57324b,138.0,9186.99997016
58571,58566,60096b,115.0,684.294433931
34447,34446,16547c,230.0,214.928148889
9250,9251,33690a,115.0,31.8681175145
56035,56034,65525d,69.0,40.6310865869
40240,40241,37423,138.0,2447.45467459
22062,15470,4491,115.0,42.2652846887
51506,51505,6832c,138.0,17.7967733167
12060,21779,44195b,69.0,7874.01901108
11313,11301,51116c,115.0,67.2302498666
59579,59582,57190c,115.0,2183.84955979
28390,9575,22142c,115.0,62.5543855883
54228,54241,53797,115.0,1006.41894603
60817,60820,52284c,69.0,305.71413606
54856,54857,66660b,69.0,17960.7881833
50386,36221,23178b,138.0,154.361544382
13377,17956,47739a,138.0,917.430247284
48052,48801,64159b,115.0,3914.03683643
38493,38448,34798b,138.0,2834.35323357
50667,50669,31079,345.0,4367.76670914
45874,46754,63334j,230.0,708.302147374
63191,63352,69977b,138.0,1784.39072037
20825,20823,43703b,69.0,528.810994356
41452,51906,30847a,115.0,39.9873851961
28124,28135,46676b,138.0,591.745567155
22915,22916,42520a,69.0,22.5118359696
16319,16364,5604b,345.0,118.473709556
28721,28723,32259a,115.0,1502.427783
38991,39038,32138a,100.0,94.727187596
12586,12573,28574,115.0,15739.6894952
63062,63259,69578,138.0,4901.87478723
20848,20849,26250d,500.0,14.9648357022
45405,45406,34444,500.0,1839.10842518
27634,9520,30214a,138.0,42.0090848281
40950,40886,18806,161.0,21296.7724971
59315,59302,55899,46.0,9428.98200144
50449,50498,47460a,500.0,309.743270084
42533,35352,11225a,500.0,915.122457111
16580,53172,12617b,138.0,31.9126659265
64978,65028,52410b,230.0,3545.64626873
39132,39134,21429b,500.0,141.273833227
59856,65758,52142,500.0,20260.8653938
31543,50204,579b,161.0,2772.88587276
13215,13238,8766,138.0,748.981346051
31646,31721,37618,115.0,9210.61191608
34444,34447,26087b,230.0,901.675818052
42872,42868,43719,161.0,4225.85880796
15363,8912,33712,69.0,4818.62541308
59548,59553,57223a,115.0,13263.0000799
31825,31762,37506a,115.0,5887.70261324
50345,50383,3999a,230.0,128.004767131
46582,46039,63101b,230.0,304.758392937
54121,54122,53877b,230.0,92.9763038267
65372,65367,55012a,69.0,9151.44703596
27400,62512,29269,115.0,420.242605998
64923,64924,52941d,230.0,227.20878592
9320,9319,33863a,345.0,74.9401147209
56570,56557,67313,138.0,43732.2299095
44347,33940,32603e,161.0,360.562789879
63404,63568,69528b,138.0,199.305180442
60373,60374,61166b,115.0,257.355228353
57006,57000,67618b,69.0,56800.822846
12412,17064,24948b,115.0,22.6321231247
51954,37522,16166,69.0,692.698537635
11723,11722,38426f,115.0,8.71695424167
15616,8960,29847a,115.0,64.8220629574
42340,42338,35229b,69.0,1222.92433341
45382,35703,1886,69.0,2981.69992877
18872,23850,19033d,115.0,24.3019332708
9277,9276,47685c,69.0,38.4855222975
21584,16857,46573b,69.0,1134.1511589
21760,21761,42681b,69.0,49.2355092604
57427,57428,66358,138.0,24923.1212557
55058,55098,66885,115.0,2372.27978815
63217,63245,69251a,138.0,3200.08244786
52365,52368,9474a,100.0,639.75382667
65213,65226,56963,115.0,84928.4621602
16195,16219,27076,115.0,109.346650078
63385,63083,70136a,138.0,1992.62079702
40492,40507,10987a,138.0,93.8022748938
18873,41725,40518d,161.0,53.3168279961
29852,25850,49464b,138.0,2845.153087
21311,50495,27492,138.0,4135.41103361
60817,60820,52728a,69.0,305.71413606
30241,30248,32315c,115.0,254.849242562
62562,32093,13236a,230.0,4820.13179524
20758,28016,5159a,138.0,378.245840253
26263,26264,48569,138.0,304.797901507
41762,41752,73b,230.0,11967.1021876
29381,29394,42811c,69.0,67.5196552242
17279,21894,24607b,138.0,41.7879219515
20731,21574,8102k,138.0,2133.88460615
55044,55109,66947,345.0,48.9235257541
13667,17715,4383a,69.0,119.317682778
17611,44212,47717b,138.0,65.4850621571
38493,38494,11960b,138.0,13.3769242005
20077,25118,5154,69.0,131.756325193
63556,63625,70313a,138.0,134.72821981
16827,16828,29380i,138.0,1681.14006856
58621,58625,52345c,230.0,474.951387891
9610,28827,28328c,500.0,110.255228941
23781,23772,35921b,345.0,42.0891094367
36016,42411,45188a,69.0,186.51862643
50298,34644,43221a,115.0,1967.12204495
55309,55633,68332a,138.0,9608.19065262
42066,42069,28606e,138.0,167.183308038
56476,56478,67119c,69.0,396.922273448
54988,55083,66697,345.0,2204.1019681
14494,14495,31010c,115.0,15.2629587995
17210,22063,42584,138.0,92.9164977364
36464,42493,31881d,120.0,192.678300481
11369,11370,14769a,115.0,332.148914528
11344,11375,9708a,115.0,9052.28807008
18803,18804,16633b,115.0,18.9333072773
27888,27886,11878a,230.0,4471.1348157
19399,50768,33971,115.0,1210.64318121
28289,28236,1495a,69.0,39402.4094735
15303,15296,1073,138.0,12390.5734456
53246,53247,29562d,115.0,372.331444621
25539,25570,404b,115.0,9160.10474417
54187,54188,57135,115.0,794.444695498
20166,14775,15095,161.0,4582.10094368
58670,58668,55811,138.0,728.028215249
55310,55312,68869a,138.0,1906.79809706
34465,36406,21970,115.0,5764.88798293
10411,10412,19388c,161.0,249.045487923
42066,42069,48474b,69.0,167.183308038
59799,59824,52241f,345.0,4153.22604812
25450,62093,16920,138.0,52124.7729638
65716,65706,55051b,69.0,668.36332288
12910,12911,47751a,69.0,3856.57360959
38786,38749,30606c,230.0,62.7588836312
55982,48042,64669,69.0,10342.7260793
11482,26182,18043,138.0,3927.57676812
21607,21602,37856c,161.0,102.753171564
24592,19416,46485,115.0,7252.49705837
45908,47944,62879,500.0,83385.0422612
51398,51399,26548a,115.0,3277.92543526
62964,63033,70353e,345.0,6518.47328994
63546,63547,70093a,138.0,24.4100301211
58602,58546,52347e,230.0,7649.81673257
35590,9246,9108,115.0,1036.22698094
10410,10415,13245b,500.0,196.230170906
63235,63236,69774,138.0,2592.86461018
29971,29999,9405f,115.0,1930.81319459
14145,14148,10531,69.0,105.439293772
39183,39184,6713g,230.0,30.7428304478
56265,56242,65941,345.0,7064.61536829
37969,37968,1956a,69.0,225.84753297
61093,61098,53637b,230.0,919.812709119
16720,16722,47208a,230.0,1960.89832132
24236,50772,2914,69.0,26025.7586398
23823,37530,7942,115.0,488.21851823
65480,65487,57507,230.0,1428.45310964
63281,63295,70018a,138.0,20907.7045053
30181,30210,33476b,161.0,169.592463728
44334,44325,57a,230.0,2769.01263793
16467,53331,39509a,138.0,5276.80169653
23670,34306,3784,115.0,2240.19527199
28809,28774,31073,138.0,54.1312629733
47338,49844,72149b,220.0,3669.69037483
54496,54506,57116b,230.0,5026.37278699
20705,20706,4395b,138.0,89.0096357689
24283,24179,14410a,230.0,4595.3546663
55301,55328,68652,138.0,8237.13863862
44003,44004,33649a,138.0,1923.96430295
40184,9340,9175a,69.0,3344.19938422
24841,52002,49194a,138.0,247.017546041
28947,13670,9878b,138.0,20154.0153672
38501,38502,23512c,69.0,4745.41021222
21339,21343,49479o,230.0,4063.19710292
56600,57145,66091a,138.0,116.033781739
50154,50153,41476,115.0,14840.2999762
44508,44507,13247b,138.0,7.99116047975
61814,61815,42435a,500.0,79.1555017028
18718,18717,14535a,138.0,3828.18532108
27953,27954,13411,100.0,6986.43867208
52232,52248,26102b,100.0,37.1908321647
31666,44023,28618b,230.0,154.885271671
50584,50554,5984,100.0,11314.3409733
30089,18036,4487o,345.0,2608.99078887
63456,63457,70352b,138.0,60.4348353585
60226,60229,57498f,230.0,235.533892988
56527,56525,67236,138.0,3567.10040435
37616,44182,29002a,161.0,81251.532804
25108,15585,3215c,161.0,17836.7914678
22756,22790,30479a,138.0,227.235237729
18056,21171,44746d,115.0,84.7474621856
40282,40659,26962a,161.0,12548.1844552
54073,54072,58640,230.0,118.49307056
18145,40696,47131,230.0,26.2641964032
44503,36574,32468,161.0,10538.5564308
30813,30814,7442c,115.0,16488.1060445
53995,53978,55981a,69.0,3197.13023556
56446,56462,67144b,138.0,5848.50741854
45731,45732,36651d,161.0,126.571897638
64027,64129,52548a,115.0,10672.7881423
18632,18617,1984d,115.0,54.3269063871
55299,55633,68148b,138.0,299.541216728
38572,38544,15889b,115.0,10996.7465471
54854,55047,66844b,230.0,6447.11982125
31812,31766,37944b,161.0,252.641177818
55061,55066,66992,115.0,12588.2873103
26677,26335,11451a,115.0,125.963178751
42232,42190,15241c,115.0,89.4038973463
29551,9759,51374b,230.0,4315.20719875
25795,21278,15998a,138.0,5859.93284454
18815,21160,43909a,115.0,272.819135862
19570,19365,7864a,115.0,22552.5499578
20350,20352,42079a,115.0,116.154689233
33648,33649,5336c,230.0,114.257072122
9229,9230,15877a,345.0,24.920904828
63488,63494,69898g,138.0,5245.85215222
58340,58341,59928a,57.0,15.7500122373
18733,22367,51093b,345.0,23024.9900281
14315,52722,26662a,230.0,7859.75217408
43972,43971,5393a,161.0,70.0491444166
11695,11696,17601b,115.0,35.3605049996
44924,44928,40875b,230.0,7513.22206821
17228,22073,1830a,500.0,114.677427486
28951,27261,44514e,138.0,10746.0021038
62221,19330,23493c,115.0,7224.39421518
39904,39900,34304,138.0,3524.3577844
55337,55576,68064a,138.0,2430.28336847
32278,23630,19166d,115.0,2883.65843525
22263,22273,36035a,230.0,69.0240577926
52204,52205,16728a,138.0,91.5965981269
34421,34448,11988d,230.0,3019.83816522
36968,36969,15306e,115.0,284.289424786
63224,63223,69265,138.0,2891.09157156
17478,27687,2987a,138.0,224.674677289
60268,60269,54214a,115.0,98.162782388
36795,52260,51399,100.0,3971.98135156
26440,26407,5654b,115.0,63.0639083255
21690,21110,8745b,115.0,1002.67877867
31065,42497,35829a,115.0,57.8052470487
36045,38866,510e,230.0,13.7260640313
53852,59849,52275d,345.0,323.026071387
29381,29374,31970b,115.0,1899.81529387
14674,14668,40847d,69.0,566.125125436
16352,16356,9116,115.0,228.264654787
27390,32185,11499b,138.0,240.498961186
57944,57886,59825a,115.0,6487.12243876
29831,20772,24079b,345.0,501.056220824
61932,61933,39771f,161.0,35.59720069
26509,26510,4566e,115.0,4565.68333985
46233,47522,64701b,230.0,250.512547384
9444,30586,15590b,230.0,2824.55410784
51037,51064,30326d,115.0,85.387835892
19369,18889,33714b,115.0,35.4729441668
22375,22363,10191a,69.0,5053.14901367
55901,62667,64284a,230.0,5120.56738075
39757,50682,12141a,161.0,6451.43602518
24061,24143,40496c,115.0,8435.90313609
63626,63529,70317b,138.0,7.36735391168
24214,37854,44622b,115.0,1615.42529137
36967,36959,41487,115.0,2028.86788541
35524,35479,51789b,161.0,4518.54267009
20395,20396,3424a,115.0,13.7679405124
40216,9244,21436b,69.0,164.305494085
35771,35794,4275b,161.0,17262.944086
54286,54289,53728,115.0,761.961190073
58767,58768,59746b,115.0,95.0782952232
16352,16356,43490c,115.0,228.264654787
49093,46356,72742,69.0,3602.64080171
59452,59463,56187b,115.0,4027.74937692
27777,27778,21294f,345.0,64.653631761
45466,45467,24913b,100.0,2819.42384366
38889,38890,27602a,115.0,122.228870024
55560,55610,68430c,138.0,5039.19301054
31257,31263,48672,69.0,1139.26882607
51541,51537,32594j,100.0,2755.89580421
53665,40319,22637c,115.0,92.6725965275
35961,22861,22820a,69.0,58.2293696733
11422,11449,25404c,115.0,4767.49158979
31464,31465,6180a,100.0,98.219912502
62158,16437,10522,138.0,9060.86097144
17213,17214,48414a,69.0,83.4402805814
40684,40686,32064,69.0,16259.0556375
31315,31319,43937d,138.0,12516.9494924
31824,31827,12737a,230.0,41.2482920518
39820,39821,5613c,115.0,5734.25550365
25426,41210,36620,115.0,46.0991161009
10453,10462,51192d,345.0,721.196249731
35339,35340,27344a,161.0,236.704548532
21095,17782,27420a,115.0,66.0083475531
14283,14598,7994,69.0,3687.98350371
18595,18594,3963a,230.0,22.102093775
38052,34498,42298a,100.0,6220.83067274
19064,37409,25627b,115.0,19951.636186
48744,47701,64141a,230.0,8601.8760748
42225,50856,20888,115.0,3058.36035214
16659,16660,44632c,138.0,2545.58473726
57090,56942,67775,345.0,660.694129071
52127,52139,36195a,230.0,2003.2498428
18309,18355,43792c,115.0,375.062319111
57076,57072,67805a,138.0,6195.80596193
9600,27781,47215c,138.0,151.975195012
48152,47774,72289,60.0,1157.79641146
49908,49929,45663c,230.0,29207.7235556
57840,57838,66605,138.0,13644.6468906
62999,63506,69788a,138.0,202.727074372
17208,22166,28316b,138.0,680.983615884
15723,15843,34718,115.0,30939.3742886
47185,48414,73156a,69.0,444.673806669
54405,54406,53770b,115.0,32.5103380854
53947,53924,57019a,115.0,26368.4251715
17361,15014,11600,69.0,71.0579830583
15577,8859,14814c,138.0,719.548064495
19599,19331,18119a,115.0,22952.7527552
9721,10924,27365a,345.0,14017.5810978
24808,38090,31037,120.0,181.295622521
48782,46898,63141a,230.0,2531.5498644
55339,55524,68626b,138.0,130.482221205
42428,36019,36649d,345.0,15735.7892747
29915,29916,28524b,115.0,75.5420641059
36940,36941,25452c,138.0,42.521007318
31966,31940,1491e,230.0,306.342439896
12178,12177,10437,115.0,2471.15381615
16538,53238,36632,115.0,711.689371381
20183,12882,999b,115.0,1645.5883636
17594,25072,9798a,345.0,3153.02023812
46764,47892,71058c,66.0,28.2044105853
44426,13944,4197b,115.0,492.227999068
57367,57399,66262c,138.0,176165.677747
47934,49281,72316,69.0,1145.2101658
11423,11449,13578a,115.0,245.962908206
13879,13892,36733a,69.0,36786.124909
55985,46380,72336,115.0,2014.84699257
15368,15355,21190,69.0,18201.7539444
53471,53472,20832c,115.0,183.595755537
25210,25209,48930a,115.0,1747.45699471
26636,26655,42372j,115.0,848.505183547
58119,58143,59793b,69.0,14347.0710984
44433,44434,3421,115.0,6684.74768173
34519,50918,18505a,69.0,7646.16736229
19146,19147,18152,230.0,5888.93211061
53820,53727,47077,115.0,101.66176163
44966,44985,31297a,138.0,15.7914587127
50205,31043,17329,115.0,15880.3186159
35473,34939,27085a,161.0,8179.79480368
52133,41923,31350c,138.0,64.5811200534
50437,25450,22757b,138.0,33591.3248838
55888,46414,64075b,500.0,10489.1846066
33441,33396,15649,138.0,3074.90654534
25210,25209,22500c,138.0,1747.45699471
63015,63370,69928d,138.0,842.988356025
17147,39588,38333d,138.0,10106.4620626
56555,56569,67323,138.0,11230.8342462
63579,63580,69342d,138.0,527.194559899
24927,17845,6257b,69.0,68.5650998964
47352,46087,64232d,161.0,47211.1330699
41947,52162,23075a,100.0,6312.9704856
18076,21138,48993b,230.0,70.0876314753
24609,45642,21386a,115.0,10544.0755747
54398,54401,53767a,115.0,583.225129837
46924,48533,62877a,115.0,364.171630865
39184,39210,5122g,230.0,134.958141173
47774,48453,64042,115.0,6698.83185833
14218,28980,34078a,115.0,492.876733146
19181,19179,2964f,138.0,1469.88021852
55193,55336,68021a,345.0,35358.2488432
24219,13986,38719d,230.0,2197.60348175
55814,55803,69012c,138.0,59.115131053
16490,16491,19408l,115.0,10.3312988615
20759,28112,44673a,138.0,4420.11461882
36802,36803,24958d,230.0,84.6945939763
40563,40564,5002b,138.0,16.2819334861
63230,63231,69303a,138.0,342.339772224
15371,21737,31553,69.0,25.4321657554
56832,56838,67845b,69.0,45495.6794966
17972,17969,22123d,115.0,74.2775235305
12044,8946,5498,69.0,50.1725640194
26717,26735,29422c,345.0,2872.08228612
49011,47065,62938,345.0,169352.682004
55995,56057,73677b,66.0,13959.2157735
17938,17939,22655f,115.0,8.51769466367
25414,37424,9972a,161.0,6789.05374961
27344,27333,49424a,115.0,17.1812691855
41537,41542,5133b,115.0,3052.62686769
43944,23657,24576b,115.0,177.109949451
20056,15826,47983,500.0,34.1529782216
60146,60145,54214e,115.0,148.715635319
63601,62944,70140b,138.0,9316.15955844
31633,53314,12028b,100.0,4234.61528036
26728,26733,17975a,115.0,109.017507076
33773,33799,25438b,115.0,27.448278353
45564,45562,15709b,38.0,405.452001673
24432,24431,30895a,100.0,11.6546278796
61021,60973,53277,115.0,9350.58635204
18663,18662,14195a,138.0,16.8254097004
56885,56879,67641c,345.0,44665.7359408
38030,38028,43541a,100.0,14668.521454
34127,45215,25304,100.0,285.544256723
28552,28577,41623c,115.0,9413.60982703
27307,16777,15163b,138.0,56.7157729816
64163,64161,52119d,500.0,758.433344467
15654,15630,32687e,161.0,17141.4294668
39004,39005,3488,100.0,157.928996493
19565,62222,39174,115.0,8395.44181413
24774,42128,12891,138.0,2118.01701771
19361,19362,17174a,69.0,33.9329571483
19439,19415,14134,138.0,19.8863940694
56974,56966,66110,138.0,5245.47812194
11220,11222,47927a,69.0,15503.7748334
43869,25293,19393e,230.0,728.257000499
31788,31819,31230b,69.0,123.352979342
42292,14253,34571b,115.0,42.7980824769
53941,53938,55132b,138.0,2837.29540456
31555,31556,34717,115.0,1384.25279929
45323,38577,5179a,161.0,839.627363238
57123,57228,67820,69.0,28.0953923786
51683,51684,20907b,100.0,196.265362359
37223,37224,26994,161.0,9074.95274614
18796,18797,2210a,115.0,293.536106123
17743,12456,51756b,69.0,3041.72109777
17252,13111,48350a,230.0,16095.3216472
19363,53541,26087h,230.0,23832.9118083
9316,44114,16073c,161.0,271.544070034
11624,11630,8831,115.0,4748.60867037
54066,59701,52258a,345.0,61436.8246802
36441,62369,9801b,161.0,86.0362717018
50260,50464,44685c,500.0,25970.2373529
63324,63678,69669b,138.0,16009.5988904
63542,63063,70223b,138.0,1929.12164874
55400,55741,68132a,138.0,903.363009846
9637,27896,41153a,115.0,4564.87337764
49512,46768,52687,69.0,14550.7489691
17507,17508,29480a,115.0,32.8833557525
26667,26693,34645b,138.0,27.0057500052
49845,46090,63700,60.0,12264.6000814
20350,20351,40113e,115.0,71.0627012517
25092,25091,2593a,115.0,127.929751832
51049,51050,19540,138.0,33.1849652068
36797,36798,15751a,138.0,114.720638142
28174,9806,1877d,115.0,153.403277665
42208,42209,33534,115.0,6756.26237204
43985,43995,41448b,69.0,379.028693806
12157,21802,6636d,115.0,22.8395691001
48682,46619,63717a,230.0,4695.69765256
26030,26049,2037b,100.0,133.495089951
21361,29853,51278k,115.0,2034.74840291
58038,58039,55771a,46.0,60.2782880255
31773,31811,19160b,138.0,39.8937424734
31394,31393,15345b,115.0,1517.34851647
65435,65436,58870,230.0,150.796669861
57093,57094,67797b,69.0,123.428173854
13739,10784,15202c,69.0,6400.08146372
58395,58345,57659c,230.0,23762.7513786
31851,33682,35369a,161.0,50.7868700044
58777,58808,52862a,115.0,5646.38898531
58190,58180,52330a,230.0,2877.78911412
11052,11042,6329e,345.0,81.8860933048
36932,36951,29000a,38.0,2605.07403763
58450,58464,52898a,115.0,2230.03553816
56965,57251,67653c,138.0,39720.7356175
44158,29134,40104a,69.0,18196.5244822
39184,39209,42015i,230.0,3431.46181534
50920,28157,23819,138.0,20987.0416709
49916,38956,8260,115.0,25987.1651162
56828,56809,67828a,138.0,61620.6012254
26936,26937,29519a,138.0,93.9171192223
24847,52002,44461b,115.0,3551.50927361
43962,33877,18268e,138.0,2559.56757589
9581,9582,11418a,115.0,36.1110532794
58429,58430,62515,115.0,29.4871826622
16004,15999,37576b,138.0,1061.40096395
33186,33187,23789c,230.0,1146.71656314
11185,11164,43093a,69.0,47.137090404
11252,18305,19066d,69.0,7056.0550377
13260,26828,13587d,69.0,1502.29591081
45642,45643,3043a,230.0,3485.12637181
17680,51171,48533a,115.0,5758.79943829
9434,32025,14343a,230.0,4021.26621341
9108,21422,34411b,115.0,6.88576481736
35059,35038,4731c,115.0,964.918820695
27527,27528,49419b,115.0,597.904266646
11212,26451,5096g,345.0,53470.6242728
63601,63602,69980b,138.0,74.4939270649
28785,28781,12514b,138.0,4954.96668262
47754,46550,72196a,60.0,143.833707697
37108,37107,24781b,69.0,119.180522236
26301,26335,6592f,115.0,3965.07379903
11649,11606,47702c,138.0,357.316601054
33637,33647,30989b,115.0,289.09273651
50433,50378,19216b,345.0,3689.29290301
25098,17408,19907c,138.0,314.623611598
57796,57727,66525,115.0,11414.5683453
63787,63791,52361c,230.0,114.108595294
9881,10363,17079,138.0,24641.1792686
20950,21012,37694a,138.0,611.028950612
59149,59142,55917b,46.0,8562.28352102
42192,42129,16994a,230.0,4086.34872512
54674,54587,52214g,345.0,16693.6110513
27676,27613,41700,161.0,7140.57825333
58168,58164,53098,115.0,6186.22355028
62037,23880,37098b,69.0,8.96195664067
41381,43731,35149,161.0,5023.69089824
37607,52887,11977a,161.0,3793.00140366
46176,55941,63806,115.0,4887.08439587
47076,48136,64015,115.0,35735.4641094
11532,11531,7021,345.0,6869.2733877
61171,61169,58973,138.0,113.746979256
37473,18883,16612b,115.0,2476.71067505
60888,60893,52288c,230.0,3362.3389436
51499,52611,12582a,138.0,32220.1015167
64694,64695,58809a,500.0,99.2937536618
58804,58783,55296b,138.0,1095.76833524
32590,39006,46853d,230.0,24726.8550167
15505,24957,3620d,230.0,282.192037705
42228,42186,42127,138.0,373.520909476
47244,47654,63304a,230.0,612.095959285
19903,35193,24985f,138.0,141.332894183
40327,53676,44924b,161.0,5578.50603488
20272,20261,46406a,115.0,114.933595524
51114,14225,44412a,138.0,3283.84042094
52430,52435,24979a,345.0,40297.9063969
59040,58969,52254b,345.0,30420.3952021
43521,19527,31023f,115.0,1884.23788879
35414,9195,42798a,115.0,36562.5270642
9347,34899,13095e,69.0,1795.67690247
58232,58209,52811b,115.0,8437.26170095
18357,18355,25429e,345.0,4378.49069262
30478,30479,50324,138.0,92.1689158097
62581,32196,4690a,161.0,467.837866676
33301,33303,14188d,230.0,209.672680727
64505,64506,55420d,69.0,81.5591456043
24461,24462,28851c,115.0,37.7899491637
44796,37579,16514a,161.0,139.576739659
54485,54527,52217a,345.0,18404.0550849
21214,21218,3919e,115.0,186.248923282
60746,47970,63909a,230.0,23125.7837193
28569,28568,50099a,69.0,20502.8880916
38352,38353,23534,161.0,7004.73008557
49884,49885,11891b,138.0,2695.20017395
17913,12496,17258d,138.0,101.275363844
35904,35905,18064b,230.0,2890.41038733
24702,24717,44793a,115.0,879.193805353
9602,21546,13082b,100.0,50.9999877888
25378,43438,6674b,161.0,70.7505732371
47890,55985,63462b,230.0,7975.61004509
56987,57264,66101,138.0,15421.9955753
